,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,-4584090.0,-15113676.0,-99333.0,0.0,,
Tax Rate For Calcs,0.136,0.21,0.059,0.117,0.150133,,
Normalized EBITDA,566663000.0,504215000.0,399581000.0,482164000.0,610497000.0,,
Total Unusual Items,,-21829000.0,-256164000.0,-849000.0,,2469000.0,-519000.0
Total Unusual Items Excluding Goodwill,,-21829000.0,-256164000.0,-849000.0,,2469000.0,-519000.0
Net Income From Continuing Operation Net Minority Interest,125136000.0,293612000.0,-285255000.0,48951000.0,148554000.0,,
Reconciled Depreciation,263725000.0,278658000.0,260717000.0,241975000.0,236444000.0,,
Reconciled Cost Of Revenue,2464528000.0,2577373000.0,2404867000.0,2445429000.0,2319883000.0,,
EBITDA,566663000.0,482386000.0,143417000.0,481315000.0,610497000.0,,
EBIT,302938000.0,203728000.0,-117300000.0,239340000.0,374053000.0,,
Net Interest Income,-100689000.0,-103902000.0,-102287000.0,-105584000.0,-107269000.0,,
Interest Expense,100689000.0,103902000.0,102287000.0,105584000.0,107269000.0,,
Normalized Income,125136000.0,310856910.0,-44204676.0,49700667.0,148554000.0,,
Net Income From Continuing And Discontinued Operation,125136000.0,293612000.0,-285255000.0,48951000.0,148554000.0,,
Total Expenses,4148305000.0,4280050000.0,4031019000.0,4025191000.0,3863576000.0,,
Total Operating Income As Reported,301242000.0,325010000.0,-112852000.0,404565000.0,385057000.0,,
Diluted Average Shares,258877000.0,269098000.0,272517000.0,275615000.0,289096000.0,,
Basic Average Shares,256348000.0,267438000.0,272517000.0,273329000.0,287125000.0,,
Diluted EPS,0.48,1.11,-1.05,0.18,0.51,,
Basic EPS,0.49,1.12,-1.05,0.18,0.52,,
Diluted NI Availto Com Stockholders,125154000.0,299227000.0,-285632000.0,48982000.0,148513000.0,,
Net Income Common Stockholders,125154000.0,299227000.0,-285632000.0,48982000.0,148513000.0,,
Otherunder Preferred Stock Dividend,-18000.0,-5615000.0,377000.0,-31000.0,41000.0,,
Net Income,125136000.0,293612000.0,-285255000.0,48951000.0,148554000.0,,
Minority Interests,-49656000.0,-89164000.0,-78526000.0,-69143000.0,-78177000.0,,
Net Income Including Noncontrolling Interests,174792000.0,382776000.0,-206729000.0,118094000.0,226731000.0,,
Net Income Continuous Operations,174792000.0,382776000.0,-206729000.0,118094000.0,226731000.0,,
Tax Provision,27457000.0,-282950000.0,-12858000.0,15662000.0,40053000.0,,
Pretax Income,202249000.0,99826000.0,-219587000.0,133756000.0,266784000.0,,
Other Income Expense,-3475000.0,-121489000.0,-336745000.0,-140339000.0,-39453000.0,,
Other Non Operating Income Expenses,-10994000.0,-130022000.0,-112165000.0,-161295000.0,-26819000.0,,
Special Income Charges,,-21829000.0,-256164000.0,-849000.0,,2469000.0,-519000.0
Other Special Charges,,,31000.0,849000.0,,86819000.0,519000.0
Impairment Of Capital Assets,,22794000.0,256133000.0,,,,
Restructuring And Mergern Acquisition,,,,,,,25493000.0
Earnings From Equity Interest,7519000.0,30362000.0,31584000.0,21805000.0,-12634000.0,,
Net Non Operating Interest Income Expense,-100689000.0,-103902000.0,-102287000.0,-105584000.0,-107269000.0,,
Interest Expense Non Operating,100689000.0,103902000.0,102287000.0,105584000.0,107269000.0,,
Operating Income,306413000.0,325217000.0,219445000.0,379679000.0,413506000.0,,
Operating Expense,1683777000.0,1702677000.0,1626152000.0,1579762000.0,1543693000.0,,
Other Operating Expenses,137220000.0,165248000.0,125257000.0,124096000.0,142351000.0,,
Depreciation Amortization Depletion Income Statement,263725000.0,278658000.0,260717000.0,241975000.0,236444000.0,,
Depreciation And Amortization In Income Statement,263725000.0,278658000.0,260717000.0,241975000.0,236444000.0,,
Selling General And Administration,1282832000.0,1258771000.0,1240178000.0,1213691000.0,1164898000.0,,
General And Administrative Expense,1282832000.0,1258771000.0,1240178000.0,1213691000.0,1164898000.0,,
Other Gand A,1282832000.0,1258771000.0,1240178000.0,1213691000.0,1164898000.0,,
Gross Profit,1990190000.0,2027894000.0,1845597000.0,1959441000.0,1957199000.0,,
Cost Of Revenue,2464528000.0,2577373000.0,2404867000.0,2445429000.0,2319883000.0,,
Total Revenue,4454718000.0,4605267000.0,4250464000.0,4404870000.0,4277082000.0,,
Operating Revenue,4454718000.0,4605267000.0,4250464000.0,4404870000.0,4277082000.0,,
