,2026-03-31,2025-12-31,2025-09-30,2025-03-31
Tax Effect Of Unusual Items,-40179200.0,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.0,0.0,0.0
Normalized EBITDA,-5928000.0,-28122402.0,-319048.0,-319048.0
Total Unusual Items,-100448000.0,,,
Total Unusual Items Excluding Goodwill,-100448000.0,,,
Net Income From Continuing Operation Net Minority Interest,-107759000.0,-28656456.0,-319048.0,-319048.0
Reconciled Depreciation,90000.0,,,
EBITDA,-106376000.0,-28122402.0,-319048.0,-319048.0
EBIT,-106466000.0,-28122402.0,-319048.0,-319048.0
Net Interest Income,-358000.0,,,
Interest Expense,1100000.0,,,
Interest Income,742000.0,,,
Normalized Income,-47490200.0,-28656456.0,-319048.0,-319048.0
Net Income From Continuing And Discontinued Operation,-107759000.0,-28656456.0,-319048.0,-319048.0
Total Expenses,7599000.0,7753330.0,319048.0,319048.0
Total Operating Income As Reported,-7598000.0,-7668330.0,-319048.0,-319048.0
Diluted NI Availto Com Stockholders,-107759000.0,-28656456.0,-319048.0,-319048.0
Net Income Common Stockholders,-107759000.0,-28656456.0,-319048.0,-319048.0
Net Income,-107759000.0,-28656456.0,-319048.0,-319048.0
Net Income Including Noncontrolling Interests,-107759000.0,-28656456.0,-319048.0,-319048.0
Net Income Continuous Operations,-107759000.0,-28656456.0,-319048.0,-319048.0
Tax Provision,193000.0,,,
Pretax Income,-107566000.0,-28656456.0,-319048.0,-319048.0
Other Income Expense,-99610000.0,,,
Other Non Operating Income Expenses,838000.0,,,
Special Income Charges,5933000.0,,,
Other Special Charges,-5933000.0,,,
Gain On Sale Of Security,-106381000.0,,,
Net Non Operating Interest Income Expense,-358000.0,,,
Interest Expense Non Operating,1100000.0,,,
Interest Income Non Operating,742000.0,,,
Operating Income,-7598000.0,-7668330.0,-319048.0,-319048.0
Operating Expense,7599000.0,7753330.0,319048.0,319048.0
Selling General And Administration,7599000.0,7753330.0,319048.0,319048.0
General And Administrative Expense,7599000.0,7753330.0,319048.0,319048.0
Other Gand A,4059000.0,7311287.0,319048.0,319048.0
Salaries And Wages,3540000.0,,,
Total Revenue,1000.0,85000.0,0.0,0.0
Operating Revenue,1000.0,85000.0,0.0,0.0
