,2026-03-31,2025-12-31,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,-19970028.394936,0.0,0.0,0.0
Tax Rate For Calcs,0.276204,0.288655,0.267439,0.243972,0.242719
Normalized EBITDA,837396000.0,727639000.0,641074000.0,797836000.0,610122000.0
Total Unusual Items,0.0,-69183000.0,,0.0,0.0
Total Unusual Items Excluding Goodwill,0.0,-69183000.0,,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,524511000.0,388174000.0,424393000.0,557389000.0,420329000.0
Reconciled Depreciation,100036000.0,99589000.0,40921000.0,44824000.0,41891000.0
Reconciled Cost Of Revenue,842718000.0,836373000.0,697146000.0,611367000.0,646281000.0
EBITDA,837396000.0,658456000.0,641074000.0,797836000.0,610122000.0
EBIT,737360000.0,558867000.0,600153000.0,753012000.0,568231000.0
Net Interest Income,-9381000.0,-9755000.0,-16472000.0,-12435000.0,-10698000.0
Interest Expense,9381000.0,9755000.0,16472000.0,12435000.0,10698000.0
Normalized Income,524511000.0,437386971.605064,424393000.0,557389000.0,420329000.0
Net Income From Continuing And Discontinued Operation,524511000.0,388174000.0,424393000.0,557389000.0,420329000.0
Total Expenses,1152973000.0,1163565000.0,888353000.0,815353000.0,829030000.0
Diluted Average Shares,9636432.0,9639285.0,9634347.0,9633408.0,9633945.0
Basic Average Shares,9624055.0,9622558.0,9621242.0,9620107.0,9620714.0
Diluted EPS,54.43,40.27,44.05,57.86,43.63
Basic EPS,54.5,40.34,44.11,57.94,43.69
Diluted NI Availto Com Stockholders,524511000.0,388174000.0,424393000.0,557389000.0,420329000.0
Net Income Common Stockholders,524511000.0,388174000.0,424393000.0,557389000.0,420329000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0
Net Income,524511000.0,388174000.0,424393000.0,557389000.0,420329000.0
Minority Interests,-2397000.0,-2434000.0,-3189000.0,-2508000.0,-1880000.0
Net Income Including Noncontrolling Interests,526908000.0,390608000.0,427582000.0,559897000.0,422209000.0
Net Income Continuous Operations,526908000.0,390608000.0,427582000.0,559897000.0,422209000.0
Tax Provision,201071000.0,158504000.0,156099000.0,180680000.0,135324000.0
Pretax Income,727979000.0,549112000.0,583681000.0,740577000.0,557533000.0
Other Non Operating Income Expenses,141817000.0,155704000.0,243619000.0,206236000.0,188537000.0
Special Income Charges,0.0,-69183000.0,,0.0,0.0
Other Special Charges,,69183000.0,,,
Net Non Operating Interest Income Expense,-9381000.0,-9755000.0,-16472000.0,-12435000.0,-10698000.0
Interest Expense Non Operating,9381000.0,9755000.0,16472000.0,12435000.0,10698000.0
Operating Income,595543000.0,472346000.0,356534000.0,546776000.0,379694000.0
Operating Expense,310255000.0,327192000.0,191207000.0,203986000.0,182749000.0
Other Operating Expenses,210219000.0,227603000.0,150286000.0,159162000.0,140858000.0
Depreciation And Amortization In Income Statement,100036000.0,99589000.0,40921000.0,44824000.0,41891000.0
Depreciation Income Statement,100036000.0,99589000.0,40921000.0,44824000.0,41891000.0
Gross Profit,905798000.0,799538000.0,547741000.0,750762000.0,562443000.0
Cost Of Revenue,842718000.0,836373000.0,697146000.0,611367000.0,646281000.0
Total Revenue,1748516000.0,1635911000.0,1244887000.0,1362129000.0,1208724000.0
Operating Revenue,1748516000.0,1635911000.0,1244887000.0,1362129000.0,1208724000.0
