,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,-35025.48,19158.51,0.0
Tax Rate For Calcs,0.0,0.0,0.21,0.21,0.0
Normalized EBITDA,-1497248.0,-2628852.0,-1789188.0,-2190192.0,-597363.0
Total Unusual Items,-51156.0,-936967.0,-166788.0,91231.0,-9912.0
Total Unusual Items Excluding Goodwill,-51156.0,-936967.0,-166788.0,91231.0,-9912.0
Net Income From Continuing Operation Net Minority Interest,-1560242.0,-3562944.0,-2042463.0,-2257022.0,-842075.0
Reconciled Depreciation,92156.0,214043.0,96011.0,80832.0,113948.0
Reconciled Cost Of Revenue,0.0,0.0,0.0,0.0,0.0
EBITDA,-1548404.0,-3565819.0,-1955976.0,-2098961.0,-607275.0
EBIT,-1640560.0,-3779862.0,-2051987.0,-2179793.0,-721223.0
Net Interest Income,-45612.0,49055.0,16328.0,-110274.0,-203896.0
Interest Expense,49377.0,32551.0,30959.0,129413.0,222967.0
Interest Income,3765.0,81606.0,47287.0,19139.0,19071.0
Normalized Income,-1509086.0,-2625977.0,-1910700.48,-2329094.49,-832163.0
Net Income From Continuing And Discontinued Operation,-1560242.0,-3562944.0,-2042463.0,-2257022.0,-842075.0
Total Expenses,1572472.0,2198911.0,1964360.0,2294983.0,693005.0
Total Operating Income As Reported,-1572472.0,-2994861.0,-1964360.0,-2294983.0,-693005.0
Diluted Average Shares,25448516.0,,23256590.0,17386536.0,14968232.0
Basic Average Shares,25448516.0,,23256590.0,17386536.0,14968232.0
Diluted EPS,-0.06,,-0.09,-0.13,-0.06
Basic EPS,-0.06,,-0.09,-0.13,-0.06
Diluted NI Availto Com Stockholders,-1560242.0,-3562944.0,-2042463.0,-2257022.0,-842075.0
Net Income Common Stockholders,-1560242.0,-3562944.0,-2042463.0,-2257022.0,-842075.0
Net Income,-1560242.0,-3562944.0,-2042463.0,-2257022.0,-842075.0
Minority Interests,129695.0,249469.0,41010.0,75811.0,102115.0
Net Income Including Noncontrolling Interests,-1689937.0,-3812413.0,-2083473.0,-2332833.0,-944190.0
Net Income Continuous Operations,-1689937.0,-3812413.0,-2083473.0,-2332833.0,-944190.0
Tax Provision,0.0,0.0,527.0,23627.0,0.0
Pretax Income,-1689937.0,-3812413.0,-2082946.0,-2309206.0,-944190.0
Other Income Expense,-71853.0,-866607.0,-134914.0,96051.0,-47289.0
Other Non Operating Income Expenses,10719.0,70360.0,31874.0,4820.0,13500.0
Earnings From Equity Interest,-31416.0,,,,-50877.0
Gain On Sale Of Security,-51156.0,-133959.0,-166788.0,91231.0,-9912.0
Net Non Operating Interest Income Expense,-45612.0,49055.0,16328.0,-110274.0,-203896.0
Interest Expense Non Operating,49377.0,32551.0,30959.0,129413.0,222967.0
Interest Income Non Operating,3765.0,81606.0,47287.0,19139.0,19071.0
Operating Income,-1572472.0,-2994861.0,-1964360.0,-2294983.0,-693005.0
Operating Expense,1572472.0,2198911.0,1964360.0,2294983.0,693005.0
Research And Development,33100.0,29058.0,29890.0,33276.0,28861.0
Selling General And Administration,1539372.0,2169853.0,1934470.0,2261707.0,664144.0
General And Administrative Expense,1539372.0,2169853.0,1934470.0,2261707.0,664144.0
Other Gand A,751998.0,783640.0,798253.0,690094.0,615371.0
Salaries And Wages,787374.0,1386213.0,1136217.0,1571613.0,48773.0
Gross Profit,0.0,-795950.0,0.0,0.0,0.0
Cost Of Revenue,0.0,0.0,0.0,0.0,0.0
Total Revenue,0.0,-795950.0,0.0,0.0,0.0
Operating Revenue,0.0,-795950.0,0.0,0.0,0.0
