,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.255,0.336935,0.289,0.289303,0.2893
Normalized EBITDA,328930.0,2325677.0,-423855.0,1212693.0,93352.0
Net Income From Continuing Operation Net Minority Interest,-565073.0,810951.0,-1092450.0,92795.0,-728981.0
Reconciled Depreciation,800104.0,808244.0,808334.0,811979.0,820854.0
Reconciled Cost Of Revenue,3227089.0,4593754.0,3349228.0,3979145.0,2782475.0
EBITDA,328930.0,2325677.0,-423855.0,1212693.0,93352.0
EBIT,-471174.0,1517433.0,-1232189.0,400714.0,-727502.0
Net Interest Income,-287313.0,-294399.0,-304957.0,-270145.0,-298221.0
Interest Expense,287313.0,294399.0,304957.0,270145.0,298221.0
Normalized Income,-565073.0,810951.0,-1092450.0,92795.0,-728981.0
Net Income From Continuing And Discontinued Operation,-565073.0,810951.0,-1092450.0,92795.0,-728981.0
Total Expenses,8933947.0,10857407.0,9566727.0,9797599.0,8411561.0
Total Operating Income As Reported,-677794.0,249169.0,-1213527.0,398164.0,-869978.0
Diluted Average Shares,4979529.0,,4964529.0,4964529.0,4964529.0
Basic Average Shares,4979529.0,,4964529.0,4964529.0,4964529.0
Diluted EPS,-0.24,,-0.33,-0.09,-0.26
Basic EPS,-0.24,,-0.33,-0.09,-0.26
Diluted NI Availto Com Stockholders,-1171144.0,247540.0,-1655627.0,-470381.0,-1292158.0
Net Income Common Stockholders,-1171144.0,247540.0,-1655627.0,-470381.0,-1292158.0
Preferred Stock Dividends,606071.0,563411.0,563177.0,563176.0,563177.0
Net Income,-565073.0,810951.0,-1092450.0,92795.0,-728981.0
Net Income Including Noncontrolling Interests,-565073.0,810951.0,-1092450.0,92795.0,-728981.0
Net Income Continuous Operations,-565073.0,810951.0,-1092450.0,92795.0,-728981.0
Tax Provision,-193414.0,412083.0,-444696.0,37774.0,-296742.0
Pretax Income,-758487.0,1223034.0,-1537146.0,130569.0,-1025723.0
Other Income Expense,206620.0,1268264.0,-18662.0,2550.0,142476.0
Other Non Operating Income Expenses,206620.0,1268264.0,-18662.0,2550.0,142476.0
Net Non Operating Interest Income Expense,-287313.0,-294399.0,-304957.0,-270145.0,-298221.0
Interest Expense Non Operating,287313.0,294399.0,304957.0,270145.0,298221.0
Operating Income,-677794.0,249169.0,-1213527.0,398164.0,-869978.0
Operating Expense,5706858.0,6263653.0,6217499.0,5818454.0,5629086.0
Selling General And Administration,5706858.0,6263653.0,6217499.0,5818454.0,5629086.0
Selling And Marketing Expense,4083845.0,4829423.0,4444433.0,4193635.0,3967710.0
General And Administrative Expense,1623013.0,1434230.0,1773066.0,1624819.0,1661376.0
Other Gand A,1623013.0,1434230.0,1773066.0,1624819.0,1661376.0
Gross Profit,5029064.0,6512822.0,5003972.0,6216618.0,4759108.0
Cost Of Revenue,3227089.0,4593754.0,3349228.0,3979145.0,2782475.0
Total Revenue,8256153.0,11106576.0,8353200.0,10195763.0,7541583.0
Operating Revenue,8256153.0,11534067.0,8353200.0,10195763.0,7541583.0
