,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.4,0.21,0.21,0.21,0.004522,
Normalized EBITDA,-1489794.0,47844.0,-510689.0,699114.0,2734424.0,
Total Unusual Items,,0.0,0.0,,,0.0
Total Unusual Items Excluding Goodwill,,0.0,0.0,,,0.0
Net Income From Continuing Operation Net Minority Interest,-3289639.0,-1411692.0,-1940764.0,-740740.0,1257068.0,
Reconciled Depreciation,1561467.0,1327079.0,1322988.0,1319103.0,1316768.0,
Reconciled Cost Of Revenue,1621356.0,1927510.0,675370.0,1698770.0,1114276.0,
EBITDA,-1489794.0,47844.0,-510689.0,699114.0,2734424.0,
EBIT,-3051261.0,-1279235.0,-1833677.0,-619989.0,1417656.0,
Net Interest Income,-7808.0,-20975.0,21884.0,17942.0,-38093.0,
Interest Expense,85839.0,112942.0,109699.0,109547.0,163802.0,
Interest Income,78031.0,91967.0,131583.0,127489.0,125709.0,
Normalized Income,-3289639.0,-1411692.0,-1940764.0,-740740.0,1257068.0,
Net Income From Continuing And Discontinued Operation,-3289639.0,-1411692.0,-1940764.0,-740740.0,1257068.0,
Total Expenses,12260609.0,15049853.0,10257622.0,11584841.0,10421108.0,
Total Operating Income As Reported,-3129292.0,-1371202.0,-1965260.0,-747478.0,1291947.0,
Diluted Average Shares,14960210.0,14956627.0,14958534.0,14960596.0,15259824.0,
Basic Average Shares,14960210.0,14956627.0,14958534.0,14960596.0,14942522.0,
Diluted EPS,-0.22,-0.09,-0.13,-0.05,0.08,
Basic EPS,-0.22,-0.09,-0.13,-0.05,0.08,
Diluted NI Availto Com Stockholders,-3289639.0,-1411692.0,-1940764.0,-740740.0,1257068.0,
Net Income Common Stockholders,-3289639.0,-1411692.0,-1940764.0,-740740.0,1257068.0,
Net Income,-3289639.0,-1411692.0,-1940764.0,-740740.0,1257068.0,
Minority Interests,-2588.0,16950.0,8282.0,-5533.0,8884.0,
Net Income Including Noncontrolling Interests,-3287051.0,-1428642.0,-1949046.0,-735207.0,1248184.0,
Net Income Continuous Operations,-3287051.0,-1428642.0,-1949046.0,-735207.0,1248184.0,
Earnings From Equity Interest Net Of Tax,-146080.0,,,,0.0,
Tax Provision,3871.0,23245.0,5670.0,5671.0,5670.0,
Pretax Income,-3137100.0,-1392177.0,-1943376.0,-729536.0,1253854.0,
Other Income Expense,,,,,,0.0
Special Income Charges,,0.0,0.0,,,0.0
Other Special Charges,,,,,,0.0
Net Non Operating Interest Income Expense,-7808.0,-20975.0,21884.0,17942.0,-38093.0,
Interest Expense Non Operating,85839.0,112942.0,109699.0,109547.0,163802.0,
Interest Income Non Operating,78031.0,91967.0,131583.0,127489.0,125709.0,
Operating Income,-3129292.0,-1371202.0,-1965260.0,-747478.0,1291947.0,
Operating Expense,10326720.0,12808509.0,9268862.0,9573452.0,8995394.0,
Depreciation Amortization Depletion Income Statement,1248934.0,1013245.0,1009598.0,1006484.0,1005330.0,
Depreciation And Amortization In Income Statement,1248934.0,1013245.0,1009598.0,1006484.0,1005330.0,
Amortization,1248934.0,1013245.0,1009598.0,1006484.0,1005330.0,
Amortization Of Intangibles Income Statement,1248934.0,1013245.0,1009598.0,1006484.0,1005330.0,
Research And Development,1458436.0,1549656.0,1253367.0,1468399.0,1295076.0,
Selling General And Administration,7619350.0,10245608.0,7005897.0,7098569.0,6694988.0,
Selling And Marketing Expense,5064875.0,6208695.0,4433831.0,4223647.0,4231980.0,
General And Administrative Expense,2554475.0,4036913.0,2572066.0,2874922.0,2463008.0,
Other Gand A,2554475.0,4036913.0,2572066.0,2874922.0,2463008.0,
Gross Profit,7197428.0,11437307.0,7303602.0,8825974.0,10287341.0,
Cost Of Revenue,1933889.0,2241344.0,988760.0,2011389.0,1425714.0,
Total Revenue,9131317.0,13678651.0,8292362.0,10837363.0,11713055.0,
Operating Revenue,8962467.0,13494027.0,7985852.0,10344973.0,8571426.0,
