,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.21,0.21,0.21
Net Income From Continuing Operation Net Minority Interest,-26871000.0,-12731000.0,27454000.0,18115000.0,30330000.0
Net Interest Income,42464000.0,46107000.0,48880000.0,48246000.0,47660000.0
Interest Expense,28479000.0,30993000.0,33038000.0,32581000.0,30464000.0
Interest Income,70943000.0,77100000.0,81918000.0,80827000.0,78124000.0
Normalized Income,-26871000.0,-12731000.0,27454000.0,18115000.0,30330000.0
Net Income From Continuing And Discontinued Operation,-26871000.0,-12731000.0,27454000.0,18115000.0,30330000.0
Diluted Average Shares,91053511.0,90928571.0,93303622.0,93303622.0,93677003.0
Basic Average Shares,91053511.0,90928571.0,93303622.0,93303622.0,93677003.0
Diluted EPS,-0.3,-0.14,0.29,0.19,0.32
Basic EPS,-0.3,-0.14,0.29,0.19,0.32
Diluted NI Availto Com Stockholders,-26871000.0,-12731000.0,27454000.0,18115000.0,30330000.0
Net Income Common Stockholders,-26871000.0,-12731000.0,27454000.0,18115000.0,30330000.0
Net Income,-26871000.0,-12731000.0,27454000.0,18115000.0,30330000.0
Net Income Including Noncontrolling Interests,-26871000.0,-12731000.0,27454000.0,18115000.0,30330000.0
Net Income Continuous Operations,-26871000.0,-12731000.0,27454000.0,18115000.0,30330000.0
Pretax Income,-26871000.0,-12731000.0,27454000.0,18115000.0,30330000.0
Gain On Sale Of Security,-8463000.0,-13366000.0,-19007000.0,-17515000.0,3400000.0
Operating Expense,3438000.0,8725000.0,2344000.0,2341000.0,1458000.0
Other Operating Expenses,-62000.0,3299000.0,-284000.0,-280000.0,-806000.0
Selling General And Administration,3500000.0,5426000.0,2628000.0,2621000.0,2264000.0
General And Administrative Expense,3500000.0,5426000.0,2628000.0,2621000.0,2264000.0
Total Revenue,-23433000.0,-4006000.0,29798000.0,20456000.0,31788000.0
Operating Revenue,-23433000.0,-4006000.0,29798000.0,20456000.0,31788000.0
