,2026-03-31,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.0,0.0
Normalized EBITDA,-29020000.0,-7872000.0
Net Income From Continuing Operation Net Minority Interest,-35264000.0,-9146000.0
Reconciled Depreciation,93000.0,47000.0
Reconciled Cost Of Revenue,482000.0,252000.0
EBITDA,-29020000.0,-7872000.0
EBIT,-29113000.0,-7919000.0
Net Interest Income,98000.0,801000.0
Interest Expense,2717000.0,1227000.0
Interest Income,2815000.0,2028000.0
Normalized Income,-35264000.0,-9146000.0
Net Income From Continuing And Discontinued Operation,-35264000.0,-9146000.0
Total Expenses,20113000.0,9931000.0
Rent Expense Supplemental,2620000.0,1989000.0
Total Operating Income As Reported,-20052000.0,-9931000.0
Diluted Average Shares,294062333.0,283562333.0
Basic Average Shares,294062333.0,283562333.0
Diluted EPS,-0.11992,-0.032254
Basic EPS,-0.11992,-0.032254
Diluted NI Availto Com Stockholders,-35264000.0,-9146000.0
Net Income Common Stockholders,-35264000.0,-9146000.0
Net Income,-35264000.0,-9146000.0
Minority Interests,-3434000.0,0.0
Net Income Including Noncontrolling Interests,-31830000.0,-9146000.0
Net Income Continuous Operations,-31830000.0,-9146000.0
Pretax Income,-31830000.0,-9146000.0
Other Income Expense,-11876000.0,-16000.0
Other Non Operating Income Expenses,-11876000.0,-16000.0
Net Non Operating Interest Income Expense,98000.0,801000.0
Interest Expense Non Operating,2717000.0,1227000.0
Interest Income Non Operating,2815000.0,2028000.0
Operating Income,-20052000.0,-9931000.0
Operating Expense,19631000.0,9679000.0
Other Operating Expenses,-72000.0,-36000.0
Depreciation Amortization Depletion Income Statement,93000.0,47000.0
Depreciation And Amortization In Income Statement,93000.0,47000.0
Selling General And Administration,19610000.0,9668000.0
General And Administrative Expense,19610000.0,9668000.0
Other Gand A,16990000.0,7679000.0
Rent And Landing Fees,2620000.0,1989000.0
Gross Profit,-421000.0,-252000.0
Cost Of Revenue,482000.0,252000.0
Total Revenue,61000.0,0.0
Operating Revenue,61000.0,0.0
