,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-116544204.0,-358874010.89894,147821730.0,64850307.197746,106266762.0
Tax Rate For Calcs,0.189,0.16409,0.147,0.146561,0.153
Normalized EBITDA,13704052000.0,11226576000.0,7625748000.0,9047030000.0,10227366000.0
Total Unusual Items,-616636000.0,-2187051000.0,1005590000.0,442481000.0,694554000.0
Total Unusual Items Excluding Goodwill,-616636000.0,-2187051000.0,1005590000.0,442481000.0,694554000.0
Net Income From Continuing Operation Net Minority Interest,10674106000.0,6241956000.0,8615677000.0,8601010000.0,10301157000.0
Reconciled Depreciation,430583000.0,720367000.0,617872000.0,428427000.0,480761000.0
Reconciled Cost Of Revenue,9374209000.0,9854598000.0,10181020000.0,9839182000.0,10349139000.0
EBITDA,13087416000.0,9039525000.0,8631338000.0,9489511000.0,10921920000.0
EBIT,12656833000.0,8319158000.0,8013466000.0,9061084000.0,10441159000.0
Net Interest Income,890267000.0,1002404000.0,936706000.0,953490000.0,1060886000.0
Interest Income,890267000.0,1002404000.0,936706000.0,953490000.0,1060886000.0
Normalized Income,11174197796.0,8070132989.10106,7757908730.0,8223379307.197746,9712869762.0
Net Income From Continuing And Discontinued Operation,10674106000.0,6241956000.0,8615677000.0,8601010000.0,10301157000.0
Total Expenses,17934448000.0,19227815000.0,20345159000.0,18830580000.0,18387386000.0
Total Operating Income As Reported,12656833000.0,8319158000.0,8013466000.0,9061084000.0,10441159000.0
Diluted Average Shares,645465000.0,645581400.0,644699400.0,642936200.0,641272400.0
Basic Average Shares,639624600.0,638361000.0,638246200.0,637726800.0,634779800.0
Diluted EPS,16.55,9.65,13.35,13.35,16.05
Basic EPS,16.7,9.8,13.5,13.5,16.25
Diluted NI Availto Com Stockholders,10674106000.0,6241956000.0,8615677000.0,8601010000.0,10301157000.0
Net Income Common Stockholders,10674106000.0,6241956000.0,8615677000.0,8601010000.0,10301157000.0
Net Income,10674106000.0,6241956000.0,8615677000.0,8601010000.0,10301157000.0
Minority Interests,-171498000.0,-127988000.0,-176927000.0,-487455000.0,-245614000.0
Net Income Including Noncontrolling Interests,10845604000.0,6369944000.0,8792604000.0,9088465000.0,10546771000.0
Net Income Continuous Operations,10845604000.0,6369944000.0,8792604000.0,9088465000.0,10546771000.0
Tax Provision,2523838000.0,1250430000.0,1316356000.0,1560757000.0,1905143000.0
Pretax Income,13369442000.0,7620374000.0,10108960000.0,10649222000.0,12451914000.0
Other Income Expense,-177658000.0,-1701188000.0,1158788000.0,634648000.0,949869000.0
Other Non Operating Income Expenses,438978000.0,485863000.0,153198000.0,192167000.0,255315000.0
Gain On Sale Of Security,-616636000.0,-2187051000.0,1005590000.0,442481000.0,694554000.0
Net Non Operating Interest Income Expense,890267000.0,1002404000.0,936706000.0,953490000.0,1060886000.0
Interest Income Non Operating,890267000.0,1002404000.0,936706000.0,953490000.0,1060886000.0
Operating Income,12656833000.0,8319158000.0,8013466000.0,9061084000.0,10441159000.0
Operating Expense,8560239000.0,9373217000.0,10164139000.0,8991398000.0,8038247000.0
Research And Development,4482157000.0,4434260000.0,4541891000.0,4356646000.0,4386313000.0
Selling General And Administration,4078082000.0,4938957000.0,5622248000.0,4634752000.0,3651934000.0
Selling And Marketing Expense,3441485000.0,3888256000.0,4457675000.0,3578174000.0,2695597000.0
General And Administrative Expense,636597000.0,1050701000.0,1164573000.0,1056578000.0,956337000.0
Other Gand A,636597000.0,1050701000.0,1164573000.0,1056578000.0,956337000.0
Gross Profit,21217072000.0,17692375000.0,18177605000.0,18052482000.0,18479406000.0
Cost Of Revenue,9374209000.0,9854598000.0,10181020000.0,9839182000.0,10349139000.0
Total Revenue,30591281000.0,27546973000.0,28358625000.0,27891664000.0,28828545000.0
Operating Revenue,30591281000.0,27546973000.0,28358625000.0,27891664000.0,28828545000.0
