,2026-03-31
Tax Effect Of Unusual Items,0.0
Tax Rate For Calcs,0.4
Normalized EBITDA,-658460.0
Net Income From Continuing Operation Net Minority Interest,1242255.0
EBITDA,-658460.0
EBIT,-658460.0
Net Interest Income,1900715.0
Interest Income,1900715.0
Normalized Income,1242255.0
Net Income From Continuing And Discontinued Operation,1242255.0
Total Expenses,658460.0
Total Operating Income As Reported,-658460.0
Diluted Average Shares,30181750.0
Basic Average Shares,29942500.0
Diluted EPS,0.04
Basic EPS,0.04
Diluted NI Availto Com Stockholders,1242255.0
Net Income Common Stockholders,1242255.0
Net Income,1242255.0
Net Income Including Noncontrolling Interests,1242255.0
Net Income Continuous Operations,1242255.0
Pretax Income,1242255.0
Net Non Operating Interest Income Expense,1900715.0
Interest Income Non Operating,1900715.0
Operating Income,-658460.0
Operating Expense,658460.0
Selling General And Administration,658460.0
General And Administrative Expense,658460.0
Other Gand A,658460.0
Total Revenue,0.0
Operating Revenue,0.0
