,2026-03-31,2025-12-31,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-2000000.0,-300000.0,-1800000.0,-588235.294118,315789.473684
Tax Rate For Calcs,0.4,0.3,0.3,0.147059,0.017544
Normalized EBITDA,273000000.0,,,,
Total Unusual Items,-5000000.0,-1000000.0,-6000000.0,-4000000.0,18000000.0
Total Unusual Items Excluding Goodwill,-5000000.0,-1000000.0,-6000000.0,-4000000.0,18000000.0
Net Income From Continuing Operation Net Minority Interest,-38000000.0,-158000000.0,-126000000.0,-54000000.0,-62000000.0
Reconciled Depreciation,165000000.0,165000000.0,162000000.0,157000000.0,188000000.0
Reconciled Cost Of Revenue,1542000000.0,1509000000.0,1534000000.0,1417000000.0,1396000000.0
EBITDA,268000000.0,219000000.0,305000000.0,210000000.0,229000000.0
EBIT,103000000.0,54000000.0,143000000.0,53000000.0,41000000.0
Net Interest Income,-100000000.0,-107000000.0,-84000000.0,-78000000.0,-83000000.0
Interest Expense,108000000.0,104000000.0,100000000.0,87000000.0,98000000.0
Interest Income,11000000.0,8000000.0,17000000.0,12000000.0,17000000.0
Normalized Income,-35000000.0,-157300000.0,-121800000.0,-50588235.294118,-79684210.526316
Net Income From Continuing And Discontinued Operation,-38000000.0,,,,
Total Expenses,1868000000.0,1814000000.0,1829000000.0,1770000000.0,1745000000.0
Total Operating Income As Reported,95000000.0,61000000.0,138000000.0,41000000.0,35000000.0
Diluted Average Shares,1900000000.0,1975000000.0,1968000000.0,1800000000.0,2066666667.0
Basic Average Shares,1900000000.0,1975000000.0,1968000000.0,1800000000.0,2066666667.0
Diluted EPS,-0.02,-0.08,-0.07,-0.03,-0.03
Basic EPS,-0.02,-0.08,-0.07,-0.03,-0.03
Diluted NI Availto Com Stockholders,-38000000.0,-158000000.0,-126000000.0,-54000000.0,-62000000.0
Net Income Common Stockholders,-38000000.0,-158000000.0,-126000000.0,-54000000.0,-62000000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0
Net Income,-38000000.0,-158000000.0,-126000000.0,-54000000.0,-62000000.0
Minority Interests,-26000000.0,-23000000.0,-26000000.0,-25000000.0,-6000000.0
Net Income Including Noncontrolling Interests,-12000000.0,-135000000.0,-100000000.0,-29000000.0,-56000000.0
Net Income Discontinuous Operations,0.0,0.0,0.0,0.0,0.0
Net Income Continuous Operations,-12000000.0,-135000000.0,-100000000.0,-29000000.0,-56000000.0
Tax Provision,7000000.0,85000000.0,143000000.0,-5000000.0,-1000000.0
Pretax Income,-5000000.0,-50000000.0,43000000.0,-34000000.0,-57000000.0
Net Non Operating Interest Income Expense,-100000000.0,-107000000.0,-84000000.0,-78000000.0,-83000000.0
Total Other Finance Cost,3000000.0,11000000.0,1000000.0,3000000.0,2000000.0
Interest Expense Non Operating,108000000.0,104000000.0,100000000.0,87000000.0,98000000.0
Interest Income Non Operating,11000000.0,8000000.0,17000000.0,12000000.0,17000000.0
Operating Income,95000000.0,61000000.0,138000000.0,41000000.0,35000000.0
Operating Expense,326000000.0,305000000.0,295000000.0,353000000.0,349000000.0
Other Operating Expenses,11000000.0,48000000.0,26000000.0,13000000.0,52000000.0
Selling General And Administration,326000000.0,290000000.0,283000000.0,348000000.0,311000000.0
Selling And Marketing Expense,161000000.0,149000000.0,150000000.0,140000000.0,147000000.0
General And Administrative Expense,165000000.0,141000000.0,133000000.0,208000000.0,164000000.0
Gross Profit,421000000.0,366000000.0,433000000.0,394000000.0,384000000.0
Cost Of Revenue,1542000000.0,1509000000.0,1534000000.0,1417000000.0,1396000000.0
Total Revenue,1963000000.0,1875000000.0,1967000000.0,1811000000.0,1780000000.0
Operating Revenue,1963000000.0,1875000000.0,1967000000.0,1811000000.0,1780000000.0
