,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-47382.92011,-147600.0,-980000.0,-284606.613455,-155631.399317,,
Tax Rate For Calcs,0.157943,0.246,0.28,0.218928,0.172924,,
Normalized EBITDA,153800000.0,135800000.0,133200000.0,130800000.0,131700000.0,,
Total Unusual Items,-300000.0,-600000.0,-3500000.0,-1300000.0,-900000.0,,
Total Unusual Items Excluding Goodwill,-300000.0,-600000.0,-3500000.0,-1300000.0,-900000.0,,
Net Income From Continuing Operation Net Minority Interest,91700000.0,67400000.0,60000000.0,68500000.0,72700000.0,,
Reconciled Depreciation,33400000.0,32900000.0,32900000.0,29600000.0,30100000.0,,
Reconciled Cost Of Revenue,276000000.0,245300000.0,242500000.0,229100000.0,232400000.0,,
EBITDA,153500000.0,135200000.0,129700000.0,129500000.0,130800000.0,,
EBIT,120100000.0,102300000.0,96800000.0,99900000.0,100700000.0,,
Net Interest Income,-11200000.0,-13000000.0,-13400000.0,-12200000.0,-12800000.0,,
Interest Expense,11200000.0,13000000.0,13400000.0,12200000.0,12800000.0,,
Normalized Income,91952617.07989,67852400.0,62520000.0,69515393.386545,73444368.600683,,
Net Income From Continuing And Discontinued Operation,91700000.0,67400000.0,60000000.0,68500000.0,72700000.0,,
Total Expenses,397400000.0,356100000.0,352800000.0,332600000.0,333700000.0,,
Total Operating Income As Reported,119100000.0,103000000.0,97800000.0,101100000.0,100700000.0,,
Diluted Average Shares,31710228.0,31644592.0,31615328.0,,31546961.0,31222623.0,
Basic Average Shares,31534801.0,31522574.0,31493205.0,31374859.0,31325492.0,,
Diluted EPS,2.89,2.13,1.9,2.17,2.3,,
Basic EPS,2.91,2.14,1.9,,2.32,1.83,
Diluted NI Availto Com Stockholders,91700000.0,67400000.0,60000000.0,68500000.0,72700000.0,,
Net Income Common Stockholders,91700000.0,67400000.0,60000000.0,68500000.0,72700000.0,,
Preferred Stock Dividends,,,,,0.0,1000000.0,5700000.0
Net Income,91700000.0,67400000.0,60000000.0,68500000.0,72700000.0,,
Net Income Including Noncontrolling Interests,91700000.0,67400000.0,60000000.0,68500000.0,72700000.0,,
Net Income Continuous Operations,91700000.0,67400000.0,60000000.0,68500000.0,72700000.0,,
Tax Provision,17200000.0,21900000.0,23400000.0,19200000.0,15200000.0,,
Pretax Income,108900000.0,89300000.0,83400000.0,87700000.0,87900000.0,,
Other Income Expense,-500000.0,-3200000.0,-5700000.0,-3500000.0,-3300000.0,,
Other Non Operating Income Expenses,-200000.0,-2600000.0,-2200000.0,-2200000.0,-2400000.0,,
Special Income Charges,-300000.0,-600000.0,-3500000.0,-1300000.0,-900000.0,,
Restructuring And Mergern Acquisition,300000.0,600000.0,3500000.0,1300000.0,900000.0,,
Net Non Operating Interest Income Expense,-11200000.0,-13000000.0,-13400000.0,-12200000.0,-12800000.0,,
Interest Expense Non Operating,11200000.0,13000000.0,13400000.0,12200000.0,12800000.0,,
Operating Income,120600000.0,105500000.0,102500000.0,103400000.0,104000000.0,,
Operating Expense,109400000.0,98900000.0,98100000.0,91800000.0,89400000.0,,
Other Operating Expenses,,,,,,1300000.0,
Depreciation Amortization Depletion Income Statement,21400000.0,21000000.0,20700000.0,17900000.0,18200000.0,,
Depreciation And Amortization In Income Statement,21400000.0,21000000.0,20700000.0,17900000.0,18200000.0,,
Amortization,21400000.0,21000000.0,20700000.0,17900000.0,18200000.0,,
Amortization Of Intangibles Income Statement,21400000.0,21000000.0,20700000.0,17900000.0,18200000.0,,
Selling General And Administration,86900000.0,77900000.0,77400000.0,73900000.0,72100000.0,,
Gross Profit,230000000.0,204400000.0,200600000.0,195200000.0,193400000.0,,
Cost Of Revenue,288000000.0,257200000.0,254700000.0,240800000.0,244300000.0,,
Total Revenue,518000000.0,461600000.0,455300000.0,436000000.0,437700000.0,,
Operating Revenue,518000000.0,461600000.0,455300000.0,436000000.0,437700000.0,,
