,2026-02-28,2025-11-30,2025-05-31,2025-02-28,2024-11-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.0,0.21,0.21,0.21
Normalized EBITDA,159253.0,2043655.0,-247598.0,658379.0,-101268.0
Total Unusual Items,,-1012.0,,,
Total Unusual Items Excluding Goodwill,,-1012.0,,,
Net Income From Continuing Operation Net Minority Interest,139805.0,-3765.0,520542.0,658379.0,751701.0
EBITDA,159253.0,2042643.0,-247598.0,658379.0,-101268.0
EBIT,159253.0,2042643.0,-247598.0,658379.0,-101268.0
Net Interest Income,193993.0,215125.0,768140.0,767148.0,852969.0
Interest Expense,19449.0,,,0.0,
Interest Income,213442.0,230579.0,768140.0,767148.0,852969.0
Normalized Income,139805.0,-2753.0,520542.0,658379.0,751701.0
Net Income From Continuing And Discontinued Operation,139805.0,-3765.0,520542.0,658379.0,751701.0
Total Expenses,54189.0,217878.0,247598.0,108769.0,101268.0
Total Operating Income As Reported,-54189.0,-217878.0,-247598.0,-108769.0,-101268.0
Diluted NI Availto Com Stockholders,139805.0,-3765.0,520542.0,658379.0,751701.0
Net Income Common Stockholders,139805.0,-3765.0,520542.0,658379.0,751701.0
Net Income,139805.0,-3765.0,520542.0,658379.0,751701.0
Net Income Including Noncontrolling Interests,139804.0,-3765.0,520542.0,658379.0,751701.0
Net Income Continuous Operations,139804.0,-3765.0,520542.0,658379.0,751701.0
Pretax Income,139804.0,-3765.0,520542.0,658379.0,751701.0
Other Income Expense,,-1012.0,,,
Gain On Sale Of Security,,-1012.0,,,
Net Non Operating Interest Income Expense,193993.0,215125.0,768140.0,767148.0,852969.0
Interest Expense Non Operating,19449.0,,,0.0,
Interest Income Non Operating,213442.0,230579.0,768140.0,767148.0,852969.0
Operating Income,-54189.0,-217878.0,-247598.0,-108769.0,-101268.0
Operating Expense,54189.0,217878.0,247598.0,108769.0,101268.0
Selling General And Administration,54189.0,217878.0,247598.0,108769.0,101268.0
General And Administrative Expense,54189.0,217878.0,247598.0,108769.0,101268.0
Other Gand A,54189.0,217878.0,247598.0,108769.0,101268.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
