,2026-03-31,2025-03-31
Tax Effect Of Unusual Items,97086.0,-36766.17
Tax Rate For Calcs,0.4,0.21
Normalized EBITDA,-509650.0,-118914.0
Total Unusual Items,242715.0,-175077.0
Total Unusual Items Excluding Goodwill,242715.0,-175077.0
Net Income From Continuing Operation Net Minority Interest,-19761.0,-463778.0
EBITDA,-266935.0,-293991.0
EBIT,-266935.0,-293991.0
Net Interest Income,5139.0,6111.0
Interest Income,5139.0,6111.0
Normalized Income,-165390.0,-325467.17
Net Income From Continuing And Discontinued Operation,-19761.0,-463778.0
Total Expenses,266935.0,293991.0
Total Operating Income As Reported,-266935.0,-293991.0
Diluted Average Shares,4306361.0,4310411.0
Basic Average Shares,4306361.0,4310411.0
Diluted EPS,0.0,-0.11
Basic EPS,0.0,-0.11
Diluted NI Availto Com Stockholders,-19761.0,-463778.0
Net Income Common Stockholders,-19761.0,-463778.0
Net Income,-19761.0,-463778.0
Net Income Including Noncontrolling Interests,-19761.0,-463778.0
Net Income Continuous Operations,-19761.0,-463778.0
Tax Provision,680.0,821.0
Pretax Income,-19081.0,-462957.0
Other Income Expense,242715.0,-175077.0
Gain On Sale Of Security,242715.0,-175077.0
Net Non Operating Interest Income Expense,5139.0,6111.0
Interest Income Non Operating,5139.0,6111.0
Operating Income,-266935.0,-293991.0
Operating Expense,266935.0,293991.0
Selling General And Administration,266935.0,293991.0
General And Administrative Expense,266935.0,293991.0
Other Gand A,266935.0,293991.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
