,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.4,0.21,0.21,0.21,0.0,
Normalized EBITDA,-435530.0,-143428.0,-144962.0,-206936.0,-42127.0,
Total Unusual Items,,,2434162.0,2280342.0,,
Total Unusual Items Excluding Goodwill,,,2434162.0,2280342.0,,
Net Income From Continuing Operation Net Minority Interest,1602289.0,2149277.0,2289200.0,2073406.0,-42127.0,
EBITDA,-435530.0,-143428.0,-144962.0,-206936.0,-42127.0,
EBIT,-435530.0,-143428.0,-144962.0,-206936.0,-42127.0,
Net Interest Income,2037819.0,2292705.0,2434162.0,2280342.0,0.0,
Interest Income,2037819.0,2292705.0,2434162.0,2280342.0,0.0,
Normalized Income,1602289.0,2149277.0,2289200.0,2073406.0,-42127.0,
Net Income From Continuing And Discontinued Operation,1602289.0,2149277.0,2289200.0,2073406.0,-42127.0,
Total Expenses,435530.0,143428.0,144962.0,206936.0,42127.0,
Total Operating Income As Reported,-435530.0,-143428.0,-144962.0,-206936.0,-42127.0,
Diluted NI Availto Com Stockholders,1602289.0,2149277.0,2289200.0,2073406.0,-42127.0,
Net Income Common Stockholders,1602289.0,2149277.0,2289200.0,2073406.0,-42127.0,
Net Income,1602289.0,2149277.0,2289200.0,2073406.0,-42127.0,
Net Income Including Noncontrolling Interests,1602289.0,2149277.0,2289200.0,2073406.0,-42127.0,
Net Income Continuous Operations,1602289.0,2149277.0,2289200.0,2073406.0,-42127.0,
Pretax Income,1602289.0,2149277.0,2289200.0,2073406.0,-42127.0,
Other Income Expense,,,2434162.0,2280342.0,,
Gain On Sale Of Security,,,2434162.0,2280342.0,,
Net Non Operating Interest Income Expense,2037819.0,2292705.0,2434162.0,2280342.0,0.0,
Interest Income Non Operating,2037819.0,2292705.0,2434162.0,2280342.0,0.0,
Operating Income,-435530.0,-143428.0,-144962.0,-206936.0,-42127.0,
Operating Expense,435530.0,143428.0,144962.0,206936.0,42127.0,
Other Operating Expenses,,,,206936.0,,
Selling General And Administration,435530.0,143428.0,144962.0,,42127.0,15600.0
General And Administrative Expense,435530.0,143428.0,144962.0,,42127.0,15600.0
Other Gand A,435530.0,143428.0,144962.0,,42127.0,15600.0
Total Revenue,0.0,0.0,0.0,0.0,0.0,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,
