,2026-03-31,2025-12-31,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,99840000.0,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.015765,0.3,0.3
Normalized EBITDA,381050000.0,286580000.0,300440000.0,244570000.0
Total Unusual Items,249600000.0,0.0,0.0,0.0
Total Unusual Items Excluding Goodwill,249600000.0,0.0,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,433640000.0,79910000.0,130160000.0,114170000.0
Reconciled Depreciation,195210000.0,190800000.0,164970000.0,128420000.0
Reconciled Cost Of Revenue,1222670000.0,1225840000.0,892130000.0,989410000.0
EBITDA,630650000.0,286580000.0,300440000.0,244570000.0
EBIT,435440000.0,95780000.0,135470000.0,116150000.0
Net Interest Income,-10690000.0,-14590000.0,-15970000.0,-16710000.0
Interest Expense,10690000.0,14590000.0,15970000.0,16710000.0
Normalized Income,283880000.0,79910000.0,130160000.0,114170000.0
Net Income From Continuing And Discontinued Operation,433640000.0,79910000.0,98420000.0,102600000.0
Total Expenses,1794680000.0,1781400000.0,1410440000.0,1488800000.0
Diluted Average Shares,80303704.0,76836538.0,79311773.0,79311773.0
Basic Average Shares,79276051.0,76104762.0,79311773.0,79311773.0
Diluted EPS,5.4,1.04,1.240925,1.293629
Basic EPS,5.47,1.05,1.240925,1.293629
Diluted NI Availto Com Stockholders,433640000.0,79910000.0,98420000.0,102600000.0
Net Income Common Stockholders,433640000.0,79910000.0,98420000.0,102600000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,433640000.0,79910000.0,98420000.0,102600000.0
Net Income Including Noncontrolling Interests,433640000.0,79910000.0,98420000.0,102600000.0
Net Income Discontinuous Operations,0.0,0.0,-31740000.0,-11570000.0
Net Income Continuous Operations,433640000.0,79910000.0,130160000.0,114170000.0
Tax Provision,-8890000.0,1280000.0,-10660000.0,-14730000.0
Pretax Income,424750000.0,81190000.0,119500000.0,99440000.0
Other Non Operating Income Expenses,67060000.0,36830000.0,25090000.0,14950000.0
Special Income Charges,249600000.0,0.0,0.0,0.0
Net Non Operating Interest Income Expense,-10690000.0,-14590000.0,-15970000.0,-16710000.0
Interest Expense Non Operating,10690000.0,14590000.0,15970000.0,16710000.0
Operating Income,118780000.0,58950000.0,110380000.0,101200000.0
Operating Expense,572010000.0,555560000.0,518310000.0,499390000.0
Other Operating Expenses,118630000.0,160950000.0,85230000.0,119390000.0
Depreciation And Amortization In Income Statement,195210000.0,190800000.0,164970000.0,128420000.0
Depreciation Income Statement,195210000.0,190800000.0,164970000.0,128420000.0
Selling General And Administration,258170000.0,203810000.0,268110000.0,251580000.0
General And Administrative Expense,258170000.0,203810000.0,268110000.0,251580000.0
Gross Profit,690790000.0,614510000.0,628690000.0,600590000.0
Cost Of Revenue,1222670000.0,1225840000.0,892130000.0,989410000.0
Total Revenue,1913460000.0,1840350000.0,1520820000.0,1590000000.0
Operating Revenue,1913460000.0,1840350000.0,1520820000.0,1590000000.0
