,2026-03-31,2025-12-31,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.003546,0.044889
Normalized EBITDA,8546940.0,9338252.0,-2960955.0,-596738.0
Net Income From Continuing Operation Net Minority Interest,7943764.0,8709542.0,-2950455.0,-569951.0
EBITDA,8546940.0,9338252.0,-2960955.0,-596738.0
EBIT,8546940.0,9338252.0,-2960955.0,-596738.0
Net Interest Income,-603176.0,-628710.0,0.0,0.0
Interest Expense,603176.0,628710.0,0.0,0.0
Normalized Income,7943764.0,8709542.0,-2950455.0,-569951.0
Net Income From Continuing And Discontinued Operation,7943764.0,8709542.0,-2950455.0,-569951.0
Total Expenses,2002615.0,1198135.0,2981546.0,600885.0
Total Operating Income As Reported,8934582.0,9201414.0,-2981259.0,-600885.0
Diluted Average Shares,37595522.0,3495315.0,3459636.0,228068.0
Basic Average Shares,37595522.0,3195582.0,3459636.0,228068.0
Diluted EPS,0.21,2.5,-0.85,-2.5
Basic EPS,0.21,2.7,-0.85,-2.5
Diluted NI Availto Com Stockholders,7943764.0,8709542.0,-2950455.0,-569951.0
Net Income Common Stockholders,7943764.0,8709542.0,-2950455.0,-569951.0
Net Income,7943764.0,8709542.0,-2950455.0,-569951.0
Net Income Including Noncontrolling Interests,7943764.0,8709542.0,-2950455.0,-569951.0
Net Income Continuous Operations,7943764.0,8709542.0,-2950455.0,-569951.0
Tax Provision,0.0,0.0,-10500.0,-26787.0
Pretax Income,7943764.0,8709542.0,-2960955.0,-596738.0
Other Income Expense,10549555.0,10536387.0,20304.0,4147.0
Other Non Operating Income Expenses,10549555.0,10536387.0,20304.0,4147.0
Net Non Operating Interest Income Expense,-603176.0,-628710.0,0.0,0.0
Interest Expense Non Operating,603176.0,628710.0,0.0,0.0
Operating Income,-2002615.0,-1198135.0,-2981259.0,-600885.0
Operating Expense,2002615.0,1198135.0,2981546.0,600885.0
Provision For Doubtful Accounts,0.0,0.0,2909.0,8498.0
Selling General And Administration,2002615.0,1198135.0,2978637.0,592387.0
Selling And Marketing Expense,99796.0,173477.0,0.0,0.0
General And Administrative Expense,1902819.0,1024658.0,2978637.0,592387.0
Other Gand A,1902819.0,1024658.0,2978637.0,592387.0
Total Revenue,0.0,0.0,287.0,0.0
Operating Revenue,0.0,0.0,287.0,0.0
