,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,50800.0,118237.311623,-79500.0,-123876.0,-40110.0
Tax Rate For Calcs,0.4,0.289797,0.3,0.279,0.21
Normalized EBITDA,5714000.0,22807000.0,19106000.0,15694000.0,12780000.0
Total Unusual Items,127000.0,408000.0,-265000.0,-444000.0,-191000.0
Total Unusual Items Excluding Goodwill,127000.0,408000.0,-265000.0,-444000.0,-191000.0
Net Income From Continuing Operation Net Minority Interest,4380000.0,12300000.0,8788000.0,7762000.0,10214000.0
Reconciled Depreciation,4417000.0,5075000.0,5063000.0,3923000.0,4072000.0
Reconciled Cost Of Revenue,105046000.0,136050000.0,137235000.0,100249000.0,94180000.0
EBITDA,5841000.0,23215000.0,18841000.0,15250000.0,12589000.0
EBIT,1424000.0,18140000.0,13778000.0,11327000.0,8517000.0
Net Interest Income,-686000.0,-798000.0,-1135000.0,-229000.0,-156000.0
Interest Expense,701000.0,821000.0,1223000.0,563000.0,526000.0
Interest Income,15000.0,23000.0,88000.0,334000.0,370000.0
Normalized Income,4303800.0,12010237.311623,8973500.0,8082124.0,10364890.0
Net Income From Continuing And Discontinued Operation,4380000.0,12300000.0,8788000.0,7762000.0,10214000.0
Total Expenses,137577000.0,169163000.0,170628000.0,130804000.0,124770000.0
Total Operating Income As Reported,1133000.0,17556000.0,13345000.0,10642000.0,7911000.0
Diluted Average Shares,12067589.0,12078214.0,12107480.0,12114221.0,12051678.0
Basic Average Shares,11759399.0,11626814.0,11626578.0,11624639.0,11419455.0
Diluted EPS,0.36,1.02,0.73,0.64,0.85
Basic EPS,0.37,1.06,0.76,0.67,0.89
Diluted NI Availto Com Stockholders,4380000.0,12300000.0,8788000.0,7762000.0,10214000.0
Net Income Common Stockholders,4380000.0,12300000.0,8788000.0,7762000.0,10214000.0
Net Income,4380000.0,12300000.0,8788000.0,7762000.0,10214000.0
Net Income Including Noncontrolling Interests,4380000.0,12300000.0,8788000.0,7762000.0,10214000.0
Net Income Continuous Operations,4380000.0,12300000.0,8788000.0,7762000.0,10214000.0
Tax Provision,-3657000.0,5019000.0,3767000.0,3002000.0,-2223000.0
Pretax Income,723000.0,17319000.0,12555000.0,10764000.0,7991000.0
Other Income Expense,127000.0,408000.0,-265000.0,-444000.0,-191000.0
Special Income Charges,89000.0,424000.0,-243000.0,-388000.0,-94000.0
Gain On Sale Of Ppe,238000.0,577000.0,367000.0,407000.0,333000.0
Restructuring And Mergern Acquisition,149000.0,153000.0,610000.0,795000.0,427000.0
Gain On Sale Of Security,38000.0,-16000.0,-22000.0,-56000.0,-97000.0
Net Non Operating Interest Income Expense,-686000.0,-798000.0,-1135000.0,-229000.0,-156000.0
Interest Expense Non Operating,701000.0,821000.0,1223000.0,563000.0,526000.0
Interest Income Non Operating,15000.0,23000.0,88000.0,334000.0,370000.0
Operating Income,1282000.0,17709000.0,13955000.0,11437000.0,8338000.0
Operating Expense,29888000.0,30375000.0,30730000.0,28389000.0,28381000.0
Depreciation Amortization Depletion Income Statement,1774000.0,2337000.0,2400000.0,1757000.0,1863000.0
Depreciation And Amortization In Income Statement,1774000.0,2337000.0,2400000.0,1757000.0,1863000.0
Amortization,1774000.0,2337000.0,2400000.0,1757000.0,1863000.0
Amortization Of Intangibles Income Statement,1774000.0,2337000.0,2400000.0,1757000.0,1863000.0
Selling General And Administration,28114000.0,28038000.0,28330000.0,26632000.0,26518000.0
Gross Profit,31170000.0,48084000.0,44685000.0,39826000.0,36719000.0
Cost Of Revenue,107689000.0,138788000.0,139898000.0,102415000.0,96389000.0
Total Revenue,138859000.0,186872000.0,184583000.0,142241000.0,133108000.0
Operating Revenue,138859000.0,186872000.0,184583000.0,142241000.0,133108000.0
