,2026-04-30,2026-01-31,2025-10-31,2025-07-31,2025-04-30,2025-01-31,2024-10-31
Tax Effect Of Unusual Items,0.0,8832.381941,0.0,0.0,0.0,,
Tax Rate For Calcs,0.022933,0.038402,0.0,0.0,0.0,,
Normalized EBITDA,13130000.0,12502000.0,-2176000.0,-2243000.0,5381000.0,,
Total Unusual Items,0.0,230000.0,0.0,10697000.0,-64000.0,,
Total Unusual Items Excluding Goodwill,0.0,230000.0,0.0,10697000.0,-64000.0,,
Net Income From Continuing Operation Net Minority Interest,7754000.0,7412000.0,-6894000.0,3818000.0,871000.0,,
Reconciled Depreciation,5108000.0,4937000.0,4627000.0,4548000.0,4370000.0,,
Reconciled Cost Of Revenue,138630000.0,138463000.0,120462000.0,114477000.0,121918000.0,,
EBITDA,13130000.0,12732000.0,-2176000.0,8454000.0,5317000.0,,
EBIT,8022000.0,7795000.0,-6803000.0,3906000.0,947000.0,,
Net Interest Income,561000.0,518000.0,450000.0,301000.0,382000.0,,
Interest Expense,86000.0,87000.0,91000.0,88000.0,76000.0,,
Interest Income,647000.0,605000.0,541000.0,389000.0,458000.0,,
Normalized Income,7754000.0,7190832.381941,-6894000.0,-6879000.0,935000.0,,
Net Income From Continuing And Discontinued Operation,7754000.0,7412000.0,-6894000.0,3818000.0,871000.0,,
Total Expenses,223483000.0,223433000.0,204435000.0,197930000.0,201175000.0,,
Total Operating Income As Reported,7375000.0,7190000.0,-7344000.0,3517000.0,489000.0,,
Diluted Average Shares,8484000.0,8411000.0,8050000.0,8314000.0,8170000.0,,
Basic Average Shares,8126000.0,8113000.0,8050000.0,8033000.0,8034000.0,,
Diluted EPS,0.91,0.88,-0.86,0.46,0.11,,
Basic EPS,0.95,0.91,-0.86,0.48,0.11,,
Diluted NI Availto Com Stockholders,7754000.0,7412000.0,-6894000.0,3818000.0,871000.0,,
Net Income Common Stockholders,7754000.0,7412000.0,-6894000.0,3818000.0,871000.0,,
Net Income,7754000.0,7412000.0,-6894000.0,3818000.0,871000.0,,
Net Income Including Noncontrolling Interests,7754000.0,7412000.0,-6894000.0,3818000.0,871000.0,,
Net Income Continuous Operations,7754000.0,7412000.0,-6894000.0,3818000.0,871000.0,,
Tax Provision,182000.0,296000.0,0.0,0.0,0.0,,
Pretax Income,7936000.0,7708000.0,-6894000.0,3818000.0,871000.0,,
Other Income Expense,,230000.0,,10697000.0,-64000.0,-701000.0,-574000.0
Special Income Charges,0.0,230000.0,0.0,10697000.0,-64000.0,,
Gain On Sale Of Ppe,,0.0,,10960000.0,,,
Write Off,0.0,,0.0,,64000.0,,574000.0
Impairment Of Capital Assets,,,,263000.0,,,
Net Non Operating Interest Income Expense,561000.0,518000.0,450000.0,301000.0,382000.0,,
Interest Expense Non Operating,86000.0,87000.0,91000.0,88000.0,76000.0,,
Interest Income Non Operating,647000.0,605000.0,541000.0,389000.0,458000.0,,
Operating Income,7375000.0,6960000.0,-7344000.0,-7180000.0,553000.0,,
Operating Expense,84853000.0,84970000.0,83973000.0,83453000.0,79257000.0,,
Depreciation Amortization Depletion Income Statement,5108000.0,4937000.0,4627000.0,4548000.0,4370000.0,,
Depreciation And Amortization In Income Statement,5108000.0,4937000.0,4627000.0,4548000.0,4370000.0,,
Depreciation Income Statement,5108000.0,4937000.0,4627000.0,4548000.0,4370000.0,,
Selling General And Administration,79745000.0,80033000.0,79346000.0,78905000.0,74887000.0,,
Gross Profit,92228000.0,91930000.0,76629000.0,76273000.0,79810000.0,,
Cost Of Revenue,138630000.0,138463000.0,120462000.0,114477000.0,121918000.0,,
Total Revenue,230858000.0,230393000.0,197091000.0,190750000.0,201728000.0,,
Operating Revenue,230858000.0,230393000.0,197091000.0,190750000.0,201728000.0,,
