,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,-1110978.0,-1751080.607303,-1090950.0,-1506540.0,-878100.0
Tax Rate For Calcs,0.186,0.269979,0.21,0.21,0.15
Normalized EBITDA,58921000.0,131575000.0,48334000.0,39671000.0,44992000.0
Total Unusual Items,-5973000.0,-6486000.0,-5195000.0,-7174000.0,-5854000.0
Total Unusual Items Excluding Goodwill,-5973000.0,-6486000.0,-5195000.0,-7174000.0,-5854000.0
Net Income From Continuing Operation Net Minority Interest,22773000.0,73711000.0,8828000.0,16722000.0,11814000.0
Reconciled Depreciation,16423000.0,14678000.0,14654000.0,14658000.0,14591000.0
EBITDA,52948000.0,125089000.0,43139000.0,32497000.0,39138000.0
EBIT,36525000.0,110411000.0,28485000.0,17839000.0,24547000.0
Net Interest Income,-8546000.0,-9440000.0,-10054000.0,-10216000.0,-10649000.0
Interest Expense,8546000.0,9440000.0,10054000.0,10216000.0,10649000.0
Normalized Income,27635022.0,78445919.392697,12932050.0,22389460.0,16789900.0
Net Income From Continuing And Discontinued Operation,22773000.0,73711000.0,8828000.0,16722000.0,11814000.0
Total Expenses,63967000.0,67402000.0,55135000.0,62156000.0,58981000.0
Total Operating Income As Reported,34832000.0,108754000.0,27009000.0,16405000.0,22835000.0
Diluted Average Shares,114203000.0,112954000.0,112823000.0,112179000.0,113021000.0
Basic Average Shares,109503000.0,109173000.0,109421000.0,108832000.0,107948000.0
Diluted EPS,0.2,0.65,0.08,0.15,0.1
Basic EPS,0.21,0.68,0.08,0.15,0.11
Diluted NI Availto Com Stockholders,22773000.0,73711000.0,8828000.0,16722000.0,11814000.0
Net Income Common Stockholders,22773000.0,73711000.0,8828000.0,16722000.0,11814000.0
Net Income,22773000.0,73711000.0,8828000.0,16722000.0,11814000.0
Net Income Including Noncontrolling Interests,22773000.0,73711000.0,8828000.0,16722000.0,11814000.0
Net Income Continuous Operations,22773000.0,73711000.0,8828000.0,16722000.0,11814000.0
Tax Provision,5206000.0,27260000.0,9603000.0,-9099000.0,2084000.0
Pretax Income,27979000.0,100971000.0,18431000.0,7623000.0,13898000.0
Other Income Expense,-4280000.0,-4829000.0,-3719000.0,-5740000.0,-4142000.0
Other Non Operating Income Expenses,1693000.0,1657000.0,1476000.0,1434000.0,1712000.0
Special Income Charges,-5973000.0,-6486000.0,-5195000.0,-7174000.0,-5854000.0
Other Special Charges,5973000.0,6486000.0,5195000.0,7174000.0,5854000.0
Net Non Operating Interest Income Expense,-8546000.0,-9440000.0,-10054000.0,-10216000.0,-10649000.0
Interest Expense Non Operating,8546000.0,9440000.0,10054000.0,10216000.0,10649000.0
Operating Income,40805000.0,115240000.0,32204000.0,23579000.0,28689000.0
Operating Expense,63967000.0,67402000.0,55135000.0,62156000.0,58981000.0
Depreciation Amortization Depletion Income Statement,15931000.0,14194000.0,14175000.0,14170000.0,14082000.0
Depreciation And Amortization In Income Statement,15931000.0,14194000.0,14175000.0,14170000.0,14082000.0
Amortization,15931000.0,14194000.0,14175000.0,14170000.0,14082000.0
Amortization Of Intangibles Income Statement,15931000.0,14194000.0,14175000.0,14170000.0,14082000.0
Research And Development,18202000.0,19155000.0,16040000.0,15857000.0,16467000.0
Selling General And Administration,29834000.0,34053000.0,24920000.0,32129000.0,28432000.0
Total Revenue,104772000.0,182642000.0,87339000.0,85735000.0,87670000.0
Operating Revenue,104772000.0,182642000.0,87339000.0,85735000.0,87670000.0
