,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.21,0.21,0.21,0.21
Net Income From Continuing Operation Net Minority Interest,-34817000.0,7367000.0,8019000.0,16797000.0,1866000.0
Net Interest Income,20917000.0,21315000.0,25586000.0,24434000.0,25507000.0
Interest Expense,7801000.0,8658000.0,9348000.0,10043000.0,8899000.0
Interest Income,28718000.0,29973000.0,34934000.0,34477000.0,34406000.0
Normalized Income,-34817000.0,7367000.0,8019000.0,16797000.0,1866000.0
Net Income From Continuing And Discontinued Operation,-34817000.0,7367000.0,8019000.0,16797000.0,1866000.0
Diluted Average Shares,36134037.0,36134037.0,36225742.0,37103061.0,37347428.0
Basic Average Shares,36134037.0,36134037.0,36225742.0,37103061.0,37347428.0
Diluted EPS,-0.96,0.2,0.22,0.45,0.05
Basic EPS,-0.96,0.2,0.22,0.45,0.05
Diluted NI Availto Com Stockholders,-34817000.0,7367000.0,8019000.0,16797000.0,1866000.0
Net Income Common Stockholders,-34817000.0,7367000.0,8019000.0,16797000.0,1866000.0
Net Income,-34817000.0,7367000.0,8019000.0,16797000.0,1866000.0
Net Income Including Noncontrolling Interests,-34817000.0,7367000.0,8019000.0,16797000.0,1866000.0
Net Income Continuous Operations,-34817000.0,7367000.0,8019000.0,16797000.0,1866000.0
Pretax Income,-34817000.0,7367000.0,8019000.0,16797000.0,1866000.0
Gain On Sale Of Security,1252000.0,-380000.0,-1330000.0,-1512000.0,6057000.0
Operating Expense,4811000.0,3019000.0,3625000.0,3689000.0,2962000.0
Other Operating Expenses,2955000.0,1404000.0,1842000.0,1861000.0,1498000.0
Selling General And Administration,1856000.0,1615000.0,1783000.0,1828000.0,1464000.0
General And Administrative Expense,1856000.0,1615000.0,1783000.0,1828000.0,1464000.0
Total Revenue,-30006000.0,10386000.0,11644000.0,20486000.0,4828000.0
Operating Revenue,-30006000.0,10386000.0,11644000.0,20486000.0,4828000.0
