,2026-04-30,2026-01-31,2025-10-31,2025-07-31,2025-04-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.206772,0.219284,0.236184,0.215023,0.214154
Normalized EBITDA,175750000.0,189050000.0,177278000.0,206233000.0,157781000.0
Net Income From Continuing Operation Net Minority Interest,115705000.0,96267000.0,116440000.0,143865000.0,108347000.0
Reconciled Depreciation,36069000.0,34170000.0,32959000.0,31846000.0,29554000.0
Reconciled Cost Of Revenue,938779000.0,1202569000.0,966023000.0,938594000.0,840437000.0
EBITDA,175750000.0,189050000.0,177278000.0,206233000.0,157781000.0
EBIT,139681000.0,154880000.0,144319000.0,174387000.0,128227000.0
Normalized Income,115705000.0,96267000.0,116440000.0,143865000.0,108347000.0
Net Income From Continuing And Discontinued Operation,115705000.0,96267000.0,116440000.0,143865000.0,108347000.0
Total Expenses,1341664000.0,1643069000.0,1385031000.0,1330368000.0,1201274000.0
Total Operating Income As Reported,139681000.0,158701000.0,144319000.0,174387000.0,128227000.0
Diluted Average Shares,88801846.0,91352364.0,91288124.0,91167981.0,93475835.0
Basic Average Shares,87503853.0,89691297.0,89706922.0,89667451.0,91752408.0
Diluted EPS,1.3,1.05,1.28,1.58,1.16
Basic EPS,1.32,1.07,1.3,1.6,1.18
Diluted NI Availto Com Stockholders,115705000.0,96267000.0,116440000.0,143865000.0,108347000.0
Net Income Common Stockholders,115705000.0,96267000.0,116440000.0,143865000.0,108347000.0
Net Income,115705000.0,96267000.0,116440000.0,143865000.0,108347000.0
Net Income Including Noncontrolling Interests,115705000.0,96267000.0,116440000.0,143865000.0,108347000.0
Net Income Continuous Operations,115705000.0,96267000.0,116440000.0,143865000.0,108347000.0
Tax Provision,30161000.0,27039000.0,36005000.0,39408000.0,29526000.0
Pretax Income,145866000.0,123306000.0,152445000.0,183273000.0,137873000.0
Other Income Expense,6185000.0,-72189000.0,8126000.0,8886000.0,9646000.0
Other Non Operating Income Expenses,6185000.0,-72189000.0,8126000.0,8886000.0,9646000.0
Operating Income,139681000.0,158701000.0,144319000.0,174387000.0,128227000.0
Operating Expense,402885000.0,440500000.0,419008000.0,391774000.0,360837000.0
Selling General And Administration,402885000.0,440500000.0,419008000.0,391774000.0,360837000.0
Gross Profit,542566000.0,599201000.0,563327000.0,566161000.0,489064000.0
Cost Of Revenue,938779000.0,1202569000.0,966023000.0,938594000.0,840437000.0
Total Revenue,1481345000.0,1801770000.0,1529350000.0,1504755000.0,1329501000.0
Operating Revenue,1481345000.0,1801770000.0,1529350000.0,1504755000.0,1329501000.0
