,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,4000.0,7425600.0,-1905940.0,-5040.0,1327790.0
Tax Rate For Calcs,0.4,0.21,0.233,0.252,0.251
Normalized EBITDA,22290000.0,-43820000.0,39190000.0,41280000.0,15650000.0
Total Unusual Items,10000.0,35360000.0,-8180000.0,-20000.0,5290000.0
Total Unusual Items Excluding Goodwill,10000.0,35360000.0,-8180000.0,-20000.0,5290000.0
Net Income From Continuing Operation Net Minority Interest,-51760000.0,33870000.0,9300000.0,16720000.0,1940000.0
Reconciled Depreciation,14520000.0,14320000.0,14520000.0,14360000.0,13830000.0
Reconciled Cost Of Revenue,131410000.0,-85470000.0,203350000.0,205040000.0,119630000.0
EBITDA,22300000.0,-8460000.0,31010000.0,41260000.0,20940000.0
EBIT,7780000.0,-22780000.0,16490000.0,26900000.0,7110000.0
Net Interest Income,-5240000.0,-4590000.0,-4370000.0,-4550000.0,-4520000.0
Interest Expense,5240000.0,4590000.0,4370000.0,4550000.0,4520000.0
Normalized Income,-51766000.0,5935600.0,15574060.0,16734960.0,-2022210.0
Net Income From Continuing And Discontinued Operation,800830000.0,81700000.0,9300000.0,16720000.0,12420000.0
Total Expenses,161400000.0,-80410000.0,244490000.0,247610000.0,150600000.0
Total Operating Income As Reported,6890000.0,-24200000.0,16590000.0,27130000.0,7150000.0
Diluted Average Shares,37426123.0,40148066.0,41113322.0,40929861.0,40969299.0
Basic Average Shares,37426123.0,39633498.0,40650933.0,40647361.0,40605288.0
Diluted EPS,21.4,2.03,0.23,0.41,0.3
Basic EPS,21.4,2.06,0.23,0.41,0.31
Diluted NI Availto Com Stockholders,800830000.0,81700000.0,9300000.0,16720000.0,12420000.0
Net Income Common Stockholders,800830000.0,81700000.0,9300000.0,16720000.0,12420000.0
Net Income,800830000.0,81700000.0,9300000.0,16720000.0,12420000.0
Net Income Including Noncontrolling Interests,800830000.0,81700000.0,9300000.0,16720000.0,12420000.0
Net Income Discontinuous Operations,852590000.0,,,,10480000.0
Net Income Continuous Operations,-51760000.0,33870000.0,9300000.0,16720000.0,1940000.0
Tax Provision,54300000.0,-61240000.0,2820000.0,5630000.0,650000.0
Pretax Income,2540000.0,-27370000.0,12120000.0,22350000.0,2590000.0
Other Income Expense,900000.0,36780000.0,-8280000.0,-250000.0,5250000.0
Other Non Operating Income Expenses,890000.0,1420000.0,-100000.0,-230000.0,-40000.0
Special Income Charges,10000.0,35360000.0,-8180000.0,-20000.0,5290000.0
Gain On Sale Of Ppe,10000.0,-440000.0,-150000.0,-20000.0,5290000.0
Other Special Charges,,-35800000.0,8030000.0,,
Net Non Operating Interest Income Expense,-5240000.0,-4590000.0,-4370000.0,-4550000.0,-4520000.0
Interest Expense Non Operating,5240000.0,4590000.0,4370000.0,4550000.0,4520000.0
Operating Income,6880000.0,-59560000.0,24770000.0,27150000.0,1860000.0
Operating Expense,29990000.0,5060000.0,41140000.0,42570000.0,30970000.0
Other Operating Expenses,,,8030000.0,,
Selling General And Administration,29990000.0,5060000.0,41140000.0,42570000.0,30970000.0
Gross Profit,36870000.0,-54500000.0,65910000.0,69720000.0,32830000.0
Cost Of Revenue,131410000.0,-85470000.0,203350000.0,205040000.0,119630000.0
Total Revenue,168280000.0,-139970000.0,269260000.0,274760000.0,152460000.0
Operating Revenue,168280000.0,-139970000.0,269260000.0,274760000.0,152460000.0
