,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.279,0.222222,0.055,0.28,0.286
Net Income From Continuing Operation Net Minority Interest,48000000.0,-19000000.0,124000000.0,58000000.0,59000000.0
EBIT,136000000.0,44000000.0,191000000.0,151000000.0,152000000.0
Net Interest Income,-25000000.0,-26000000.0,-27000000.0,-26000000.0,-26000000.0
Interest Expense,25000000.0,26000000.0,27000000.0,26000000.0,26000000.0
Normalized Income,48000000.0,-19000000.0,124000000.0,58000000.0,59000000.0
Net Income From Continuing And Discontinued Operation,47000000.0,2000000.0,116000000.0,51000000.0,54000000.0
Total Expenses,1628000000.0,1710000000.0,1709000000.0,1602000000.0,1652000000.0
Diluted Average Shares,393700000.0,396400000.0,413300000.0,417500000.0,422900000.0
Basic Average Shares,388100000.0,396400000.0,408000000.0,413200000.0,418300000.0
Diluted EPS,0.12,0.0,0.28,0.12,0.13
Basic EPS,0.12,0.0,0.29,0.12,0.13
Diluted NI Availto Com Stockholders,47000000.0,2000000.0,116000000.0,51000000.0,54000000.0
Net Income Common Stockholders,47000000.0,2000000.0,116000000.0,51000000.0,54000000.0
Net Income,47000000.0,2000000.0,116000000.0,51000000.0,54000000.0
Minority Interests,-32000000.0,-33000000.0,-31000000.0,-32000000.0,-31000000.0
Net Income Including Noncontrolling Interests,79000000.0,35000000.0,147000000.0,83000000.0,85000000.0
Net Income Discontinuous Operations,-1000000.0,21000000.0,-8000000.0,-7000000.0,-5000000.0
Net Income Continuous Operations,80000000.0,14000000.0,155000000.0,90000000.0,90000000.0
Tax Provision,31000000.0,4000000.0,9000000.0,35000000.0,36000000.0
Pretax Income,111000000.0,18000000.0,164000000.0,125000000.0,126000000.0
Net Non Operating Interest Income Expense,-25000000.0,-26000000.0,-27000000.0,-26000000.0,-26000000.0
Interest Expense Non Operating,25000000.0,26000000.0,27000000.0,26000000.0,26000000.0
Total Revenue,1739000000.0,1728000000.0,1873000000.0,1727000000.0,1778000000.0
Operating Revenue,1739000000.0,1728000000.0,1873000000.0,1727000000.0,1778000000.0
Loss Adjustment Expense,1278000000.0,1321000000.0,1332000000.0,1245000000.0,1239000000.0
Net Policyholder Benefits And Claims,1278000000.0,1321000000.0,1332000000.0,1245000000.0,1239000000.0
Policyholder Benefits Gross,1278000000.0,1321000000.0,1332000000.0,1245000000.0,1239000000.0
