,2026-04-30,2026-01-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.4,0.0
Normalized EBITDA,-57401.0,-46172.0
Net Income From Continuing Operation Net Minority Interest,290108.0,-46172.0
EBITDA,-57401.0,-46172.0
EBIT,-57401.0,-46172.0
Net Interest Income,347509.0,
Interest Income,347509.0,
Normalized Income,290108.0,-46172.0
Net Income From Continuing And Discontinued Operation,290108.0,-46172.0
Total Expenses,57401.0,46172.0
Total Operating Income As Reported,-57401.0,
Diluted NI Availto Com Stockholders,290108.0,-46172.0
Net Income Common Stockholders,290108.0,-46172.0
Net Income,290108.0,-46172.0
Net Income Including Noncontrolling Interests,290108.0,-46172.0
Net Income Continuous Operations,290108.0,-46172.0
Pretax Income,290108.0,-46172.0
Net Non Operating Interest Income Expense,347509.0,
Interest Income Non Operating,347509.0,
Operating Income,-57401.0,-46172.0
Operating Expense,57401.0,46172.0
Selling General And Administration,57401.0,46172.0
General And Administrative Expense,57401.0,46172.0
Other Gand A,57401.0,46172.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
