,2026-03-31,2025-12-31,2025-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.21,0.0
Normalized EBITDA,-491748.0,-221923.0,-49424.0
Net Income From Continuing Operation Net Minority Interest,2671098.0,2069012.0,-49424.0
EBITDA,-491748.0,-221923.0,-49424.0
EBIT,-491748.0,-221923.0,-49424.0
Net Interest Income,3057776.0,,
Interest Income,3057776.0,,
Normalized Income,2671098.0,2069012.0,-49424.0
Net Income From Continuing And Discontinued Operation,2671098.0,2069012.0,-49424.0
Total Expenses,491748.0,221923.0,49424.0
Diluted Average Shares,45960000.0,,41500000.0
Basic Average Shares,45960000.0,,41500000.0
Diluted EPS,0.058118,,-0.001236
Basic EPS,0.06,,-0.001236
Diluted NI Availto Com Stockholders,2671098.0,2069012.0,-49424.0
Net Income Common Stockholders,2671098.0,2069012.0,-49424.0
Net Income,2671098.0,2069012.0,-49424.0
Net Income Including Noncontrolling Interests,2671098.0,2069012.0,-49424.0
Net Income Continuous Operations,2671098.0,2069012.0,-49424.0
Pretax Income,2671098.0,2069012.0,-49424.0
Other Income Expense,105070.0,,
Other Non Operating Income Expenses,105070.0,,
Net Non Operating Interest Income Expense,3057776.0,,
Interest Income Non Operating,3057776.0,,
Operating Income,-491748.0,-221923.0,-49424.0
Operating Expense,491748.0,221923.0,49424.0
Selling General And Administration,491748.0,221923.0,49424.0
General And Administrative Expense,491748.0,221923.0,49424.0
Other Gand A,491748.0,221923.0,49424.0
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
