,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.0,0.009316,0.0,0.0,0.0,
Normalized EBITDA,-108662000.0,-120312000.0,-115495000.0,-125797000.0,-105351000.0,
Total Unusual Items,,0.0,0.0,,,0.0
Total Unusual Items Excluding Goodwill,,0.0,0.0,,,0.0
Net Income From Continuing Operation Net Minority Interest,-99111000.0,-108039000.0,-103433000.0,-112020000.0,-89289000.0,
Reconciled Depreciation,1363000.0,1266000.0,1374000.0,1259000.0,1278000.0,
Reconciled Cost Of Revenue,1319000.0,1879000.0,1679000.0,1702000.0,1085000.0,
EBITDA,-108662000.0,-120312000.0,-115495000.0,-125797000.0,-105351000.0,
EBIT,-110025000.0,-121578000.0,-116869000.0,-127056000.0,-106629000.0,
Net Interest Income,10795000.0,12410000.0,13369000.0,14513000.0,16087000.0,
Interest Income,10795000.0,12410000.0,13369000.0,14513000.0,16087000.0,
Normalized Income,-99111000.0,-108039000.0,-103433000.0,-112020000.0,-89289000.0,
Net Income From Continuing And Discontinued Operation,-99111000.0,-108039000.0,-103433000.0,-112020000.0,-89289000.0,
Total Expenses,130771000.0,141545000.0,129749000.0,139511000.0,115355000.0,
Total Operating Income As Reported,-110025000.0,-121578000.0,-116869000.0,-127056000.0,-106629000.0,
Diluted Average Shares,58782241.0,,58139277.0,57932576.0,57459195.0,
Basic Average Shares,58782241.0,,58139277.0,,57459195.0,
Diluted EPS,-1.69,,-1.78,,-1.55,
Basic EPS,-1.69,,-1.78,-1.93,-1.55,
Diluted NI Availto Com Stockholders,-99111000.0,-108039000.0,-103433000.0,-112020000.0,-89289000.0,
Net Income Common Stockholders,-99111000.0,-108039000.0,-103433000.0,-112020000.0,-89289000.0,
Net Income,-99111000.0,-108039000.0,-103433000.0,-112020000.0,-89289000.0,
Net Income Including Noncontrolling Interests,-99111000.0,-108039000.0,-103433000.0,-112020000.0,-89289000.0,
Net Income Continuous Operations,-99111000.0,-108039000.0,-103433000.0,-112020000.0,-89289000.0,
Tax Provision,,-1016000.0,0.0,,,-8876000.0
Pretax Income,-99111000.0,-109055000.0,-103433000.0,-112020000.0,-89289000.0,
Other Income Expense,119000.0,113000.0,67000.0,523000.0,1253000.0,
Other Non Operating Income Expenses,119000.0,113000.0,67000.0,523000.0,1253000.0,
Special Income Charges,,0.0,0.0,,,0.0
Gain On Sale Of Business,,0.0,0.0,,,0.0
Net Non Operating Interest Income Expense,10795000.0,12410000.0,13369000.0,14513000.0,16087000.0,
Interest Income Non Operating,10795000.0,12410000.0,13369000.0,14513000.0,16087000.0,
Operating Income,-110025000.0,-121578000.0,-116869000.0,-127056000.0,-106629000.0,
Operating Expense,129452000.0,139666000.0,128070000.0,137809000.0,114270000.0,
Research And Development,81148000.0,88056000.0,86796000.0,91940000.0,72743000.0,
Selling General And Administration,48304000.0,51610000.0,41274000.0,45869000.0,41527000.0,
Gross Profit,19427000.0,18088000.0,11201000.0,10753000.0,7641000.0,
Cost Of Revenue,1319000.0,1879000.0,1679000.0,1702000.0,1085000.0,
Total Revenue,20746000.0,19967000.0,12880000.0,12455000.0,8726000.0,
Operating Revenue,20746000.0,19967000.0,12880000.0,12455000.0,8726000.0,
