,2026-03-31,2025-12-31,2025-09-30,2025-06-30
Tax Effect Of Unusual Items,-8313.2,-4852.89,-2584.68,0.0
Tax Rate For Calcs,0.4,0.21,0.21,0.0
Normalized EBITDA,-191881.0,-156138.0,-324636.0,-54820.0
Total Unusual Items,-20783.0,-23109.0,-12308.0,
Total Unusual Items Excluding Goodwill,-20783.0,-23109.0,-12308.0,
Net Income From Continuing Operation Net Minority Interest,1286495.0,1483714.0,602427.0,-54820.0
EBITDA,-212664.0,-179247.0,-336944.0,-54820.0
EBIT,-212664.0,-179247.0,-336944.0,-54820.0
Net Interest Income,1519942.0,1686070.0,951679.0,
Interest Income,1519942.0,1686070.0,951679.0,
Normalized Income,1298964.8,1501970.11,612150.32,-54820.0
Net Income From Continuing And Discontinued Operation,1286495.0,1483714.0,602427.0,-54820.0
Total Expenses,212664.0,179247.0,336944.0,54820.0
Total Operating Income As Reported,-233447.0,-202356.0,-349252.0,
Diluted Average Shares,24305603.0,,15844842.0,
Basic Average Shares,24305603.0,,15390288.0,
Diluted EPS,0.05,,0.04,
Basic EPS,0.05,,0.04,
Diluted NI Availto Com Stockholders,1286495.0,1483714.0,602427.0,-54820.0
Net Income Common Stockholders,1286495.0,1483714.0,602427.0,-54820.0
Net Income,1286495.0,1483714.0,602427.0,-54820.0
Net Income Including Noncontrolling Interests,1286495.0,1483714.0,602427.0,-54820.0
Net Income Continuous Operations,1286495.0,1483714.0,602427.0,-54820.0
Pretax Income,1286495.0,1483714.0,602427.0,-54820.0
Other Income Expense,-20783.0,-23109.0,-12308.0,
Special Income Charges,-20783.0,-23109.0,-12308.0,
Other Special Charges,20783.0,23109.0,12308.0,
Net Non Operating Interest Income Expense,1519942.0,1686070.0,951679.0,
Interest Income Non Operating,1519942.0,1686070.0,951679.0,
Operating Income,-212664.0,-179247.0,-336944.0,-54820.0
Operating Expense,212664.0,179247.0,336944.0,54820.0
Other Operating Expenses,2264.0,24609.0,12308.0,
Selling General And Administration,210400.0,177747.0,336944.0,54820.0
General And Administrative Expense,210400.0,177747.0,336944.0,54820.0
Other Gand A,193756.0,160734.0,327697.0,54820.0
Insurance And Claims,16644.0,17013.0,9247.0,
Total Revenue,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0
