,2026-03-31,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,2462400.0,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.0,0.0,0.0
Normalized EBITDA,-8170000.0,-1842000.0,-1217000.0,-1667000.0
Total Unusual Items,6156000.0,,,
Total Unusual Items Excluding Goodwill,6156000.0,,,
Net Income From Continuing Operation Net Minority Interest,3577000.0,-2577000.0,-1557000.0,-2230000.0
Reconciled Depreciation,453000.0,353000.0,351000.0,499000.0
Reconciled Cost Of Revenue,1607000.0,1685000.0,358000.0,373000.0
EBITDA,-2014000.0,-1842000.0,-1217000.0,-1667000.0
EBIT,-2467000.0,-2195000.0,-1568000.0,-2166000.0
Net Interest Income,-112000.0,-382000.0,11000.0,-14706000.0
Interest Expense,,,,37000.0
Interest Income,,,,-14659000.0
Normalized Income,-116600.0,-2577000.0,-1557000.0,-2230000.0
Net Income From Continuing And Discontinued Operation,3577000.0,-2577000.0,-1557000.0,-2230000.0
Total Expenses,2956000.0,2382000.0,2154000.0,2469000.0
Total Operating Income As Reported,-2467000.0,-2195000.0,-1568000.0,-2263000.0
Diluted Average Shares,3786552.0,,1929625.0,
Basic Average Shares,3786552.0,,1929625.0,
Diluted EPS,0.944659,,-0.806893,
Basic EPS,0.944659,,-0.806893,
Diluted NI Availto Com Stockholders,3577000.0,-2577000.0,-1557000.0,-7026000.0
Net Income Common Stockholders,3577000.0,-2577000.0,-1557000.0,-7026000.0
Net Income,3577000.0,-2577000.0,-1557000.0,-2230000.0
Net Income Including Noncontrolling Interests,3577000.0,-2577000.0,-1557000.0,-2203000.0
Net Income Continuous Operations,3577000.0,-2577000.0,-1557000.0,-2203000.0
Pretax Income,3577000.0,-2577000.0,-1557000.0,-2203000.0
Other Income Expense,6156000.0,,,
Special Income Charges,6156000.0,,,
Restructuring And Mergern Acquisition,-6156000.0,,,
Net Non Operating Interest Income Expense,-112000.0,-382000.0,11000.0,-14706000.0
Total Other Finance Cost,112000.0,,-11000.0,
Interest Expense Non Operating,,,,37000.0
Interest Income Non Operating,,,,-14659000.0
Operating Income,-2467000.0,-2195000.0,-1568000.0,-2263000.0
Operating Expense,1349000.0,697000.0,1796000.0,2096000.0
Research And Development,628000.0,-58000.0,1295000.0,1337000.0
Selling General And Administration,721000.0,755000.0,501000.0,759000.0
Gross Profit,-1118000.0,-1498000.0,228000.0,-167000.0
Cost Of Revenue,1607000.0,1685000.0,358000.0,373000.0
Total Revenue,489000.0,187000.0,586000.0,206000.0
Operating Revenue,489000.0,187000.0,586000.0,206000.0
