,2026-03-31,2025-12-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.4,0.0
Normalized EBITDA,-227153.0,-51482.0
Net Income From Continuing Operation Net Minority Interest,840973.0,-51482.0
EBITDA,-227153.0,-51482.0
EBIT,-227153.0,-51482.0
Net Interest Income,1068126.0,
Interest Income,1068126.0,
Normalized Income,840973.0,-51482.0
Net Income From Continuing And Discontinued Operation,840973.0,-51482.0
Total Expenses,227153.0,51482.0
Total Operating Income As Reported,-227153.0,
Diluted Average Shares,16579167.0,19787500.0
Basic Average Shares,16416667.0,19787500.0
Diluted EPS,0.05,-0.002678
Basic EPS,0.05,-0.002678
Diluted NI Availto Com Stockholders,840973.0,-51482.0
Net Income Common Stockholders,840973.0,-51482.0
Net Income,840973.0,-51482.0
Net Income Including Noncontrolling Interests,840973.0,-51482.0
Net Income Continuous Operations,840973.0,-51482.0
Pretax Income,840973.0,-51482.0
Net Non Operating Interest Income Expense,1068126.0,
Interest Income Non Operating,1068126.0,
Operating Income,-227153.0,-51482.0
Operating Expense,227153.0,51482.0
Selling General And Administration,227153.0,51482.0
General And Administrative Expense,227153.0,51482.0
Other Gand A,227153.0,51482.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
