,2026-03-31,2025-12-31,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.22825,0.229857,0.228532,0.216288
Net Income From Continuing Operation Net Minority Interest,111088000.0,107592000.0,94798000.0,61885000.0
Reconciled Depreciation,4933000.0,5106000.0,4989000.0,4123000.0
Net Interest Income,208617000.0,206464000.0,189273000.0,182411000.0
Interest Expense,49437000.0,48821000.0,50936000.0,50285000.0
Interest Income,258054000.0,255285000.0,240209000.0,232696000.0
Normalized Income,111088000.0,107592000.0,94798000.0,61885000.0
Net Income From Continuing And Discontinued Operation,111088000.0,107592000.0,94798000.0,61885000.0
Diluted Average Shares,240637000.0,241106250.0,219947000.0,
Basic Average Shares,239787042.0,241106250.0,219947000.0,
Diluted EPS,0.46,0.446239,0.43,
Basic EPS,0.463278,0.446239,0.43,
Diluted NI Availto Com Stockholders,111088000.0,107592000.0,94798000.0,61885000.0
Net Income Common Stockholders,111088000.0,107592000.0,94798000.0,61885000.0
Net Income,111088000.0,107592000.0,94798000.0,61885000.0
Net Income Including Noncontrolling Interests,111088000.0,107592000.0,94798000.0,61885000.0
Net Income Continuous Operations,111088000.0,107592000.0,94798000.0,61885000.0
Tax Provision,32855000.0,32112000.0,28082000.0,17079000.0
Pretax Income,143943000.0,139704000.0,122880000.0,78964000.0
Gain On Sale Of Security,0.0,0.0,109000.0,-39257000.0
Selling General And Administration,80595000.0,78224000.0,76206000.0,77633000.0
Selling And Marketing Expense,4556000.0,5476000.0,4959000.0,5371000.0
General And Administrative Expense,76039000.0,72748000.0,71247000.0,72262000.0
Insurance And Claims,,,,1324000.0
Salaries And Wages,76039000.0,76799000.0,71247000.0,70938000.0
Total Revenue,273705000.0,272233000.0,248061000.0,206456000.0
Operating Revenue,273705000.0,272233000.0,248061000.0,206456000.0
Occupancy And Equipment,12166000.0,12731000.0,11847000.0,12000000.0
Professional Expense And Contract Services Expense,6065000.0,5923000.0,4878000.0,8505000.0
Other Non Interest Expense,27790000.0,32635000.0,29330000.0,26735000.0
