,2026-03-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.25,0.25,0.0
Normalized EBITDA,-274966.0,-185417.0,-107286.0,-84438.0
Net Income From Continuing Operation Net Minority Interest,1520809.0,1898982.0,74168.0,-84438.0
EBITDA,-274966.0,-185417.0,-107286.0,-84438.0
EBIT,-274966.0,-185417.0,-107286.0,-84438.0
Net Interest Income,1795775.0,2084399.0,181454.0,
Interest Income,1795775.0,2084399.0,181454.0,
Normalized Income,1520809.0,1898982.0,74168.0,-84438.0
Net Income From Continuing And Discontinued Operation,1520809.0,1898982.0,74168.0,-84438.0
Total Expenses,274966.0,185417.0,107286.0,84438.0
Total Operating Income As Reported,-274966.0,-185417.0,-107286.0,-84438.0
Diluted Average Shares,27266667.0,27266667.0,8214815.0,23883333.0
Basic Average Shares,27266667.0,27266667.0,8214815.0,23883333.0
Diluted EPS,0.06,0.07,0.01,-0.003535
Basic EPS,0.06,0.07,0.01,-0.003535
Diluted NI Availto Com Stockholders,1520809.0,1898982.0,74168.0,-84438.0
Net Income Common Stockholders,1520809.0,1898982.0,74168.0,-84438.0
Net Income,1520809.0,1898982.0,74168.0,-84438.0
Net Income Including Noncontrolling Interests,1520809.0,1898982.0,74168.0,-84438.0
Net Income Continuous Operations,1520809.0,1898982.0,74168.0,-84438.0
Pretax Income,1520809.0,1898982.0,74168.0,-84438.0
Net Non Operating Interest Income Expense,1795775.0,2084399.0,181454.0,
Interest Income Non Operating,1795775.0,2084399.0,181454.0,
Operating Income,-274966.0,-185417.0,-107286.0,-84438.0
Operating Expense,274966.0,185417.0,107286.0,84438.0
Selling General And Administration,274966.0,185417.0,107286.0,84438.0
General And Administrative Expense,274966.0,185417.0,107286.0,84438.0
Other Gand A,274966.0,185417.0,107286.0,84438.0
Total Revenue,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0
