,2026-03-31,2025-12-31,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,737341.73816,-2078043.899118,-23437.435851,-33233.622357,28249.622981,
Tax Rate For Calcs,0.250407,0.251649,0.250117,0.250546,0.251123,
Normalized EBITDA,406829052.0,361505891.0,434051331.0,425935326.0,336357003.0,
Total Unusual Items,2944577.0,-8257712.0,-93706.0,-132645.0,112493.0,
Total Unusual Items Excluding Goodwill,2944577.0,-8257712.0,-93706.0,-132645.0,112493.0,
Net Income From Continuing Operation Net Minority Interest,305514163.0,261968967.0,320874500.0,311496694.0,243778714.0,
Reconciled Cost Of Revenue,365682319.0,440902501.0,372533430.0,390251782.0,472431069.0,
EBITDA,409773629.0,353248179.0,433957625.0,425802681.0,336469496.0,
EBIT,409773629.0,353248179.0,433957625.0,425802681.0,336469496.0,
Net Interest Income,4629309.0,9453202.0,438674.0,-2858744.0,3341723.0,
Interest Expense,1988714.0,2922947.0,5741251.0,10038205.0,10237254.0,
Interest Income,7170755.0,13056444.0,6962484.0,7688092.0,14236667.0,
Normalized Income,303306927.73816,268148635.100882,320944768.564149,311596105.377643,243694470.622981,
Net Income From Continuing And Discontinued Operation,305514163.0,261968967.0,320874500.0,311496694.0,243778714.0,
Total Expenses,501688021.0,599587226.0,514191667.0,534421835.0,638103442.0,
Total Operating Income As Reported,407742471.0,350860077.0,426707795.0,413539354.0,327660262.0,
Diluted Average Shares,1018380543.0,,,1004828045.0,,1003251930.0
Basic Average Shares,1018380543.0,,,1004828045.0,,1003251930.0
Diluted EPS,0.3,,,0.31,,0.33
Basic EPS,0.3,,,0.31,,0.33
Net Income Common Stockholders,305514163.0,261968967.0,320874500.0,311496694.0,243778714.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,
Net Income,305514163.0,261968967.0,320874500.0,311496694.0,243778714.0,
Minority Interests,-158687.0,-197316.0,-237806.0,-99818.0,-528983.0,
Net Income Including Noncontrolling Interests,305672850.0,262166283.0,321112306.0,311596512.0,244307697.0,
Net Income Continuous Operations,305672850.0,262166283.0,321112306.0,311596512.0,244307697.0,
Tax Provision,102112065.0,88158949.0,107104068.0,104167964.0,81924545.0,
Pretax Income,407784915.0,350325232.0,428216374.0,415764476.0,326232242.0,
Other Non Operating Income Expenses,42444.0,-534845.0,1508579.0,2225122.0,-1428020.0,
Special Income Charges,2944577.0,-8257712.0,-93706.0,-132645.0,112493.0,
Write Off,-2944577.0,8257712.0,93706.0,132645.0,-112493.0,
Net Non Operating Interest Income Expense,4629309.0,9453202.0,438674.0,-2858744.0,3341723.0,
Total Other Finance Cost,552732.0,680295.0,782559.0,508631.0,657690.0,
Interest Expense Non Operating,1988714.0,2922947.0,5741251.0,10038205.0,10237254.0,
Interest Income Non Operating,7170755.0,13056444.0,6962484.0,7688092.0,14236667.0,
Operating Income,398739280.0,349513112.0,425363418.0,415675044.0,323515860.0,
Operating Expense,136005702.0,158684725.0,141658237.0,144170053.0,165672373.0,
Other Operating Expenses,88705856.0,100113421.0,95147197.0,90132370.0,101769455.0,
Selling General And Administration,47594174.0,-40979669.0,-2685849.0,54201862.0,-28984164.0,
Selling And Marketing Expense,17948625.0,9232694.0,10213499.0,21945587.0,17137114.0,
General And Administrative Expense,29645549.0,-50212363.0,-12899348.0,32256275.0,-46121278.0,
Gross Profit,534744982.0,508197837.0,567021655.0,559845097.0,489188233.0,
Cost Of Revenue,365682319.0,440902501.0,372533430.0,390251782.0,472431069.0,
Total Revenue,900427301.0,949100338.0,939555085.0,950096879.0,961619302.0,
Operating Revenue,900427301.0,949100338.0,939555085.0,950096879.0,961619302.0,
