,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,-103110.0,0.0
Tax Rate For Calcs,0.4,0.21,0.21,0.21,0.21
Normalized EBITDA,-7370000.0,-13825000.0,-15929000.0,-18433000.0,-16256000.0
Total Unusual Items,,,,-491000.0,-478000.0
Total Unusual Items Excluding Goodwill,,,,-491000.0,-478000.0
Net Income From Continuing Operation Net Minority Interest,-8267000.0,-15210000.0,-16431000.0,-21675000.0,-18503000.0
Reconciled Depreciation,5561000.0,5572000.0,5661000.0,6556000.0,6714000.0
Reconciled Cost Of Revenue,33600000.0,32170000.0,30900000.0,24815000.0,30181000.0
EBITDA,-7370000.0,-13825000.0,-15929000.0,-18924000.0,-16256000.0
EBIT,-12931000.0,-19397000.0,-21590000.0,-25480000.0,-22970000.0
Net Interest Income,7152000.0,6869000.0,6677000.0,6305000.0,5965000.0
Interest Income,7152000.0,6869000.0,6677000.0,6305000.0,5965000.0
Normalized Income,-8267000.0,-15210000.0,-16431000.0,-21287110.0,-18503000.0
Net Income From Continuing And Discontinued Operation,-8267000.0,-15210000.0,-16431000.0,-21675000.0,-18503000.0
Total Expenses,166908000.0,164703000.0,158497000.0,152700000.0,145377000.0
Total Operating Income As Reported,-12931000.0,-21322000.0,-21590000.0,-25971000.0,-22970000.0
Diluted Average Shares,120159000.0,118773000.0,117263000.0,115250000.0,113447000.0
Basic Average Shares,120159000.0,118773000.0,117263000.0,115250000.0,113447000.0
Diluted EPS,-0.07,-0.13,-0.14,-0.19,-0.16
Basic EPS,-0.07,-0.13,-0.14,-0.19,-0.16
Diluted NI Availto Com Stockholders,-8267000.0,-15210000.0,-16431000.0,-21675000.0,-18503000.0
Net Income Common Stockholders,-8267000.0,-15210000.0,-16431000.0,-21675000.0,-18503000.0
Net Income,-8267000.0,-15210000.0,-16431000.0,-21675000.0,-18503000.0
Net Income Including Noncontrolling Interests,-8267000.0,-15210000.0,-16431000.0,-21675000.0,-18503000.0
Net Income Continuous Operations,-8267000.0,-15210000.0,-16431000.0,-21675000.0,-18503000.0
Tax Provision,2488000.0,757000.0,1518000.0,2009000.0,1498000.0
Pretax Income,-5779000.0,-14453000.0,-14913000.0,-19666000.0,-17005000.0
Other Income Expense,,,,-491000.0,-478000.0
Special Income Charges,,,,-491000.0,-478000.0
Restructuring And Mergern Acquisition,,,,491000.0,478000.0
Net Non Operating Interest Income Expense,7152000.0,6869000.0,6677000.0,6305000.0,5965000.0
Interest Income Non Operating,7152000.0,6869000.0,6677000.0,6305000.0,5965000.0
Operating Income,-12931000.0,-19397000.0,-21590000.0,-25480000.0,-22970000.0
Operating Expense,133308000.0,132533000.0,127597000.0,122498000.0,115196000.0
Depreciation Amortization Depletion Income Statement,,,,1169000.0,1202000.0
Depreciation And Amortization In Income Statement,,,,1169000.0,1202000.0
Amortization,,,,1169000.0,1202000.0
Amortization Of Intangibles Income Statement,,,,1169000.0,1202000.0
Research And Development,51812000.0,53163000.0,51167000.0,47424000.0,43335000.0
Selling General And Administration,81496000.0,76563000.0,76430000.0,73905000.0,71861000.0
Selling And Marketing Expense,57752000.0,55056000.0,55969000.0,53788000.0,52812000.0
General And Administrative Expense,23744000.0,21507000.0,20461000.0,20117000.0,19049000.0
Other Gand A,23744000.0,21507000.0,20461000.0,20117000.0,19049000.0
Gross Profit,120377000.0,113136000.0,106007000.0,97018000.0,92226000.0
Cost Of Revenue,33600000.0,32170000.0,30900000.0,30202000.0,30181000.0
Total Revenue,153977000.0,145306000.0,136907000.0,127220000.0,122407000.0
Operating Revenue,153977000.0,145306000.0,136907000.0,127220000.0,122407000.0
