,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0,
Tax Rate For Calcs,0.139,0.387393,0.21,0.21,0.142,
Net Income From Continuing Operation Net Minority Interest,-7139000.0,-69927000.0,6421000.0,18960000.0,-9701000.0,
Reconciled Depreciation,356000.0,-13616000.0,5259000.0,9448000.0,357000.0,
EBIT,,,48966000.0,63574000.0,35710000.0,50522000.0
Net Interest Income,,,-14263000.0,-14533000.0,-14062000.0,-11720000.0
Interest Expense,,,10690000.0,10862000.0,10360000.0,8329000.0
Interest Income,,,20704000.0,18110000.0,18811000.0,17881000.0
Normalized Income,-7139000.0,-69927000.0,6421000.0,18960000.0,-9701000.0,
Net Income From Continuing And Discontinued Operation,14246000.0,3911000.0,6421000.0,18960000.0,5635000.0,
Total Expenses,8031000.0,-1386569000.0,485123000.0,474262000.0,12436000.0,
Rent Expense Supplemental,,,3967000.0,3994000.0,3972000.0,4320000.0
Diluted Average Shares,37789444.0,37823832.0,38583747.0,38617998.0,37348219.0,
Basic Average Shares,37789444.0,37823832.0,37565019.0,37496875.0,37348219.0,
Diluted EPS,0.34,0.04,0.13,0.37,0.13,
Basic EPS,0.38,0.1,0.17,0.5,0.15,
Diluted NI Availto Com Stockholders,12770000.0,2426000.0,4837000.0,14448000.0,5012000.0,
Average Dilution Earnings,-1476000.0,-1666000.0,-1547000.0,-4402000.0,-623000.0,
Net Income Common Stockholders,14246000.0,4092000.0,6384000.0,18850000.0,5635000.0,
Otherunder Preferred Stock Dividend,,,37000.0,110000.0,55000.0,152000.0
Net Income,14246000.0,3911000.0,6421000.0,18960000.0,5635000.0,
Minority Interests,,28666000.0,-9189000.0,-12144000.0,-7333000.0,-9789000.0
Net Income Including Noncontrolling Interests,14246000.0,-24755000.0,15610000.0,31104000.0,5635000.0,
Net Income Discontinuous Operations,21385000.0,,,,15336000.0,
Net Income Continuous Operations,-7139000.0,-98593000.0,15610000.0,31104000.0,-9701000.0,
Tax Provision,-1153000.0,-62347000.0,22666000.0,21608000.0,-1605000.0,
Pretax Income,-8292000.0,-160940000.0,38276000.0,52712000.0,-11306000.0,
Other Income Expense,,-11838000.0,3915000.0,4261000.0,390000.0,4139000.0
Net Non Operating Interest Income Expense,,,-14263000.0,-14533000.0,-14062000.0,-11720000.0
Total Other Finance Cost,,,3573000.0,3671000.0,3702000.0,3391000.0
Interest Expense Non Operating,,,10690000.0,10862000.0,10360000.0,8329000.0
Other Operating Expenses,913000.0,-23905000.0,14127000.0,7862000.0,2746000.0,
Depreciation And Amortization In Income Statement,356000.0,-13616000.0,5259000.0,4924000.0,357000.0,
Selling General And Administration,6762000.0,-216070000.0,89225000.0,79985000.0,9333000.0,
General And Administrative Expense,6762000.0,-216070000.0,89225000.0,79985000.0,9333000.0,
Other Gand A,,,27131000.0,25462000.0,25620000.0,22889000.0
Salaries And Wages,6762000.0,-137857000.0,62094000.0,54523000.0,9333000.0,
Total Revenue,-261000.0,-1547509000.0,523399000.0,526974000.0,1130000.0,
Operating Revenue,-261000.0,-1547509000.0,523399000.0,526974000.0,1130000.0,
Loss Adjustment Expense,,,217330000.0,226472000.0,209313000.0,196126000.0
Net Policyholder Benefits And Claims,,,217330000.0,226472000.0,209313000.0,196126000.0
