,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,-4428.45,,
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.15,,
Normalized EBITDA,-695806.0,-1224141.0,-889830.0,-963810.0,-957786.0,,
Total Unusual Items,-6431.0,-15129.0,-4344.0,5035.0,-29523.0,,
Total Unusual Items Excluding Goodwill,-6431.0,-15129.0,-4344.0,5035.0,-29523.0,,
Net Income From Continuing Operation Net Minority Interest,-708668.0,-1254399.0,-898518.0,-953740.0,22023.0,,
Reconciled Depreciation,0.0,0.0,0.0,0.0,3145.0,,
EBITDA,-702237.0,-1239270.0,-894174.0,-958775.0,-987309.0,,
EBIT,-702237.0,-1239270.0,-894174.0,-958775.0,-990454.0,,
Normalized Income,-702237.0,-1239270.0,-894174.0,-958775.0,47117.55,,
Net Income From Continuing And Discontinued Operation,-708668.0,-1254399.0,-898518.0,-953740.0,22023.0,,
Total Expenses,702237.0,1239270.0,894174.0,958775.0,990454.0,,
Rent Expense Supplemental,18491.0,35281.0,39973.0,34541.0,33935.0,,
Diluted Average Shares,98091317.0,,98091317.0,98091317.0,98091317.0,,98091317.0
Basic Average Shares,98091317.0,,98091317.0,98091317.0,98091317.0,,98091317.0
Diluted EPS,-0.01,,-0.01,-0.01,0.0,,-0.02
Basic EPS,-0.01,,-0.01,-0.01,0.0,,-0.02
Diluted NI Availto Com Stockholders,-708668.0,-1254399.0,-898518.0,-953740.0,22023.0,,
Net Income Common Stockholders,-708668.0,-1254399.0,-898518.0,-953740.0,22023.0,,
Net Income,-708668.0,-1254399.0,-898518.0,-953740.0,22023.0,,
Net Income Including Noncontrolling Interests,-708668.0,-1254399.0,-898518.0,-953740.0,22023.0,,
Net Income Continuous Operations,-708668.0,-1254399.0,-898518.0,-953740.0,22023.0,,
Tax Provision,0.0,0.0,0.0,0.0,-1042000.0,,
Pretax Income,-708668.0,-1254399.0,-898518.0,-953740.0,-1019977.0,,
Other Income Expense,-6431.0,-15129.0,-4344.0,5035.0,-29523.0,,
Other Non Operating Income Expenses,,,,,,0.0,
Special Income Charges,,,,,,0.0,0.0
Gain On Sale Of Ppe,,,,,,,0.0
Gain On Sale Of Security,-6431.0,-15129.0,-4344.0,5035.0,-29523.0,,
Operating Income,-702237.0,-1239270.0,-894174.0,-958775.0,-990454.0,,
Operating Expense,702237.0,1239270.0,894174.0,958775.0,990454.0,,
Other Operating Expenses,44509.0,53200.0,39389.0,35507.0,66684.0,,
Depreciation Amortization Depletion Income Statement,0.0,0.0,0.0,0.0,3145.0,,
Depreciation And Amortization In Income Statement,0.0,0.0,0.0,0.0,3145.0,,
Depreciation Income Statement,0.0,0.0,0.0,0.0,3145.0,,
Research And Development,,-35.0,17252.0,31007.0,0.0,62910.0,
Selling General And Administration,657728.0,1186105.0,837533.0,892261.0,920625.0,,
Selling And Marketing Expense,2321.0,2478.0,2053.0,2033.0,2428.0,,
General And Administrative Expense,655407.0,1183627.0,835480.0,890228.0,918197.0,,
Other Gand A,498227.0,1004824.0,643817.0,693251.0,701054.0,,
Insurance And Claims,64472.0,64694.0,61890.0,62161.0,64478.0,,
Rent And Landing Fees,18491.0,35281.0,39973.0,34541.0,33935.0,,
Salaries And Wages,74217.0,78828.0,89800.0,100275.0,118730.0,,
Total Revenue,0.0,0.0,0.0,0.0,0.0,,
Operating Revenue,0.0,0.0,0.0,0.0,0.0,,
