,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-26023244.0,-2760591.409814,-48668672.0,-2208780.0,-1866690.0,,
Tax Rate For Calcs,0.356,0.143355,0.032,0.21,0.21,,
Normalized EBITDA,-141587000.0,122243000.0,539430000.0,239006000.0,-208224000.0,,
Total Unusual Items,-73099000.0,-19257000.0,-1520896000.0,-10518000.0,-8889000.0,,
Total Unusual Items Excluding Goodwill,-73099000.0,-19257000.0,-1520896000.0,-10518000.0,-8889000.0,,
Net Income From Continuing Operation Net Minority Interest,-268600000.0,-92384000.0,-1162532000.0,-74832000.0,-219718000.0,,
Reconciled Depreciation,107349000.0,121372000.0,128053000.0,134628000.0,102330000.0,,
Reconciled Cost Of Revenue,21287000.0,56086000.0,111195000.0,80822000.0,21601000.0,,
EBITDA,-214686000.0,102986000.0,-981466000.0,228488000.0,-217113000.0,,
EBIT,-322035000.0,-18386000.0,-1109519000.0,93860000.0,-319443000.0,,
Net Interest Income,-94928000.0,-89458000.0,-91056000.0,-92409000.0,-87035000.0,,
Interest Expense,94928000.0,89458000.0,91056000.0,92409000.0,87035000.0,,
Normalized Income,-221524244.0,-75887591.409814,309695328.0,-66522780.0,-212695690.0,,
Net Income From Continuing And Discontinued Operation,-268600000.0,-92384000.0,-1162532000.0,-74832000.0,-219718000.0,,
Total Expenses,468824000.0,655726000.0,900422000.0,845393000.0,514195000.0,,
Total Operating Income As Reported,-312243000.0,-24894000.0,-1103565000.0,74479000.0,-321027000.0,,
Diluted Average Shares,101988000.0,,100884000.0,100652000.0,100094000.0,100350000.0,
Basic Average Shares,101988000.0,,100884000.0,100652000.0,100094000.0,100350000.0,
Diluted EPS,-2.633643,,-11.77,-0.99,-2.2,-2.632945,
Basic EPS,-2.633643,,-11.77,-0.99,-2.2,-2.632945,
Diluted NI Availto Com Stockholders,-268600000.0,-92384000.0,-1187348000.0,-99648000.0,-219718000.0,,
Net Income Common Stockholders,-268600000.0,-92384000.0,-1187348000.0,-99648000.0,-219718000.0,,
Preferred Stock Dividends,,0.0,24816000.0,24816000.0,,0.0,24499000.0
Net Income,-268600000.0,-92384000.0,-1162532000.0,-74832000.0,-219718000.0,,
Net Income Including Noncontrolling Interests,-268600000.0,-92384000.0,-1162532000.0,-74832000.0,-219718000.0,,
Net Income Continuous Operations,-268600000.0,-92384000.0,-1162532000.0,-74832000.0,-219718000.0,,
Tax Provision,-148363000.0,-15460000.0,-38043000.0,76283000.0,-186760000.0,,
Pretax Income,-416963000.0,-107844000.0,-1200575000.0,1451000.0,-406478000.0,,
Other Income Expense,-78838000.0,-12749000.0,-1526850000.0,8863000.0,-7305000.0,,
Other Non Operating Income Expenses,-5739000.0,6508000.0,-5954000.0,19381000.0,1584000.0,,
Special Income Charges,-73099000.0,-19257000.0,-1520896000.0,-10518000.0,-8889000.0,,
Gain On Sale Of Ppe,-2435000.0,-19257000.0,-2797000.0,0.0,-8889000.0,,
Gain On Sale Of Business,-27971000.0,,,,0.0,,
Other Special Charges,4053000.0,,,,,0.0,2063000.0
Impairment Of Capital Assets,38640000.0,0.0,1518099000.0,10518000.0,0.0,,
Net Non Operating Interest Income Expense,-94928000.0,-89458000.0,-91056000.0,-92409000.0,-87035000.0,,
Interest Expense Non Operating,94928000.0,89458000.0,91056000.0,92409000.0,87035000.0,,
Operating Income,-243197000.0,-5637000.0,417331000.0,84997000.0,-312138000.0,,
Operating Expense,447537000.0,599640000.0,789227000.0,764571000.0,492594000.0,,
Other Operating Expenses,266893000.0,371316000.0,549340000.0,500121000.0,299479000.0,,
Depreciation Amortization Depletion Income Statement,107349000.0,121372000.0,128053000.0,134628000.0,102330000.0,,
Depreciation And Amortization In Income Statement,107349000.0,121372000.0,128053000.0,134628000.0,102330000.0,,
Selling General And Administration,73295000.0,106952000.0,111834000.0,129822000.0,90785000.0,,
Gross Profit,204340000.0,594003000.0,1206558000.0,849568000.0,180456000.0,,
Cost Of Revenue,21287000.0,56086000.0,111195000.0,80822000.0,21601000.0,,
Total Revenue,225627000.0,650089000.0,1317753000.0,930390000.0,202057000.0,,
Operating Revenue,225627000.0,650089000.0,1317753000.0,930390000.0,202057000.0,,
