,2026-04-30,2026-01-31,2025-10-31,2025-07-31,2025-04-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,-100695000.0
Tax Rate For Calcs,0.18894,0.4,0.21,0.21,0.21
Normalized EBITDA,193800000.0,318700000.0,252900000.0,205700000.0,220000000.0
Total Unusual Items,0.0,0.0,0.0,0.0,-479500000.0
Total Unusual Items Excluding Goodwill,0.0,0.0,0.0,0.0,-479500000.0
Net Income From Continuing Operation Net Minority Interest,88000000.0,-158300000.0,4200000.0,224200000.0,-44800000.0
Reconciled Depreciation,62600000.0,66500000.0,69400000.0,68700000.0,67700000.0
Reconciled Cost Of Revenue,838900000.0,1061800000.0,1001500000.0,916400000.0,821900000.0
EBITDA,193800000.0,318700000.0,252900000.0,205700000.0,-259500000.0
EBIT,131200000.0,252200000.0,183500000.0,137000000.0,-327200000.0
Net Interest Income,-15800000.0,-19400000.0,-20500000.0,-22000000.0,-17400000.0
Interest Expense,22700000.0,22800000.0,23200000.0,25800000.0,22400000.0
Interest Income,6900000.0,3400000.0,2700000.0,3800000.0,5000000.0
Normalized Income,88000000.0,-158300000.0,4200000.0,224200000.0,334005000.0
Net Income From Continuing And Discontinued Operation,88000000.0,-158300000.0,4200000.0,224200000.0,-44800000.0
Total Expenses,1913300000.0,2280100000.0,2122500000.0,2045300000.0,1845800000.0
Diluted Average Shares,46400000.0,45800000.0,47900000.0,48500000.0,51100000.0
Basic Average Shares,45900000.0,45800000.0,47300000.0,48100000.0,51100000.0
Diluted EPS,1.9,-3.46,0.088795,4.63,-0.88
Basic EPS,1.92,-3.456332,0.088795,4.661123,-0.876712
Diluted NI Availto Com Stockholders,88000000.0,-158300000.0,4200000.0,224200000.0,-44800000.0
Net Income Common Stockholders,88000000.0,-158300000.0,4200000.0,224200000.0,-44800000.0
Net Income,88000000.0,-158300000.0,4200000.0,224200000.0,-44800000.0
Net Income Including Noncontrolling Interests,88000000.0,-158300000.0,4200000.0,224200000.0,-44800000.0
Net Income Continuous Operations,88000000.0,-158300000.0,4200000.0,224200000.0,-44800000.0
Tax Provision,20500000.0,387700000.0,156100000.0,-113000000.0,-304800000.0
Pretax Income,108500000.0,229400000.0,160300000.0,111200000.0,-349600000.0
Other Income Expense,12500000.0,23800000.0,9000000.0,11300000.0,-470000000.0
Other Non Operating Income Expenses,-800000.0,11800000.0,-1000000.0,-900000.0,-1000000.0
Special Income Charges,0.0,0.0,0.0,0.0,-479500000.0
Impairment Of Capital Assets,0.0,,,0.0,479500000.0
Earnings From Equity Interest,13300000.0,12000000.0,10000000.0,12200000.0,10500000.0
Net Non Operating Interest Income Expense,-15800000.0,-19400000.0,-20500000.0,-22000000.0,-17400000.0
Interest Expense Non Operating,22700000.0,22800000.0,23200000.0,25800000.0,22400000.0
Interest Income Non Operating,6900000.0,3400000.0,2700000.0,3800000.0,5000000.0
Operating Income,111800000.0,225000000.0,171800000.0,121900000.0,137800000.0
Operating Expense,1074400000.0,1218300000.0,1121000000.0,1128900000.0,1023900000.0
Selling General And Administration,1074400000.0,1218300000.0,1121000000.0,1128900000.0,1023900000.0
Gross Profit,1186200000.0,1443300000.0,1292800000.0,1250800000.0,1161700000.0
Cost Of Revenue,838900000.0,1061800000.0,1001500000.0,916400000.0,821900000.0
Total Revenue,2025100000.0,2505100000.0,2294300000.0,2167200000.0,1983600000.0
Operating Revenue,2025100000.0,2505100000.0,2294300000.0,2167200000.0,1983600000.0
