,2026-03-31,2025-12-31,2025-09-30,2025-06-30
Tax Effect Of Unusual Items,4226.0,365132.88,190082.55,0.0
Tax Rate For Calcs,0.4,0.21,0.21,0.0
Normalized EBITDA,-208250.0,-1942291.0,-1180001.0,-77014.0
Total Unusual Items,10565.0,1738728.0,905155.0,
Total Unusual Items Excluding Goodwill,10565.0,1738728.0,905155.0,
Net Income From Continuing Operation Net Minority Interest,1386466.0,1535165.0,630309.0,-77014.0
EBITDA,-197685.0,-203563.0,-274846.0,-77014.0
EBIT,-197685.0,-203563.0,-274846.0,-77014.0
Net Interest Income,1573586.0,,,
Interest Income,1573586.0,,,
Normalized Income,1380127.0,161569.88,-84763.45,-77014.0
Net Income From Continuing And Discontinued Operation,1386466.0,1535165.0,630309.0,-77014.0
Total Expenses,197685.0,203563.0,274846.0,77014.0
Total Operating Income As Reported,-197685.0,-203563.0,-274846.0,
Diluted NI Availto Com Stockholders,1386466.0,1535165.0,630309.0,-77014.0
Net Income Common Stockholders,1386466.0,1535165.0,630309.0,-77014.0
Net Income,1386466.0,1535165.0,630309.0,-77014.0
Net Income Including Noncontrolling Interests,1386466.0,1535165.0,630309.0,-77014.0
Net Income Continuous Operations,1386466.0,1535165.0,630309.0,-77014.0
Pretax Income,1386466.0,1535165.0,630309.0,-77014.0
Other Income Expense,10565.0,1738728.0,905155.0,
Gain On Sale Of Security,10565.0,1738728.0,905155.0,
Net Non Operating Interest Income Expense,1573586.0,,,
Interest Income Non Operating,1573586.0,,,
Operating Income,-197685.0,-203563.0,-274846.0,-77014.0
Operating Expense,197685.0,203563.0,274846.0,77014.0
Selling General And Administration,197685.0,203563.0,274846.0,77014.0
General And Administrative Expense,197685.0,203563.0,274846.0,77014.0
Other Gand A,197685.0,203563.0,274846.0,77014.0
Total Revenue,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0
