,2026-03-31,2025-12-31,2025-09-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,876083.2,333487.56,0.0,0.0,96636.12
Tax Rate For Calcs,0.4,0.21,0.0,0.0,0.21
Normalized EBITDA,-4435017.0,-4501376.0,-1683681.0,165262.0,-466994.0
Total Unusual Items,2190208.0,1588036.0,-416173.0,1279910.0,460172.0
Total Unusual Items Excluding Goodwill,2190208.0,1588036.0,-416173.0,1279910.0,460172.0
Net Income From Continuing Operation Net Minority Interest,-2321228.0,-3109863.0,-2133904.0,1259965.0,-232332.0
Reconciled Depreciation,25746.0,96241.0,33374.0,184592.0,215213.0
Reconciled Cost Of Revenue,1494492.0,1080085.0,181241.0,180238.0,77947.0
EBITDA,-2244809.0,-2913340.0,-2099854.0,1445172.0,-6822.0
EBIT,-2270555.0,-3009581.0,-2133228.0,1260580.0,-222035.0
Net Interest Income,-673.0,-282.0,-676.0,-615.0,-857.0
Interest Expense,673.0,282.0,676.0,615.0,857.0
Normalized Income,-3635352.8,-4364411.44,-1717731.0,-19945.0,-595867.88
Net Income From Continuing And Discontinued Operation,-2321228.0,-3109863.0,-2133904.0,1259965.0,-232332.0
Total Expenses,5687243.0,5704644.0,1923007.0,709930.0,994904.0
Total Operating Income As Reported,-4186336.0,-7668529.0,-1740480.0,-43409.0,-693006.0
Diluted Average Shares,1675725.0,895444.0,284098.0,57810.0,20518.0
Basic Average Shares,1675725.0,895444.0,284098.0,57810.0,20518.0
Diluted EPS,-1.39,-3.47,-7.6,21.79,-11.32
Basic EPS,-1.39,-3.47,-7.6,21.79,-11.32
Diluted NI Availto Com Stockholders,-2321228.0,-3109863.0,-2133904.0,1259965.0,-232332.0
Net Income Common Stockholders,-2321228.0,-3109863.0,-2133904.0,1259965.0,-232332.0
Net Income,-2321228.0,-3109863.0,-2133904.0,1259965.0,-232332.0
Net Income Including Noncontrolling Interests,-2321228.0,-3109863.0,-2133904.0,1259965.0,-232332.0
Net Income Continuous Operations,-2321228.0,-3109863.0,-2133904.0,1259965.0,-232332.0
Tax Provision,50000.0,100000.0,0.0,0.0,9440.0
Pretax Income,-2271228.0,-3009863.0,-2133904.0,1259965.0,-222892.0
Other Income Expense,1915781.0,1614071.0,-392748.0,1303989.0,470971.0
Other Non Operating Income Expenses,-274427.0,26035.0,23425.0,24079.0,10799.0
Special Income Charges,1006730.0,-3044877.0,,0.0,0.0
Gain On Sale Of Business,1006730.0,,,,
Impairment Of Capital Assets,0.0,3044877.0,,0.0,0.0
Gain On Sale Of Security,1183478.0,4632913.0,-416173.0,1279910.0,460172.0
Net Non Operating Interest Income Expense,-673.0,-282.0,-676.0,-615.0,-857.0
Interest Expense Non Operating,673.0,282.0,676.0,615.0,857.0
Operating Income,-4186336.0,-4623652.0,-1740480.0,-43409.0,-693006.0
Operating Expense,4192751.0,4624559.0,1741766.0,529692.0,916957.0
Research And Development,78892.0,24671.0,777973.0,5343.0,33136.0
Selling General And Administration,4113859.0,4599888.0,963793.0,524349.0,883821.0
Selling And Marketing Expense,50672.0,24673.0,20872.0,7965.0,39670.0
General And Administrative Expense,4063187.0,4575215.0,942921.0,516384.0,844151.0
Other Gand A,3811991.0,3787988.0,842921.0,446384.0,774151.0
Salaries And Wages,251196.0,787227.0,100000.0,70000.0,70000.0
Gross Profit,6415.0,907.0,1286.0,486283.0,223951.0
Cost Of Revenue,1494492.0,1080085.0,181241.0,180238.0,77947.0
Total Revenue,1500907.0,1080992.0,182527.0,666521.0,301898.0
Operating Revenue,1500907.0,1080992.0,182527.0,666521.0,301898.0
