,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,-5250.0,-21300.0,75300.0,-1050.0,,
Tax Rate For Calcs,0.0,0.15,0.15,0.15,0.15,,
Normalized EBITDA,-1551000.0,303000.0,237000.0,-1009000.0,165000.0,,
Total Unusual Items,4000.0,-35000.0,-142000.0,502000.0,-7000.0,,
Total Unusual Items Excluding Goodwill,4000.0,-35000.0,-142000.0,502000.0,-7000.0,,
Net Income From Continuing Operation Net Minority Interest,-1112000.0,346000.0,170000.0,372000.0,401000.0,,
Reconciled Depreciation,338000.0,329000.0,324000.0,335000.0,351000.0,,
Reconciled Cost Of Revenue,5291000.0,5143000.0,5027000.0,4820000.0,4672000.0,,
EBITDA,-1547000.0,268000.0,95000.0,-507000.0,158000.0,,
EBIT,-1885000.0,-61000.0,-229000.0,-842000.0,-193000.0,,
Net Interest Income,769000.0,442000.0,541000.0,712000.0,601000.0,,
Interest Income,769000.0,442000.0,541000.0,712000.0,601000.0,,
Normalized Income,-1116000.0,375750.0,290700.0,-54700.0,406950.0,,
Net Income From Continuing And Discontinued Operation,-1112000.0,346000.0,170000.0,372000.0,401000.0,,
Total Expenses,20576000.0,18733000.0,18803000.0,18940000.0,18037000.0,,
Total Operating Income As Reported,-1885000.0,-61000.0,-229000.0,-842000.0,-193000.0,,
Diluted Average Shares,67782583.0,,68698731.0,68950072.0,69176300.0,68271538.0,
Basic Average Shares,67782583.0,,68048607.0,68104374.0,68178844.0,68271538.0,
Diluted EPS,-0.02,,0.0,0.01,0.01,-0.01,
Basic EPS,-0.02,,0.0,0.01,0.01,-0.01,
Diluted NI Availto Com Stockholders,-1112000.0,346000.0,170000.0,372000.0,401000.0,,
Net Income Common Stockholders,-1112000.0,346000.0,170000.0,372000.0,401000.0,,
Net Income,-1112000.0,346000.0,170000.0,372000.0,401000.0,,
Net Income Including Noncontrolling Interests,-1112000.0,346000.0,170000.0,372000.0,401000.0,,
Net Income Continuous Operations,-1112000.0,346000.0,170000.0,372000.0,401000.0,,
Pretax Income,-1112000.0,346000.0,170000.0,372000.0,401000.0,,
Other Income Expense,4000.0,-35000.0,-142000.0,502000.0,-7000.0,,
Special Income Charges,,,,,,0.0,0.0
Gain On Sale Of Ppe,,,,,,0.0,0.0
Restructuring And Mergern Acquisition,,,,,,0.0,0.0
Gain On Sale Of Security,4000.0,-35000.0,-142000.0,502000.0,-7000.0,,
Net Non Operating Interest Income Expense,769000.0,442000.0,541000.0,712000.0,601000.0,,
Interest Income Non Operating,769000.0,442000.0,541000.0,712000.0,601000.0,,
Operating Income,-1885000.0,-61000.0,-229000.0,-842000.0,-193000.0,,
Operating Expense,15285000.0,13590000.0,13776000.0,14120000.0,13365000.0,,
Research And Development,7057000.0,5815000.0,5542000.0,5346000.0,4898000.0,,
Selling General And Administration,8228000.0,7775000.0,8234000.0,8774000.0,8467000.0,,
Selling And Marketing Expense,4620000.0,4641000.0,5135000.0,5433000.0,5026000.0,,
General And Administrative Expense,3608000.0,3134000.0,3099000.0,3341000.0,3441000.0,,
Other Gand A,3608000.0,3134000.0,3099000.0,3341000.0,3441000.0,,
Gross Profit,13400000.0,13529000.0,13547000.0,13278000.0,13172000.0,,
Cost Of Revenue,5291000.0,5143000.0,5027000.0,4820000.0,4672000.0,,
Total Revenue,18691000.0,18672000.0,18574000.0,18098000.0,17844000.0,,
Operating Revenue,18691000.0,18672000.0,18574000.0,18098000.0,17844000.0,,
