,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0,0.0,0.0
Normalized EBITDA,-1692000.0,-1811000.0,-1742000.0,-2340000.0,-1230000.0
Total Unusual Items,-86000.0,-144000.0,-162000.0,-83000.0,
Total Unusual Items Excluding Goodwill,-86000.0,-144000.0,-162000.0,-83000.0,
Net Income From Continuing Operation Net Minority Interest,-1834000.0,-2065000.0,-2011000.0,-2513000.0,-1245000.0
Reconciled Depreciation,29000.0,28000.0,17000.0,15000.0,17000.0
Reconciled Cost Of Revenue,1752000.0,731000.0,686000.0,407000.0,222000.0
EBITDA,-1778000.0,-1955000.0,-1904000.0,-2423000.0,-1230000.0
EBIT,-1807000.0,-1983000.0,-1921000.0,-2438000.0,-1247000.0
Net Interest Income,56000.0,65000.0,73000.0,9000.0,2000.0
Interest Income,56000.0,65000.0,73000.0,9000.0,2000.0
Normalized Income,-1748000.0,-1921000.0,-1849000.0,-2430000.0,-1245000.0
Net Income From Continuing And Discontinued Operation,-1834000.0,-2065000.0,-2011000.0,-2513000.0,-1245000.0
Total Expenses,3594000.0,3434000.0,3011000.0,3175000.0,1687000.0
Total Operating Income As Reported,-1807000.0,-1984000.0,-1921000.0,-2436000.0,-1171000.0
Diluted Average Shares,,15884615.0,14364286.0,15919688.0,
Basic Average Shares,,15884615.0,14364286.0,15919688.0,
Diluted EPS,,-0.13,-0.14,-0.157855,
Basic EPS,,-0.13,-0.14,-0.157855,
Diluted NI Availto Com Stockholders,-1834000.0,-2065000.0,-2011000.0,-2513000.0,-1245000.0
Net Income Common Stockholders,-1834000.0,-2065000.0,-2011000.0,-2513000.0,-1245000.0
Net Income,-1834000.0,-2065000.0,-2011000.0,-2513000.0,-1245000.0
Net Income Including Noncontrolling Interests,-1837000.0,-2062000.0,-2010000.0,-2512000.0,-1245000.0
Net Income Continuous Operations,-1837000.0,-2062000.0,-2010000.0,-2512000.0,-1245000.0
Pretax Income,-1837000.0,-2062000.0,-2010000.0,-2512000.0,-1245000.0
Other Income Expense,-86000.0,-144000.0,-162000.0,-83000.0,0.0
Special Income Charges,,,0.0,0.0,
Gain On Sale Of Security,-86000.0,-144000.0,-162000.0,-83000.0,
Net Non Operating Interest Income Expense,56000.0,65000.0,73000.0,9000.0,2000.0
Interest Income Non Operating,56000.0,65000.0,73000.0,9000.0,2000.0
Operating Income,-1807000.0,-1983000.0,-1921000.0,-2438000.0,-1247000.0
Operating Expense,1842000.0,2703000.0,2325000.0,2768000.0,1465000.0
Other Operating Expenses,430000.0,785000.0,581000.0,636000.0,666000.0
Other Taxes,0.0,0.0,1000.0,2000.0,4000.0
Research And Development,452000.0,446000.0,379000.0,606000.0,220000.0
Selling General And Administration,960000.0,1472000.0,1364000.0,1524000.0,503000.0
Selling And Marketing Expense,374000.0,968000.0,728000.0,811000.0,292000.0
General And Administrative Expense,586000.0,504000.0,636000.0,713000.0,211000.0
Other Gand A,586000.0,504000.0,636000.0,713000.0,211000.0
Gross Profit,35000.0,720000.0,404000.0,330000.0,218000.0
Cost Of Revenue,1752000.0,731000.0,686000.0,407000.0,222000.0
Total Revenue,1788000.0,1450471.0,1090000.0,737825.0,440000.0
Operating Revenue,1788000.0,771425.0,1090000.0,737825.0,440000.0
