,2026-03-31,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.0
Normalized EBITDA,-2412420.0,-5052947.0,-2576074.0
Net Income From Continuing Operation Net Minority Interest,-2485595.0,-5576754.0,-2767457.0
Reconciled Depreciation,58000.0,339081.0,160849.0
EBITDA,-2412420.0,-5052947.0,-2576074.0
EBIT,-2470420.0,-5392028.0,-2736923.0
Net Interest Income,-15175.0,-184726.0,-30534.0
Interest Expense,15175.0,184726.0,30534.0
Normalized Income,-2485595.0,-5576754.0,-2767457.0
Net Income From Continuing And Discontinued Operation,-5081982.0,-3341320.0,-5002891.0
Total Expenses,2463043.0,5632541.0,2745525.0
Total Operating Income As Reported,-2463043.0,-5345824.0,-2745525.0
Diluted Average Shares,11799424.0,,3430902.0
Basic Average Shares,11799424.0,,3430902.0
Diluted EPS,-0.43,,-1.46
Basic EPS,-0.43,,-1.46
Diluted NI Availto Com Stockholders,-5081982.0,-3341320.0,-5002891.0
Net Income Common Stockholders,-5081982.0,-3341320.0,-5002891.0
Net Income,-5081982.0,-3341320.0,-5002891.0
Net Income Including Noncontrolling Interests,-5081982.0,-3341320.0,-5002891.0
Net Income Discontinuous Operations,-2596387.0,,-2235434.0
Net Income Continuous Operations,-2485595.0,-5576754.0,-2767457.0
Tax Provision,0.0,0.0,0.0
Pretax Income,-2485595.0,-5576754.0,-2767457.0
Other Income Expense,-7377.0,-46204.0,8602.0
Other Non Operating Income Expenses,-7377.0,-46204.0,8602.0
Net Non Operating Interest Income Expense,-15175.0,-184726.0,-30534.0
Interest Expense Non Operating,15175.0,184726.0,30534.0
Operating Income,-2463043.0,-5345824.0,-2745525.0
Operating Expense,2463043.0,5535413.0,2745525.0
Research And Development,59300.0,2966340.0,88748.0
Selling General And Administration,2403743.0,2356168.0,2656777.0
Selling And Marketing Expense,234043.0,804838.0,1071710.0
General And Administrative Expense,2169700.0,1551330.0,1585067.0
Other Gand A,520592.0,586975.0,496597.0
Insurance And Claims,52179.0,70519.0,59053.0
Salaries And Wages,1596929.0,893836.0,1029417.0
Total Revenue,0.0,286717.0,0.0
Operating Revenue,0.0,286717.0,0.0
