,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.0,0.0
Normalized EBITDA,-1065000.0,-1425000.0
Total Unusual Items,1378000.0,2261000.0
Total Unusual Items Excluding Goodwill,1378000.0,2261000.0
Net Income From Continuing Operation Net Minority Interest,-1311000.0,-816000.0
Reconciled Depreciation,250000.0,257000.0
Reconciled Cost Of Revenue,6125000.0,4894000.0
EBITDA,313000.0,836000.0
EBIT,63000.0,579000.0
Net Interest Income,-1252000.0,-1242000.0
Interest Expense,1374000.0,1395000.0
Interest Income,122000.0,153000.0
Normalized Income,-2689000.0,-3077000.0
Net Income From Continuing And Discontinued Operation,-1406000.0,-5607000.0
Total Expenses,8681000.0,7212000.0
Total Operating Income As Reported,-281000.0,489000.0
Diluted Average Shares,,29799241.0
Basic Average Shares,,29799241.0
Diluted EPS,,-0.19
Basic EPS,,-0.19
Diluted NI Availto Com Stockholders,-1406000.0,-5607000.0
Net Income Common Stockholders,-1406000.0,-5607000.0
Net Income,-1406000.0,-5607000.0
Net Income Including Noncontrolling Interests,-1406000.0,-5607000.0
Net Income Discontinuous Operations,-95000.0,-4791000.0
Net Income Continuous Operations,-1311000.0,-816000.0
Pretax Income,-1311000.0,-816000.0
Other Income Expense,1492000.0,2372000.0
Other Non Operating Income Expenses,114000.0,111000.0
Special Income Charges,1270000.0,2435000.0
Gain On Sale Of Business,2718000.0,2435000.0
Restructuring And Mergern Acquisition,1448000.0,0.0
Gain On Sale Of Security,108000.0,-174000.0
Net Non Operating Interest Income Expense,-1252000.0,-1242000.0
Interest Expense Non Operating,1374000.0,1395000.0
Interest Income Non Operating,122000.0,153000.0
Operating Income,-1551000.0,-1946000.0
Operating Expense,2556000.0,2318000.0
Research And Development,0.0,0.0
Selling General And Administration,2556000.0,2318000.0
Gross Profit,1005000.0,372000.0
Cost Of Revenue,6125000.0,4894000.0
Total Revenue,7130000.0,5266000.0
Operating Revenue,7130000.0,5266000.0
