,2026-03-31,2025-12-31,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,,55817.52,0.0
Tax Rate For Calcs,0.4,,0.22,0.0
Normalized EBITDA,2784690.0,,-335828.0,-2115253.0
Total Unusual Items,,,253716.0,54706.0
Total Unusual Items Excluding Goodwill,,,253716.0,54706.0
Net Income From Continuing Operation Net Minority Interest,2784690.0,,-108206.0,-6033020.0
Reconciled Cost Of Revenue,12006519.0,,5793453.0,1864130.0
EBITDA,2784690.0,,-82112.0,-2115253.0
EBIT,2784690.0,,-82112.0,-2115253.0
Net Interest Income,,,464671.0,-272259.0
Interest Expense,,,26093.0,407450.0
Interest Income,,,490764.0,135191.0
Normalized Income,2784690.0,,-152624.48,-6033020.0
Net Income From Continuing And Discontinued Operation,2784690.0,,-13725366.0,-6033120.0
Total Expenses,15565568.0,,10503818.0,7951316.0
Rent Expense Supplemental,11203698.0,,4775742.0,1948819.0
Total Operating Income As Reported,,,-925589.0,-1880151.0
Diluted Average Shares,63985766.0,58400371.0,58163341.0,57655366.0
Basic Average Shares,58631744.0,58400371.0,58163341.0,57655366.0
Diluted EPS,0.04,-0.07,-0.24,-0.1
Basic EPS,0.05,-0.07,-0.24,-0.1
Diluted NI Availto Com Stockholders,2784690.0,,-13725366.0,-6033120.0
Net Income Common Stockholders,2784690.0,,-13725366.0,-6033120.0
Net Income,2784690.0,,-13725366.0,-6033120.0
Net Income Including Noncontrolling Interests,2784690.0,,-13725365.0,-6033120.0
Net Income Discontinuous Operations,0.0,,-13617160.0,-100.0
Net Income Continuous Operations,2784690.0,,-108205.0,-6033020.0
Pretax Income,2784690.0,,-108205.0,-6033020.0
Other Income Expense,,,352712.0,-3917767.0
Other Non Operating Income Expenses,,,127767.0,-3917767.0
Special Income Charges,,,,174453.0
Write Off,,,,-174453.0
Earnings From Equity Interest,,,-28771.0,-49439.0
Gain On Sale Of Security,,,253716.0,54706.0
Net Non Operating Interest Income Expense,,,464671.0,-272259.0
Interest Expense Non Operating,,,26093.0,407450.0
Interest Income Non Operating,,,490764.0,135191.0
Operating Income,2784690.0,,-925588.0,-2115253.0
Operating Expense,3559049.0,,4710365.0,6087186.0
Other Operating Expenses,,,-4967.0,-728004.0
Selling General And Administration,3559049.0,,4715332.0,6087186.0
General And Administrative Expense,3559049.0,,4715332.0,6087186.0
Other Gand A,3559049.0,,4715332.0,6087186.0
Gross Profit,6343739.0,,3784777.0,3971933.0
Cost Of Revenue,12006519.0,,5793453.0,1864130.0
Total Revenue,18350258.0,,9578230.0,5836063.0
Operating Revenue,18350258.0,,9578230.0,5836063.0
