,2026-03-31,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-448028.595939,-2232750.0,-6440500.0,-3223500.0
Tax Rate For Calcs,0.279668,0.25,0.25,0.25
Normalized EBITDA,12916000.0,32201000.0,39474000.0,8168000.0
Total Unusual Items,-1602000.0,-8931000.0,-25762000.0,-12894000.0
Total Unusual Items Excluding Goodwill,-1602000.0,-8931000.0,-25762000.0,-12894000.0
Net Income From Continuing Operation Net Minority Interest,8875000.0,22583000.0,-9090000.0,-3006000.0
Reconciled Cost Of Revenue,232469000.0,285353000.0,247842000.0,285000000.0
EBITDA,11314000.0,23270000.0,13712000.0,-4726000.0
EBIT,11314000.0,23270000.0,13712000.0,-4726000.0
Net Interest Income,660000.0,457000.0,539000.0,411000.0
Interest Income,660000.0,457000.0,539000.0,411000.0
Normalized Income,10028971.404061,29281250.0,10231500.0,6664500.0
Net Income From Continuing And Discontinued Operation,8875000.0,22583000.0,-9090000.0,-3006000.0
Total Expenses,271309000.0,325762000.0,293623000.0,345444000.0
Total Operating Income As Reported,11314000.0,23270000.0,13712000.0,5422000.0
Diluted Average Shares,41966382.0,41669236.0,41563935.0,
Basic Average Shares,41966382.0,41591911.0,41563935.0,
Diluted EPS,0.21,0.54,-0.22,
Basic EPS,0.21,0.54,-0.22,
Diluted NI Availto Com Stockholders,8875000.0,22583000.0,-9090000.0,-3006000.0
Net Income Common Stockholders,8875000.0,22583000.0,-9090000.0,-3006000.0
Net Income,8875000.0,22583000.0,-9090000.0,-3006000.0
Minority Interests,1318000.0,-124000.0,3868000.0,4514000.0
Net Income Including Noncontrolling Interests,7557000.0,22707000.0,-12958000.0,-7520000.0
Net Income Continuous Operations,7557000.0,22707000.0,-12958000.0,-7520000.0
Tax Provision,2934000.0,-272000.0,2880000.0,1355000.0
Pretax Income,10491000.0,22435000.0,-10078000.0,-6165000.0
Other Income Expense,-1483000.0,-1292000.0,-24329000.0,-11998000.0
Other Non Operating Income Expenses,119000.0,7639000.0,1433000.0,896000.0
Special Income Charges,,,,-10425000.0
Restructuring And Mergern Acquisition,,,,0.0
Gain On Sale Of Security,-1602000.0,-8931000.0,-25762000.0,-2469000.0
Net Non Operating Interest Income Expense,660000.0,457000.0,539000.0,411000.0
Interest Income Non Operating,660000.0,457000.0,539000.0,411000.0
Operating Income,11314000.0,23270000.0,13712000.0,5422000.0
Operating Expense,38840000.0,40409000.0,45781000.0,60444000.0
Provision For Doubtful Accounts,9000.0,646000.0,754000.0,-44000.0
Research And Development,19637000.0,17437000.0,19562000.0,32661000.0
Selling General And Administration,19194000.0,22326000.0,25465000.0,27827000.0
Selling And Marketing Expense,866000.0,1299000.0,2113000.0,3652000.0
General And Administrative Expense,18328000.0,21027000.0,23352000.0,24175000.0
Other Gand A,18328000.0,21027000.0,23352000.0,24175000.0
Gross Profit,50154000.0,63679000.0,59493000.0,65866000.0
Cost Of Revenue,232469000.0,285353000.0,247842000.0,285000000.0
Total Revenue,282623000.0,349032000.0,307335000.0,350866000.0
Operating Revenue,282623000.0,349032000.0,307335000.0,350866000.0
