,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-1275.561801,-133341.487088,407190.0,-18231.995774,-1713390.0,,
Tax Rate For Calcs,0.001051,0.0079,0.21,0.004671,0.21,,
Normalized EBITDA,-57361000.0,-49224000.0,-76043000.0,-41627000.0,-53525000.0,,
Total Unusual Items,-1214000.0,-16879000.0,1939000.0,-3903000.0,-8159000.0,,
Total Unusual Items Excluding Goodwill,-1214000.0,-16879000.0,1939000.0,-3903000.0,-8159000.0,,
Net Income From Continuing Operation Net Minority Interest,-76059000.0,-80751000.0,-80755000.0,-60300000.0,-83310000.0,,
Reconciled Depreciation,12799000.0,13663000.0,14168000.0,16337000.0,14822000.0,,
Reconciled Cost Of Revenue,3098000.0,7301000.0,12802000.0,14822000.0,4090000.0,,
EBITDA,-58575000.0,-66103000.0,-74104000.0,-45530000.0,-61684000.0,,
EBIT,-71374000.0,-79766000.0,-88272000.0,-61867000.0,-76506000.0,,
Net Interest Income,3596000.0,4710000.0,5742000.0,6083000.0,6081000.0,,
Interest Income,3596000.0,4710000.0,5742000.0,6083000.0,6081000.0,,
Normalized Income,-74846275.561801,-64005341.487088,-82286810.0,-56415231.995774,-76864390.0,,
Net Income From Continuing And Discontinued Operation,-82587000.0,-80751000.0,-80755000.0,-60300000.0,-90957000.0,,
Total Expenses,90848000.0,103442000.0,127109000.0,111471000.0,114736000.0,,
Total Operating Income As Reported,-71374000.0,-70752000.0,-90017000.0,-65541000.0,-80972000.0,,
Diluted Average Shares,59563454.0,,55633718.0,54858982.0,54241619.0,53814706.0,
Basic Average Shares,59563454.0,,55633718.0,54858982.0,54241619.0,53814706.0,
Diluted EPS,-1.39,,-1.45,-1.1,-1.68,-2.0,
Basic EPS,-1.39,,-1.45,-1.1,-1.68,-2.0,
Diluted NI Availto Com Stockholders,-82587000.0,-80751000.0,-80755000.0,-60300000.0,-90957000.0,,
Net Income Common Stockholders,-82587000.0,-80751000.0,-80755000.0,-60300000.0,-90957000.0,,
Otherunder Preferred Stock Dividend,,,0.0,0.0,0.0,,29000.0
Net Income,-82587000.0,-80751000.0,-80755000.0,-60300000.0,-90957000.0,,
Net Income Including Noncontrolling Interests,-82587000.0,-80751000.0,-80755000.0,-60300000.0,-90957000.0,,
Net Income Discontinuous Operations,-6528000.0,,,,-7647000.0,,
Net Income Continuous Operations,-76059000.0,-80751000.0,-80755000.0,-60300000.0,-83310000.0,,
Tax Provision,-80000.0,-643000.0,1000.0,-283000.0,88000.0,,
Pretax Income,-76139000.0,-81394000.0,-80754000.0,-60583000.0,-83222000.0,,
Other Income Expense,-8361000.0,-16058000.0,1776000.0,-4799000.0,-12797000.0,,
Other Non Operating Income Expenses,-7147000.0,821000.0,-163000.0,-896000.0,-4638000.0,,
Special Income Charges,0.0,1138000.0,-1745000.0,-3674000.0,-6310000.0,,
Gain On Sale Of Business,,0.0,0.0,,,0.0,-7013000.0
Write Off,0.0,,0.0,0.0,1844000.0,,0.0
Impairment Of Capital Assets,,0.0,0.0,0.0,,0.0,0.0
Restructuring And Mergern Acquisition,0.0,706000.0,1745000.0,3674000.0,4466000.0,,
Earnings From Equity Interest,,,,,,0.0,0.0
Gain On Sale Of Security,-1214000.0,-18017000.0,3684000.0,-229000.0,-1849000.0,,
Net Non Operating Interest Income Expense,3596000.0,4710000.0,5742000.0,6083000.0,6081000.0,,
Interest Income Non Operating,3596000.0,4710000.0,5742000.0,6083000.0,6081000.0,,
Operating Income,-71374000.0,-70046000.0,-88272000.0,-61867000.0,-76506000.0,,
Operating Expense,87750000.0,96141000.0,114307000.0,96649000.0,110646000.0,,
Research And Development,49920000.0,50127000.0,69353000.0,53370000.0,70923000.0,,
Selling General And Administration,37830000.0,46014000.0,44954000.0,43279000.0,39723000.0,,
General And Administrative Expense,37830000.0,46014000.0,44954000.0,43279000.0,39723000.0,,
Other Gand A,37830000.0,46014000.0,44954000.0,43279000.0,39723000.0,,
Gross Profit,16376000.0,26095000.0,26035000.0,34782000.0,34140000.0,,
Cost Of Revenue,3098000.0,7301000.0,12802000.0,14822000.0,4090000.0,,
Total Revenue,19474000.0,33396000.0,38837000.0,49604000.0,38230000.0,,
Operating Revenue,19474000.0,33396000.0,38837000.0,49604000.0,38230000.0,,
