,2026-03-31,2025-12-31,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.255435,0.254045,0.22367,0.372624
Normalized EBITDA,62300000.0,68500000.0,98300000.0,33200000.0
Net Income From Continuing Operation Net Minority Interest,41100000.0,46400000.0,71500000.0,16500000.0
Reconciled Cost Of Revenue,1336500000.0,1087500000.0,1085100000.0,1087600000.0
EBITDA,62300000.0,68500000.0,98300000.0,33200000.0
EBIT,62300000.0,68500000.0,98300000.0,33200000.0
Net Interest Income,-7100000.0,-6700000.0,-6200000.0,-6900000.0
Interest Expense,7100000.0,6700000.0,6200000.0,6900000.0
Normalized Income,41100000.0,46400000.0,71500000.0,16500000.0
Net Income From Continuing And Discontinued Operation,41100000.0,46400000.0,71500000.0,16500000.0
Total Expenses,1451000000.0,1142100000.0,1145200000.0,1146900000.0
Diluted Average Shares,33688525.0,33623188.0,33675442.0,33675442.0
Basic Average Shares,33688525.0,33623188.0,33675442.0,33675442.0
Diluted EPS,1.22,1.38,2.123209,0.489971
Basic EPS,1.22,1.38,2.123209,0.489971
Diluted NI Availto Com Stockholders,41100000.0,46400000.0,71500000.0,16500000.0
Net Income Common Stockholders,41100000.0,46400000.0,71500000.0,16500000.0
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0
Net Income,41100000.0,46400000.0,71500000.0,16500000.0
Net Income Including Noncontrolling Interests,41100000.0,46100000.0,71500000.0,16500000.0
Net Income Continuous Operations,41100000.0,46100000.0,71500000.0,16500000.0
Tax Provision,14100000.0,15700000.0,20600000.0,9800000.0
Pretax Income,55200000.0,61800000.0,92100000.0,26300000.0
Other Non Operating Income Expenses,17300000.0,17900000.0,9200000.0,13600000.0
Net Non Operating Interest Income Expense,-7100000.0,-6700000.0,-6200000.0,-6900000.0
Interest Expense Non Operating,7100000.0,6700000.0,6200000.0,6900000.0
Operating Income,44400000.0,49000000.0,88600000.0,17900000.0
Operating Expense,114500000.0,54600000.0,60100000.0,59300000.0
Other Operating Expenses,114500000.0,54600000.0,60100000.0,59300000.0
Gross Profit,158900000.0,103600000.0,148700000.0,77200000.0
Cost Of Revenue,1336500000.0,1087500000.0,1085100000.0,1087600000.0
Total Revenue,1495400000.0,1191100000.0,1233800000.0,1164800000.0
Operating Revenue,1495400000.0,1191100000.0,1233800000.0,1164800000.0
