,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.0,0.0,0.001487
Normalized EBITDA,-857892.0,-826291.0,818587.0
Total Unusual Items,,,0.0
Total Unusual Items Excluding Goodwill,,,0.0
Net Income From Continuing Operation Net Minority Interest,-1203971.0,-1424886.0,537268.0
Reconciled Depreciation,251558.0,240323.0,238893.0
Reconciled Cost Of Revenue,4100214.0,3417288.0,2576302.0
EBITDA,-857892.0,-826291.0,818587.0
EBIT,-1109450.0,-1066614.0,579694.0
Net Interest Income,-94521.0,-341347.0,-41626.0
Interest Expense,94521.0,341347.0,41626.0
Normalized Income,-1203971.0,-1424886.0,537268.0
Net Income From Continuing And Discontinued Operation,-1203971.0,-1424886.0,537268.0
Total Expenses,5391513.0,4785386.0,3473327.0
Rent Expense Supplemental,576501.0,556999.0,507242.0
Total Operating Income As Reported,-1702573.0,-1273597.0,213280.0
Diluted Average Shares,5958396.0,5958396.0,
Basic Average Shares,5958396.0,5958396.0,
Diluted EPS,-0.25,-0.24,
Basic EPS,-0.25,-0.24,
Diluted NI Availto Com Stockholders,-1203971.0,-1424886.0,537268.0
Net Income Common Stockholders,-1203971.0,-1424886.0,537268.0
Net Income,-1203971.0,-1424886.0,537268.0
Net Income Including Noncontrolling Interests,-1203971.0,-1424886.0,537268.0
Net Income Continuous Operations,-1203971.0,-1424886.0,537268.0
Tax Provision,0.0,16925.0,800.0
Pretax Income,-1203971.0,-1407961.0,538068.0
Other Income Expense,593123.0,206983.0,366414.0
Other Non Operating Income Expenses,593123.0,206983.0,366414.0
Special Income Charges,,,0.0
Gain On Sale Of Ppe,,,0.0
Net Non Operating Interest Income Expense,-94521.0,-341347.0,-41626.0
Interest Expense Non Operating,94521.0,341347.0,41626.0
Operating Income,-1702573.0,-1273597.0,213280.0
Operating Expense,1291299.0,1368098.0,897025.0
Other Operating Expenses,,42154.0,0.0
Selling General And Administration,1291299.0,1325944.0,897025.0
Selling And Marketing Expense,25146.0,60787.0,19104.0
General And Administrative Expense,1266153.0,1265157.0,877921.0
Other Gand A,1266153.0,1265157.0,877921.0
Gross Profit,-411274.0,94501.0,1110305.0
Cost Of Revenue,4100214.0,3417288.0,2576302.0
Total Revenue,3688940.0,3511789.0,3686607.0
Operating Revenue,3688940.0,3511789.0,3686607.0
