,2026-03-31,2025-12-31,2025-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.25,0.0
Normalized EBITDA,-192325.0,-211349.0,-44636.0
Net Income From Continuing Operation Net Minority Interest,1835182.0,345007.0,-44636.0
EBITDA,-192325.0,-211349.0,-44636.0
EBIT,-192325.0,-211349.0,-44636.0
Net Interest Income,2027507.0,,
Interest Income,2027507.0,,
Normalized Income,1835182.0,345007.0,-44636.0
Net Income From Continuing And Discontinued Operation,1835182.0,345007.0,-44636.0
Total Expenses,192325.0,211349.0,44636.0
Total Operating Income As Reported,-192325.0,,
Diluted NI Availto Com Stockholders,1835182.0,345007.0,-44636.0
Net Income Common Stockholders,1835182.0,345007.0,-44636.0
Net Income,1835182.0,345007.0,-44636.0
Net Income Including Noncontrolling Interests,1835182.0,345007.0,-44636.0
Net Income Continuous Operations,1835182.0,345007.0,-44636.0
Pretax Income,1835182.0,345007.0,-44636.0
Net Non Operating Interest Income Expense,2027507.0,,
Interest Income Non Operating,2027507.0,,
Operating Income,-192325.0,-211349.0,-44636.0
Operating Expense,192325.0,211349.0,44636.0
Selling General And Administration,192325.0,211349.0,44636.0
General And Administrative Expense,192325.0,211349.0,44636.0
Other Gand A,192325.0,211349.0,44636.0
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
