,2026-03-31,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.228,0.367
Normalized EBITDA,164498000.0,110428000.0
Net Income From Continuing Operation Net Minority Interest,53309000.0,-4324000.0
Reconciled Depreciation,51528000.0,48994000.0
Reconciled Cost Of Revenue,208510000.0,202254000.0
EBITDA,164498000.0,110428000.0
EBIT,112970000.0,61434000.0
Net Interest Income,-43958000.0,-68260000.0
Interest Expense,43958000.0,68260000.0
Normalized Income,53309000.0,-4324000.0
Net Income From Continuing And Discontinued Operation,53309000.0,-4324000.0
Total Expenses,348355000.0,319874000.0
Total Operating Income As Reported,110503000.0,60205000.0
Diluted Average Shares,404330766.0,404330767.0
Basic Average Shares,404330766.0,404330767.0
Diluted EPS,0.131845,-0.010694
Basic EPS,0.131845,-0.010694
Diluted NI Availto Com Stockholders,53309000.0,-4324000.0
Net Income Common Stockholders,53309000.0,-4324000.0
Net Income,53309000.0,-4324000.0
Net Income Including Noncontrolling Interests,53309000.0,-4324000.0
Net Income Continuous Operations,53309000.0,-4324000.0
Tax Provision,15703000.0,-2502000.0
Pretax Income,69012000.0,-6826000.0
Other Income Expense,2467000.0,1229000.0
Other Non Operating Income Expenses,2467000.0,1229000.0
Net Non Operating Interest Income Expense,-43958000.0,-68260000.0
Interest Expense Non Operating,43958000.0,68260000.0
Operating Income,110503000.0,60205000.0
Operating Expense,124340000.0,102706000.0
Depreciation Amortization Depletion Income Statement,36023000.0,34080000.0
Depreciation And Amortization In Income Statement,36023000.0,34080000.0
Amortization,36023000.0,34080000.0
Amortization Of Intangibles Income Statement,36023000.0,34080000.0
Selling General And Administration,88317000.0,68626000.0
Selling And Marketing Expense,88317000.0,68626000.0
Gross Profit,234843000.0,162911000.0
Cost Of Revenue,224015000.0,217168000.0
Total Revenue,458858000.0,380079000.0
Operating Revenue,458858000.0,380079000.0
