,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-5720000.0,-492675.159236,-146400.0,-7951500.0,-7543800.0,,
Tax Rate For Calcs,0.4,0.18949,0.183,0.279,0.297,,
Normalized EBITDA,81400000.0,116700000.0,106700000.0,98700000.0,73400000.0,,
Total Unusual Items,-14300000.0,-2600000.0,-800000.0,-28500000.0,-25400000.0,,
Total Unusual Items Excluding Goodwill,-14300000.0,-2600000.0,-800000.0,-28500000.0,-25400000.0,,
Net Income From Continuing Operation Net Minority Interest,5000000.0,49600000.0,41100000.0,12200000.0,-8300000.0,,
Reconciled Depreciation,31400000.0,30700000.0,31700000.0,31200000.0,33900000.0,,
Reconciled Cost Of Revenue,678700000.0,824400000.0,700100000.0,681200000.0,638700000.0,,
EBITDA,67100000.0,114100000.0,105900000.0,70200000.0,48000000.0,,
EBIT,35700000.0,83400000.0,74200000.0,39000000.0,14100000.0,,
Net Interest Income,-20400000.0,-17800000.0,-19700000.0,-19300000.0,-20000000.0,,
Interest Expense,23300000.0,20600000.0,21800000.0,21800000.0,21500000.0,,
Interest Income,2900000.0,2800000.0,2100000.0,2500000.0,1500000.0,,
Normalized Income,13580000.0,51707324.840764,41753600.0,32748500.0,9556200.0,,
Net Income From Continuing And Discontinued Operation,5000000.0,49600000.0,41100000.0,12200000.0,-8300000.0,,
Total Expenses,847200000.0,1021800000.0,871400000.0,852700000.0,804700000.0,,
Total Operating Income As Reported,32700000.0,82400000.0,73800000.0,56200000.0,29600000.0,,
Diluted Average Shares,35700000.0,36300000.0,37000000.0,37500000.0,37600000.0,,
Basic Average Shares,35100000.0,35800000.0,36500000.0,37200000.0,37600000.0,,
Diluted EPS,0.14,1.37,1.11,0.33,-0.22,,
Basic EPS,0.14,1.39,1.13,0.33,-0.22,,
Diluted NI Availto Com Stockholders,5000000.0,49600000.0,41100000.0,12200000.0,-8300000.0,,
Net Income Common Stockholders,5000000.0,49600000.0,41100000.0,12200000.0,-8300000.0,,
Net Income,5000000.0,49600000.0,41100000.0,12200000.0,-8300000.0,,
Minority Interests,-500000.0,-900000.0,-600000.0,-500000.0,-800000.0,,
Net Income Including Noncontrolling Interests,5500000.0,50500000.0,41700000.0,12700000.0,-7500000.0,,
Net Income Continuous Operations,5500000.0,50500000.0,41700000.0,12700000.0,-7500000.0,,
Earnings From Equity Interest Net Of Tax,-1200000.0,-400000.0,-1100000.0,300000.0,-2300000.0,,
Tax Provision,5700000.0,11900000.0,9600000.0,4800000.0,-2200000.0,,
Pretax Income,12400000.0,62800000.0,52400000.0,17200000.0,-7400000.0,,
Other Income Expense,-11800000.0,-1800000.0,-1700000.0,-26000000.0,-23900000.0,,
Other Non Operating Income Expenses,2500000.0,800000.0,-900000.0,2500000.0,1500000.0,,
Special Income Charges,-11900000.0,,,-6300000.0,-6900000.0,-8400000.0,-2200000.0
Gain On Sale Of Ppe,,,,,,,-600000.0
Write Off,,,,,,-900000.0,1600000.0
Restructuring And Mergern Acquisition,11900000.0,,,6300000.0,6900000.0,0.0,0.0
Gain On Sale Of Security,-2400000.0,-2600000.0,-800000.0,-22200000.0,-18500000.0,,
Net Non Operating Interest Income Expense,-20400000.0,-17800000.0,-19700000.0,-19300000.0,-20000000.0,,
Interest Expense Non Operating,23300000.0,20600000.0,21800000.0,21800000.0,21500000.0,,
Interest Income Non Operating,2900000.0,2800000.0,2100000.0,2500000.0,1500000.0,,
Operating Income,44600000.0,82400000.0,73800000.0,62500000.0,36400000.0,,
Operating Expense,168500000.0,197400000.0,171300000.0,171500000.0,166000000.0,,
Other Operating Expenses,1100000.0,,100000.0,1200000.0,-1700000.0,,
Research And Development,22100000.0,21400000.0,20300000.0,22400000.0,22700000.0,,
Selling General And Administration,145300000.0,175600000.0,150900000.0,147900000.0,145000000.0,,
Gross Profit,213100000.0,279800000.0,245100000.0,234000000.0,202400000.0,,
Cost Of Revenue,678700000.0,824400000.0,700100000.0,681200000.0,638700000.0,,
Total Revenue,891800000.0,1104200000.0,945200000.0,915200000.0,841100000.0,,
Operating Revenue,891800000.0,1104200000.0,945200000.0,915200000.0,841100000.0,,
