,2026-03-31,2025-09-30
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.4,0.21
Normalized EBITDA,-180455.0,-197522.0
Net Income From Continuing Operation Net Minority Interest,2893630.0,1070544.0
EBITDA,-180455.0,-197522.0
EBIT,-180455.0,-197522.0
Net Interest Income,3074085.0,1268066.0
Interest Income,3074085.0,1268066.0
Normalized Income,2893630.0,1070544.0
Net Income From Continuing And Discontinued Operation,2893630.0,1070544.0
Total Expenses,180455.0,197522.0
Total Operating Income As Reported,-180455.0,-197522.0
Diluted Average Shares,43125000.0,21375000.0
Basic Average Shares,43125000.0,20665761.0
Diluted EPS,0.07,0.05
Basic EPS,0.07,0.05
Diluted NI Availto Com Stockholders,2893630.0,1070544.0
Net Income Common Stockholders,2893630.0,1070544.0
Net Income,2893630.0,1070544.0
Net Income Including Noncontrolling Interests,2893630.0,1070544.0
Net Income Continuous Operations,2893630.0,1070544.0
Pretax Income,2893630.0,1070544.0
Net Non Operating Interest Income Expense,3074085.0,1268066.0
Interest Income Non Operating,3074085.0,1268066.0
Operating Income,-180455.0,-197522.0
Operating Expense,180455.0,197522.0
Selling General And Administration,180455.0,197522.0
General And Administrative Expense,180455.0,197522.0
Other Gand A,180455.0,197522.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
