,2026-03-31,2025-12-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.4,0.0
Normalized EBITDA,-205230.0,-49541.0
Net Income From Continuing Operation Net Minority Interest,921491.0,-49541.0
EBITDA,-205230.0,-49541.0
EBIT,-205230.0,-49541.0
Net Interest Income,1126721.0,
Interest Income,1126721.0,
Normalized Income,921491.0,-49541.0
Net Income From Continuing And Discontinued Operation,921491.0,-49541.0
Total Expenses,205230.0,49541.0
Total Operating Income As Reported,-205230.0,-49541.0
Diluted Average Shares,19441688.0,5833333.0
Basic Average Shares,19441688.0,5833333.0
Diluted EPS,0.05,-0.01
Basic EPS,0.05,-0.01
Diluted NI Availto Com Stockholders,921491.0,-49541.0
Net Income Common Stockholders,921491.0,-49541.0
Net Income,921491.0,-49541.0
Net Income Including Noncontrolling Interests,921491.0,-49541.0
Net Income Continuous Operations,921491.0,-49541.0
Pretax Income,921491.0,-49541.0
Net Non Operating Interest Income Expense,1126721.0,
Interest Income Non Operating,1126721.0,
Operating Income,-205230.0,-49541.0
Operating Expense,205230.0,49541.0
Selling General And Administration,205230.0,49541.0
General And Administrative Expense,205230.0,49541.0
Other Gand A,205230.0,49541.0
Total Revenue,0.0,0.0
Operating Revenue,0.0,0.0
