,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.21,0.21,0.21,0.0
Normalized EBITDA,-1354344.0,-272055.0,-180652.0,-156028.0,-60685.0
Net Income From Continuing Operation Net Minority Interest,1371432.0,2689837.0,2993917.0,2052904.0,-60685.0
EBITDA,-1354344.0,-272055.0,-180652.0,-156028.0,-60685.0
EBIT,-1354344.0,-272055.0,-180652.0,-156028.0,-60685.0
Net Interest Income,2725776.0,2961892.0,3174569.0,2208932.0,0.0
Interest Income,2725776.0,2961892.0,3174569.0,2208932.0,0.0
Normalized Income,1371432.0,2689837.0,2993917.0,2052904.0,-60685.0
Net Income From Continuing And Discontinued Operation,1371432.0,2689837.0,2993917.0,2052904.0,-60685.0
Total Expenses,1354344.0,272055.0,180652.0,156028.0,60685.0
Total Operating Income As Reported,-1354344.0,-272055.0,-180652.0,-156028.0,-60685.0
Diluted Average Shares,38390825.0,,38390825.0,30154272.0,34456250.0
Basic Average Shares,38390825.0,,38390825.0,29893272.0,34456250.0
Diluted EPS,0.04,,0.077985,0.07,-0.001761
Basic EPS,0.04,,0.077985,0.07,-0.001761
Diluted NI Availto Com Stockholders,1371432.0,2689837.0,2993917.0,2052904.0,-60685.0
Net Income Common Stockholders,1371432.0,2689837.0,2993917.0,2052904.0,-60685.0
Net Income,1371432.0,2689837.0,2993917.0,2052904.0,-60685.0
Net Income Including Noncontrolling Interests,1371432.0,2689837.0,2993917.0,2052904.0,-60685.0
Net Income Continuous Operations,1371432.0,2689837.0,2993917.0,2052904.0,-60685.0
Pretax Income,1371432.0,2689837.0,2993917.0,2052904.0,-60685.0
Net Non Operating Interest Income Expense,2725776.0,2961892.0,3174569.0,2208932.0,0.0
Interest Income Non Operating,2725776.0,2961892.0,3174569.0,2208932.0,0.0
Operating Income,-1354344.0,-272055.0,-180652.0,-156028.0,-60685.0
Operating Expense,1354344.0,272055.0,180652.0,156028.0,60685.0
Selling General And Administration,1354344.0,272055.0,180652.0,156028.0,60685.0
General And Administrative Expense,1354344.0,272055.0,180652.0,156028.0,60685.0
Other Gand A,1354344.0,272055.0,180652.0,156028.0,60685.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
