,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,4949.00037,50658.888548,-66446.021648,-109988.439841,-45811.350525
Tax Rate For Calcs,0.190346,0.101116,0.222227,0.205586,0.152705
Normalized EBITDA,28218000.0,25895000.0,28630000.0,29551000.0,28024000.0
Total Unusual Items,26000.0,501000.0,-299000.0,-535000.0,-300000.0
Total Unusual Items Excluding Goodwill,26000.0,501000.0,-299000.0,-535000.0,-300000.0
Net Income From Continuing Operation Net Minority Interest,17495000.0,17566000.0,16383000.0,17180000.0,17184000.0
Reconciled Depreciation,4899000.0,4923000.0,4874000.0,4719000.0,4634000.0
Reconciled Cost Of Revenue,109840000.0,106947000.0,111811000.0,107633000.0,105997000.0
EBITDA,28244000.0,26396000.0,28331000.0,29016000.0,27724000.0
EBIT,23345000.0,21473000.0,23457000.0,24297000.0,23090000.0
Net Interest Income,-1737000.0,-1931000.0,-2393000.0,-2671000.0,-2809000.0
Interest Expense,1737000.0,1931000.0,2393000.0,2671000.0,2809000.0
Normalized Income,17473949.00037,17115658.888548,16615553.978352,17605011.560159,17438188.649475
Net Income From Continuing And Discontinued Operation,17495000.0,17566000.0,16383000.0,17180000.0,17184000.0
Total Expenses,130861000.0,127912000.0,130880000.0,126312000.0,124722000.0
Total Operating Income As Reported,23367000.0,21504000.0,23379000.0,24329000.0,23126000.0
Diluted Average Shares,7799000.0,7806000.0,7780000.0,7773000.0,7776000.0
Basic Average Shares,7721000.0,7713000.0,7712000.0,7709000.0,7688000.0
Diluted EPS,2.24,2.25,2.11,2.21,2.21
Basic EPS,2.27,2.28,2.12,2.23,2.24
Diluted NI Availto Com Stockholders,17495000.0,17566000.0,16383000.0,17180000.0,17184000.0
Net Income Common Stockholders,17495000.0,17566000.0,16383000.0,17180000.0,17184000.0
Net Income,17495000.0,17566000.0,16383000.0,17180000.0,17184000.0
Net Income Including Noncontrolling Interests,17495000.0,17566000.0,16383000.0,17180000.0,17184000.0
Net Income Continuous Operations,17495000.0,17566000.0,16383000.0,17180000.0,17184000.0
Tax Provision,4113000.0,1976000.0,4681000.0,4446000.0,3097000.0
Pretax Income,21608000.0,19542000.0,21064000.0,21626000.0,20281000.0
Other Income Expense,4000.0,470000.0,-221000.0,-567000.0,-336000.0
Other Non Operating Income Expenses,-22000.0,-31000.0,78000.0,-32000.0,-36000.0
Special Income Charges,26000.0,501000.0,-299000.0,-535000.0,-300000.0
Gain On Sale Of Ppe,26000.0,-27000.0,-22000.0,11000.0,0.0
Restructuring And Mergern Acquisition,0.0,-528000.0,277000.0,546000.0,300000.0
Net Non Operating Interest Income Expense,-1737000.0,-1931000.0,-2393000.0,-2671000.0,-2809000.0
Interest Expense Non Operating,1737000.0,1931000.0,2393000.0,2671000.0,2809000.0
Operating Income,23341000.0,21003000.0,23678000.0,24864000.0,23426000.0
Operating Expense,21021000.0,20965000.0,19069000.0,18679000.0,18725000.0
Selling General And Administration,21021000.0,20965000.0,19069000.0,18679000.0,18725000.0
Gross Profit,44362000.0,41968000.0,42747000.0,43543000.0,42151000.0
Cost Of Revenue,109840000.0,106947000.0,111811000.0,107633000.0,105997000.0
Total Revenue,154202000.0,148915000.0,154558000.0,151176000.0,148148000.0
Operating Revenue,154202000.0,148915000.0,154558000.0,151176000.0,148148000.0
