,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,-1524784.323875,577500.0,-496080.0,-11334540.0,,
Tax Rate For Calcs,0.4,0.003893,0.21,0.04,0.21,,
Normalized EBITDA,12701000.0,29706000.0,15023000.0,25173000.0,25269000.0,,
Total Unusual Items,0.0,-391705000.0,2750000.0,-12402000.0,-53974000.0,,
Total Unusual Items Excluding Goodwill,0.0,-391705000.0,2750000.0,-12402000.0,-53974000.0,,
Net Income From Continuing Operation Net Minority Interest,-26632000.0,-429131000.0,-20864000.0,-19897000.0,-64618000.0,,
Reconciled Depreciation,21555000.0,45037000.0,23615000.0,23141000.0,24058000.0,,
Reconciled Cost Of Revenue,412472000.0,371466000.0,379759000.0,343943000.0,381178000.0,,
EBITDA,12701000.0,-361999000.0,17773000.0,12771000.0,-28705000.0,,
EBIT,-8854000.0,-407036000.0,-5842000.0,-10370000.0,-52763000.0,,
Net Interest Income,-15854000.0,-18142000.0,-15511000.0,-10517000.0,-9111000.0,,
Interest Expense,16868000.0,23772000.0,14116000.0,10352000.0,10385000.0,,
Interest Income,1014000.0,868000.0,964000.0,1084000.0,1274000.0,,
Normalized Income,-26632000.0,-38950784.323875,-23036500.0,-7991080.0,-21978540.0,,
Net Income From Continuing And Discontinued Operation,-26632000.0,-429131000.0,-20864000.0,-19897000.0,-64618000.0,,
Total Expenses,506845000.0,489159000.0,480966000.0,442293000.0,483645000.0,,
Total Operating Income As Reported,-10599000.0,-408231000.0,886000.0,-1171000.0,-1622000.0,,
Diluted Average Shares,111905000.0,111612000.0,114066000.0,115882000.0,115315000.0,,
Basic Average Shares,111905000.0,111612000.0,114066000.0,115882000.0,115315000.0,,
Diluted EPS,-0.24,-3.84,-0.24,-0.44,-0.63,,
Basic EPS,-0.24,-3.84,-0.24,-0.44,-0.63,,
Diluted NI Availto Com Stockholders,-26632000.0,-429131000.0,-26930000.0,-51090000.0,-72250000.0,,
Net Income Common Stockholders,-26632000.0,-429131000.0,-26930000.0,-51090000.0,-72250000.0,,
Preferred Stock Dividends,,0.0,6066000.0,31193000.0,7632000.0,7813000.0,
Net Income,-26632000.0,-429131000.0,-20864000.0,-19897000.0,-64618000.0,,
Net Income Including Noncontrolling Interests,-26632000.0,-429131000.0,-20864000.0,-19897000.0,-64618000.0,,
Net Income Continuous Operations,-26632000.0,-429131000.0,-20864000.0,-19897000.0,-64618000.0,,
Tax Provision,910000.0,-1677000.0,906000.0,-825000.0,1470000.0,,
Pretax Income,-25722000.0,-430808000.0,-19958000.0,-20722000.0,-63148000.0,,
Other Income Expense,731000.0,-392226000.0,-3014000.0,-12240000.0,-54041000.0,,
Other Non Operating Income Expenses,742000.0,-552000.0,-5920000.0,-35000.0,-48000.0,,
Special Income Charges,0.0,-391705000.0,2750000.0,-12206000.0,-1626000.0,,
Gain On Sale Of Ppe,,,,,,0.0,0.0
Other Special Charges,,3914000.0,-1661000.0,9000000.0,1906000.0,,
Impairment Of Capital Assets,,,,,,2588000.0,0.0
Restructuring And Mergern Acquisition,0.0,4658000.0,-1089000.0,3206000.0,-280000.0,,
Earnings From Equity Interest,-11000.0,31000.0,156000.0,197000.0,-19000.0,,
Gain On Sale Of Security,,0.0,,-196000.0,-52348000.0,,
Net Non Operating Interest Income Expense,-15854000.0,-18142000.0,-15511000.0,-10517000.0,-9111000.0,,
Total Other Finance Cost,,,2359000.0,1249000.0,,,885000.0
Interest Expense Non Operating,16868000.0,23772000.0,14116000.0,10352000.0,10385000.0,,
Interest Income Non Operating,1014000.0,868000.0,964000.0,1084000.0,1274000.0,,
Operating Income,-10599000.0,-20440000.0,-1433000.0,2035000.0,4000.0,,
Operating Expense,94373000.0,117693000.0,101207000.0,98350000.0,102467000.0,,
Depreciation Amortization Depletion Income Statement,21555000.0,45037000.0,23615000.0,23141000.0,24058000.0,,
Depreciation And Amortization In Income Statement,21555000.0,45037000.0,23615000.0,23141000.0,24058000.0,,
Selling General And Administration,72818000.0,72656000.0,77592000.0,75209000.0,78409000.0,,
General And Administrative Expense,72818000.0,,,,78409000.0,,
Other Gand A,72818000.0,,,,78409000.0,,
Gross Profit,83774000.0,97253000.0,99774000.0,100385000.0,102471000.0,,
Cost Of Revenue,412472000.0,371466000.0,379759000.0,343943000.0,381178000.0,,
Total Revenue,496246000.0,468719000.0,479533000.0,444328000.0,483649000.0,,
Operating Revenue,496246000.0,468719000.0,479533000.0,444328000.0,483649000.0,,
