,2026-03-31,2025-12-31,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-1629200.0,-615510.969582,-857480.0,-998625.083759
Tax Rate For Calcs,0.4,0.198488,0.26,0.260602
Normalized EBITDA,40175000.0,79199000.0,38730000.0,73471000.0
Total Unusual Items,-4073000.0,-3101000.0,-3298000.0,-3832000.0
Total Unusual Items Excluding Goodwill,-4073000.0,-3101000.0,-3298000.0,-3832000.0
Net Income From Continuing Operation Net Minority Interest,2517000.0,41027000.0,13145000.0,38621000.0
Reconciled Depreciation,18615000.0,19021000.0,16758000.0,16512000.0
Reconciled Cost Of Revenue,321586000.0,352302000.0,296121000.0,326722000.0
EBITDA,36102000.0,76098000.0,35432000.0,69639000.0
EBIT,17487000.0,57077000.0,18674000.0,53127000.0
Net Interest Income,-15107000.0,-5342000.0,-503000.0,-483000.0
Interest Expense,15304000.0,5890000.0,903000.0,894000.0
Interest Income,197000.0,548000.0,400000.0,411000.0
Normalized Income,4960800.0,43512489.030418,15585520.0,41454374.916241
Net Income From Continuing And Discontinued Operation,2517000.0,41027000.0,13145000.0,38621000.0
Total Expenses,556733000.0,589207000.0,511766000.0,543659000.0
Total Operating Income As Reported,17290000.0,56519000.0,17700000.0,52270000.0
Diluted Average Shares,128108365.0,130367060.0,132203472.0,
Basic Average Shares,125850000.0,130367060.0,129547731.0,
Diluted EPS,0.02,0.316179,0.09943,
Basic EPS,0.02,0.316179,0.101468,
Diluted NI Availto Com Stockholders,2517000.0,41027000.0,13145000.0,38621000.0
Net Income Common Stockholders,2517000.0,41027000.0,13145000.0,38621000.0
Net Income,2517000.0,41027000.0,13145000.0,38621000.0
Net Income Including Noncontrolling Interests,2517000.0,41027000.0,13145000.0,38621000.0
Net Income Continuous Operations,2517000.0,41027000.0,13145000.0,38621000.0
Tax Provision,-334000.0,10160000.0,4626000.0,13612000.0
Pretax Income,2183000.0,51187000.0,17771000.0,52233000.0
Other Income Expense,-4073000.0,-3091000.0,-2724000.0,-3386000.0
Other Non Operating Income Expenses,,10000.0,574000.0,446000.0
Special Income Charges,-4073000.0,-3101000.0,-3298000.0,-3832000.0
Gain On Sale Of Ppe,0.0,21000.0,-21000.0,-7000.0
Other Special Charges,4073000.0,3122000.0,2985000.0,1764000.0
Restructuring And Mergern Acquisition,0.0,0.0,292000.0,0.0
Net Non Operating Interest Income Expense,-15107000.0,-5342000.0,-503000.0,-483000.0
Interest Expense Non Operating,15304000.0,5890000.0,903000.0,894000.0
Interest Income Non Operating,197000.0,548000.0,400000.0,411000.0
Operating Income,21363000.0,59620000.0,20998000.0,56102000.0
Operating Expense,235147000.0,236905000.0,215645000.0,216937000.0
Other Operating Expenses,,3625000.0,,1764000.0
Selling General And Administration,235147000.0,236905000.0,215645000.0,216937000.0
General And Administrative Expense,,236905000.0,,216937000.0
Other Gand A,,236905000.0,,216937000.0
Gross Profit,256510000.0,296525000.0,236643000.0,273039000.0
Cost Of Revenue,321586000.0,352302000.0,296121000.0,326722000.0
Total Revenue,578096000.0,648827000.0,532764000.0,599761000.0
Operating Revenue,578096000.0,648827000.0,532764000.0,599761000.0
