,2026-03-31,2025-12-31,2025-09-30
Tax Effect Of Unusual Items,-8313.2,0.0,0.0
Tax Rate For Calcs,0.4,0.21,0.0
Normalized EBITDA,-187858.0,-459948.0,-40842.0
Total Unusual Items,-20783.0,,
Total Unusual Items Excluding Goodwill,-20783.0,,
Net Income From Continuing Operation Net Minority Interest,1618818.0,191801.0,-40842.0
EBITDA,-208641.0,-459948.0,-40842.0
EBIT,-208641.0,-459948.0,-40842.0
Net Interest Income,1833242.0,,
Interest Income,1833242.0,,
Normalized Income,1631287.8,191801.0,-40842.0
Net Income From Continuing And Discontinued Operation,1618818.0,191801.0,-40842.0
Total Expenses,208641.0,459948.0,40842.0
Total Operating Income As Reported,-229424.0,-213031.0,-40842.0
Diluted NI Availto Com Stockholders,1618818.0,191801.0,-40842.0
Net Income Common Stockholders,1618818.0,191801.0,-40842.0
Net Income,1618818.0,191801.0,-40842.0
Net Income Including Noncontrolling Interests,1618818.0,191801.0,-40842.0
Net Income Continuous Operations,1618818.0,191801.0,-40842.0
Pretax Income,1618818.0,191801.0,-40842.0
Other Income Expense,-5783.0,,
Other Non Operating Income Expenses,15000.0,,
Special Income Charges,-20783.0,,
Other Special Charges,20783.0,,
Net Non Operating Interest Income Expense,1833242.0,,
Interest Income Non Operating,1833242.0,,
Operating Income,-208641.0,-459948.0,-40842.0
Operating Expense,208641.0,459948.0,40842.0
Selling General And Administration,208641.0,459948.0,40842.0
General And Administrative Expense,208641.0,459948.0,40842.0
Other Gand A,192453.0,124473.0,40842.0
Insurance And Claims,16188.0,,
Total Revenue,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0
