,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.21,0.21,0.21,0.21
Normalized EBITDA,-799742.0,-588767.0,-1506786.0,-1509847.0,-119286.0
Net Income From Continuing Operation Net Minority Interest,1291701.0,1683844.0,929008.0,895779.0,621591.0
EBITDA,-799742.0,-588767.0,-1506786.0,-1509847.0,-119286.0
EBIT,-799742.0,-588767.0,-1506786.0,-1509847.0,-119286.0
Net Interest Income,2091443.0,2272611.0,2435794.0,2405626.0,740877.0
Interest Income,2091443.0,2272611.0,2435794.0,2405626.0,740877.0
Normalized Income,1291701.0,1683844.0,929008.0,895779.0,621591.0
Net Income From Continuing And Discontinued Operation,1291701.0,1683844.0,929008.0,895779.0,621591.0
Total Expenses,799742.0,588767.0,1506786.0,1509847.0,119286.0
Total Operating Income As Reported,-799742.0,-588767.0,-1506786.0,-1509847.0,-119286.0
Diluted Average Shares,31266667.0,,31266667.0,31266667.0,15008889.0
Basic Average Shares,31266667.0,,31266667.0,31266667.0,14320000.0
Diluted EPS,0.04,,0.03,0.03,0.04
Basic EPS,0.04,,0.03,0.03,0.04
Diluted NI Availto Com Stockholders,1291701.0,1683844.0,929008.0,895779.0,621591.0
Net Income Common Stockholders,1291701.0,1683844.0,929008.0,895779.0,621591.0
Net Income,1291701.0,1683844.0,929008.0,895779.0,621591.0
Net Income Including Noncontrolling Interests,1291701.0,1683844.0,929008.0,895779.0,621591.0
Net Income Continuous Operations,1291701.0,1683844.0,929008.0,895779.0,621591.0
Pretax Income,1291701.0,1683844.0,929008.0,895779.0,621591.0
Net Non Operating Interest Income Expense,2091443.0,2272611.0,2435794.0,2405626.0,740877.0
Interest Income Non Operating,2091443.0,2272611.0,2435794.0,2405626.0,740877.0
Operating Income,-799742.0,-588767.0,-1506786.0,-1509847.0,-119286.0
Operating Expense,799742.0,588767.0,1506786.0,1509847.0,119286.0
Other Operating Expenses,,,,,119286.0
Selling General And Administration,799742.0,588767.0,1506786.0,1509847.0,119286.0
General And Administrative Expense,799742.0,588767.0,1506786.0,1509847.0,119286.0
Other Gand A,799742.0,588767.0,1506786.0,1509847.0,119286.0
Total Revenue,0.0,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0,0.0
