,2026-02-28,2025-11-30,2025-05-31,2025-02-28
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.0,0.0,0.0
Normalized EBITDA,-277959.0,-37063.0,-23187.0,-72670.0
Net Income From Continuing Operation Net Minority Interest,1358897.0,-37063.0,-23187.0,-72670.0
EBITDA,-277959.0,-37063.0,-23187.0,-72670.0
EBIT,-277959.0,-37063.0,-23187.0,-72670.0
Net Interest Income,1636856.0,,,0.0
Interest Income,1636856.0,,,0.0
Normalized Income,1358897.0,-37063.0,-23187.0,-72670.0
Net Income From Continuing And Discontinued Operation,1358897.0,-37063.0,-23187.0,-72670.0
Total Expenses,277959.0,37063.0,23187.0,72670.0
Total Operating Income As Reported,-277959.0,,,-72670.0
Diluted NI Availto Com Stockholders,1358897.0,-37063.0,-23187.0,-72670.0
Net Income Common Stockholders,1358897.0,-37063.0,-23187.0,-72670.0
Net Income,1358897.0,-37063.0,-23187.0,-72670.0
Net Income Including Noncontrolling Interests,1358897.0,-37063.0,-23187.0,-72670.0
Net Income Continuous Operations,1358897.0,-37063.0,-23187.0,-72670.0
Pretax Income,1358897.0,-37063.0,-23187.0,-72670.0
Net Non Operating Interest Income Expense,1636856.0,,,0.0
Interest Income Non Operating,1636856.0,,,0.0
Operating Income,-277959.0,-37063.0,-23187.0,-72670.0
Operating Expense,277959.0,37063.0,23187.0,72670.0
Selling General And Administration,277959.0,37063.0,23187.0,72670.0
General And Administrative Expense,277959.0,37063.0,23187.0,72670.0
Other Gand A,277959.0,37063.0,23187.0,72670.0
Total Revenue,0.0,0.0,0.0,0.0
Operating Revenue,0.0,0.0,0.0,0.0
