,2026-03-31,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0
Tax Rate For Calcs,0.0,0.0
Normalized EBITDA,-3571930.0,-3640273.0
Total Unusual Items,-133201.0,596120.0
Total Unusual Items Excluding Goodwill,-133201.0,596120.0
Net Income From Continuing Operation Net Minority Interest,-3916618.0,-3356538.0
Reconciled Depreciation,310508.0,305297.0
Reconciled Cost Of Revenue,45156.0,45156.0
EBITDA,-3705131.0,-3044153.0
EBIT,-4015639.0,-3349450.0
Net Interest Income,-5257.0,-71491.0
Interest Expense,5257.0,71491.0
Normalized Income,-3783417.0,-3952658.0
Net Income From Continuing And Discontinued Operation,-3916618.0,-3356538.0
Total Expenses,4028415.0,4119858.0
Total Operating Income As Reported,-3914644.0,-4056984.0
Diluted Average Shares,6032193.0,3073074.0
Basic Average Shares,6032193.0,3073074.0
Diluted EPS,-0.65,-1.1
Basic EPS,-0.65,-1.1
Diluted NI Availto Com Stockholders,-3916618.0,-3356538.0
Net Income Common Stockholders,-3916618.0,-3356538.0
Net Income,-3916618.0,-3356538.0
Minority Interests,104278.0,64403.0
Net Income Including Noncontrolling Interests,-4020896.0,-3420941.0
Net Income Continuous Operations,-4020896.0,-3420941.0
Tax Provision,0.0,0.0
Pretax Income,-4020896.0,-3420941.0
Other Income Expense,-100995.0,707534.0
Other Non Operating Income Expenses,32206.0,111414.0
Gain On Sale Of Security,-133201.0,596120.0
Net Non Operating Interest Income Expense,-5257.0,-71491.0
Interest Expense Non Operating,5257.0,71491.0
Operating Income,-3914644.0,-4056984.0
Operating Expense,3983259.0,4074702.0
Depreciation Amortization Depletion Income Statement,250000.0,250000.0
Depreciation And Amortization In Income Statement,250000.0,250000.0
Amortization,250000.0,250000.0
Amortization Of Intangibles Income Statement,250000.0,250000.0
Research And Development,235529.0,86659.0
Selling General And Administration,3497730.0,3738043.0
Selling And Marketing Expense,0.0,106500.0
General And Administrative Expense,3497730.0,3631543.0
Other Gand A,1658847.0,2594639.0
Salaries And Wages,1838883.0,1036904.0
Gross Profit,68615.0,17718.0
Cost Of Revenue,45156.0,45156.0
Total Revenue,113771.0,62874.0
Operating Revenue,113771.0,62874.0
