,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.4,0.21,0.21,0.21,0.21
Normalized EBITDA,-12309000.0,-9238000.0,-12778000.0,-13898000.0,-13254000.0
Net Income From Continuing Operation Net Minority Interest,-13654000.0,-10425000.0,-13957000.0,-15173000.0,-14448000.0
Reconciled Depreciation,220000.0,231000.0,246000.0,299000.0,278000.0
Reconciled Cost Of Revenue,4542000.0,5057000.0,5450000.0,6655000.0,6196000.0
EBITDA,-12309000.0,-9238000.0,-12778000.0,-13898000.0,-13254000.0
EBIT,-12529000.0,-9469000.0,-13024000.0,-14197000.0,-13532000.0
Net Interest Income,-626000.0,-317000.0,-194000.0,-76000.0,83000.0
Interest Expense,976000.0,770000.0,805000.0,799000.0,781000.0
Interest Income,350000.0,453000.0,611000.0,723000.0,864000.0
Normalized Income,-13654000.0,-10425000.0,-13957000.0,-15173000.0,-14448000.0
Net Income From Continuing And Discontinued Operation,-13654000.0,-10425000.0,-13957000.0,-15173000.0,-14448000.0
Total Expenses,33542000.0,32501000.0,35895000.0,38663000.0,37101000.0
Total Operating Income As Reported,-12956000.0,-9903000.0,-14393000.0,-14804000.0,-14563000.0
Diluted Average Shares,41897669.0,41403844.0,40936896.0,40429655.0,39954658.0
Basic Average Shares,41897669.0,41403844.0,40936896.0,40429655.0,39954658.0
Diluted EPS,-0.33,-0.25,-0.34,-0.38,-0.36
Basic EPS,-0.33,-0.25,-0.34,-0.38,-0.36
Diluted NI Availto Com Stockholders,-13654000.0,-10425000.0,-13957000.0,-15173000.0,-14448000.0
Net Income Common Stockholders,-13654000.0,-10425000.0,-13957000.0,-15173000.0,-14448000.0
Net Income,-13654000.0,-10425000.0,-13957000.0,-15173000.0,-14448000.0
Net Income Including Noncontrolling Interests,-13654000.0,-10425000.0,-13957000.0,-15173000.0,-14448000.0
Net Income Continuous Operations,-13654000.0,-10425000.0,-13957000.0,-15173000.0,-14448000.0
Tax Provision,149000.0,186000.0,128000.0,177000.0,135000.0
Pretax Income,-13505000.0,-10239000.0,-13829000.0,-14996000.0,-14313000.0
Other Income Expense,77000.0,-19000.0,758000.0,-116000.0,167000.0
Other Non Operating Income Expenses,77000.0,-19000.0,758000.0,-116000.0,167000.0
Net Non Operating Interest Income Expense,-626000.0,-317000.0,-194000.0,-76000.0,83000.0
Interest Expense Non Operating,976000.0,770000.0,805000.0,799000.0,781000.0
Interest Income Non Operating,350000.0,453000.0,611000.0,723000.0,864000.0
Operating Income,-12956000.0,-9903000.0,-14393000.0,-14804000.0,-14563000.0
Operating Expense,29000000.0,27444000.0,30445000.0,32008000.0,30905000.0
Research And Development,4899000.0,4583000.0,4846000.0,5306000.0,4756000.0
Selling General And Administration,24101000.0,22861000.0,25599000.0,26702000.0,26149000.0
Gross Profit,16044000.0,17541000.0,16052000.0,17204000.0,16342000.0
Cost Of Revenue,4542000.0,5057000.0,5450000.0,6655000.0,6196000.0
Total Revenue,20586000.0,22598000.0,21502000.0,23859000.0,22538000.0
Operating Revenue,20586000.0,22598000.0,21502000.0,23859000.0,22538000.0
