,2026-03-31,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,-789550.619321,-477747.929212,18467.241492,-450927.145359,5210133.82286,,
Tax Rate For Calcs,0.147967,0.120218,0.093269,0.141091,0.164753,,
Normalized EBITDA,1446903000.0,1034510000.0,1291717000.0,1237176000.0,1225655000.0,,
Total Unusual Items,-5336000.0,-3974000.0,198000.0,-3196000.0,31624000.0,,
Total Unusual Items Excluding Goodwill,-5336000.0,-3974000.0,198000.0,-3196000.0,31624000.0,,
Net Income From Continuing Operation Net Minority Interest,832590000.0,532564000.0,733160000.0,678224000.0,682418000.0,,
Reconciled Depreciation,228072000.0,223624000.0,223854000.0,197167000.0,206693000.0,,
Reconciled Cost Of Revenue,6718180000.0,5748523000.0,7248018000.0,6625741000.0,6488546000.0,,
EBITDA,1441567000.0,1030536000.0,1291915000.0,1233980000.0,1257279000.0,,
EBIT,1213495000.0,806912000.0,1068061000.0,1036813000.0,1050586000.0,,
Net Interest Income,-263018000.0,-221386000.0,-274313000.0,-273526000.0,-272692000.0,,
Interest Expense,263018000.0,221386000.0,274313000.0,273526000.0,272692000.0,,
Normalized Income,837136449.380679,536060252.070788,732980467.241492,680969072.854641,656004133.82286,,
Net Income From Continuing And Discontinued Operation,832590000.0,532564000.0,733160000.0,678224000.0,682418000.0,,
Total Expenses,12018779000.0,10965868000.0,12142894000.0,11352182000.0,11324627000.0,,
Total Operating Income As Reported,,589500000.0,793550000.0,,,537028000.0,667824000.0
Diluted Average Shares,46255000.0,46189419.0,46285354.0,46390150.0,45616176.0,,
Basic Average Shares,46126870.0,46029732.0,45966144.0,45950136.0,45193245.0,,
Diluted EPS,18.0,11.53,15.84,14.62,14.96,,
Basic EPS,18.05,11.57,15.95,14.76,15.1,,
Diluted NI Availto Com Stockholders,832590000.0,532564000.0,733160000.0,678224000.0,682418000.0,,
Net Income Common Stockholders,832590000.0,532564000.0,733160000.0,678224000.0,682418000.0,,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,0.0,,
Net Income,832590000.0,532564000.0,733160000.0,678224000.0,682418000.0,,
Minority Interests,22752000.0,17429000.0,13444000.0,22630000.0,32684000.0,,
Net Income Including Noncontrolling Interests,809838000.0,515135000.0,719716000.0,655594000.0,649734000.0,,
Net Income Continuous Operations,809838000.0,515135000.0,719716000.0,655594000.0,649734000.0,,
Tax Provision,140639000.0,70391000.0,74032000.0,107693000.0,128160000.0,,
Pretax Income,950477000.0,585526000.0,793748000.0,763287000.0,777894000.0,,
Other Non Operating Income Expenses,101860000.0,74997000.0,81457000.0,113020000.0,53193000.0,,
Special Income Charges,-5336000.0,-3974000.0,198000.0,-3196000.0,31624000.0,,
Other Special Charges,5336000.0,,-198000.0,3196000.0,,,41705000.0
Net Non Operating Interest Income Expense,-263018000.0,-221386000.0,-274313000.0,-273526000.0,-272692000.0,,
Interest Expense Non Operating,263018000.0,221386000.0,274313000.0,273526000.0,272692000.0,,
Operating Income,1116971000.0,735889000.0,986406000.0,926989000.0,965769000.0,,
Operating Expense,5300599000.0,5217345000.0,4894876000.0,4726441000.0,4836081000.0,,
Other Operating Expenses,2528514000.0,2485537000.0,2354585000.0,2334656000.0,2415816000.0,,
Depreciation And Amortization In Income Statement,228072000.0,223624000.0,223854000.0,197167000.0,206693000.0,,
Depreciation Income Statement,228072000.0,223624000.0,223854000.0,197167000.0,206693000.0,,
Gross Profit,6417570000.0,5953234000.0,5881282000.0,5653430000.0,5801850000.0,,
Cost Of Revenue,6718180000.0,5748523000.0,7248018000.0,6625741000.0,6488546000.0,,
Total Revenue,13135750000.0,11701757000.0,13129300000.0,12279171000.0,12290396000.0,,
Operating Revenue,13135750000.0,11701757000.0,13129300000.0,12279171000.0,12290396000.0,,
